Description,Severity,Status,First Seen,Issue age,File,Technology,Lines of code
Interface module with 9 lines of code,MEDIUM,RAW,2026-06-04,43,src/hooks/hover-click-handlers/usePointClick.ts,TypeScript,9
Interface module with 8 lines of code,MEDIUM,RAW,2026-06-04,43,src/hooks/popUpModal/usePopupController.ts,TypeScript,8
Interface module with 8 lines of code,MEDIUM,RAW,2026-06-04,43,src/api/fetchApi.ts,TypeScript,8
Interface module with 7 lines of code,MEDIUM,RAW,2026-06-04,43,src/helpers/ArcGISHelpers/validateMapView.ts,TypeScript,7
Interface module with 7 lines of code,MEDIUM,RAW,2026-06-10,37,src/hooks/wizard/useWizardCleanup.ts,TypeScript,7
Interface module with 7 lines of code,MEDIUM,RAW,2026-07-13,4,src/hooks/flightPlan/useFlightPlanFormSelectOptions.ts,TypeScript,7
Interface module with 6 lines of code,MEDIUM,RAW,2026-06-04,43,src/hooks/hover-click-handlers/usePlanClick.ts,TypeScript,6
Interface module with 6 lines of code,MEDIUM,RAW,2026-06-04,43,src/hooks/hover-click-handlers/usePlanHover.ts,TypeScript,6
Interface module with 5 lines of code,MEDIUM,RAW,2026-06-04,43,src/hooks/useContent.ts,TypeScript,5
Interface module with 4 lines of code,MEDIUM,RAW,2026-06-04,43,src/helpers/haversine.ts,TypeScript,4
Interface module with 4 lines of code,MEDIUM,RAW,2026-06-04,43,src/helpers/isValidEmail.ts,TypeScript,4
Interface module with 3 lines of code,MEDIUM,RAW,2026-06-04,43,src/helpers/classNames.ts,TypeScript,3
