Description,Severity,Status,First Seen,Issue age,Lines of code,Redundant lines of code,Occurrences,Same file,Same component,Technology,Locations
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,0,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Buttons.tsx#L100:115,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L90:105"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-04,25,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L104:117,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L183:196"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-10,19,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx#L56:65,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/Buttons.tsx#L71:80"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-10,19,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx#L24:33,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx#L34:43"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-10,19,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/index.tsx#L30:41,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/index.tsx#L36:47"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,0,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L82:95,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L65:78"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,0,10,10,2,false,false,TypeScript,"src/helpers/ArcGISHelpers/bufferGraphics.ts#L31:42,src/Components/HomePage/Body/Left/Common/ResultTab/PointListBuffer.tsx#L30:41"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-06,23,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/index.tsx#L28:39,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/index.tsx#L39:50"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,0,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Right/SelectedPlansPointsList/Common/useGeometryPlanImages.ts#L31:44,src/Components/HomePage/Body/Right/SelectedPlansPointsList/Common/usePointPlanImages.ts#L40:53"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-10,19,10,10,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Common/AandachtspuntDetailsFields.tsx#L10:19,src/hooks/zustand/useDrawingStore.ts#L12:21"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,0,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/index.tsx#L40:54,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/index.tsx#L42:56"
10 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-04,25,10,10,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Common/Filter.tsx#L9:18,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Filter/index.tsx#L9:18"
9 lines occurring 3 times in 3 files,HIGH,RAW,2026-06-29,0,9,18,3,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/PointsView/PointsTable/index.tsx#L46:55,src/Components/HomePage/Body/Bottom/PointsView/GeometriesTable/index.tsx#L50:59,src/Components/HomePage/Body/Bottom/PointsView/FlightPlansTable/index.tsx#L121:130"
9 lines occurring 3 times in 3 files,HIGH,RAW,2026-06-29,0,9,18,3,false,true,TypeScript,"src/Components/HomePage/Head/Common/FilterTabs.tsx#L26:36,src/Components/HomePage/Body/Left/Common/TabHeader/index.tsx#L28:38,src/Components/HomePage/Body/Left/Common/FiltersSection/index.tsx#L53:63"
9 lines occurring 3 times in 2 files,HIGH,RAW,2026-06-29,0,9,18,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L84:95,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L116:127,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L147:158"
9 lines occurring 3 times in 3 files,HIGH,RAW,2026-06-29,0,9,18,3,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlanDetails/DropDown.tsx#L63:114,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L132:262,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L180:310"
9 lines occurring 3 times in 3 files,HIGH,RAW,2026-06-29,0,9,18,3,false,true,TypeScript,"src/hooks/zustand/shared/flightPlanFormFields.ts#L26:34,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L44:52,src/hooks/zustand/useReuseFlightPlan.ts#L40:48"
7 lines occurring 5 times in 3 files,HIGH,RAW,2026-06-29,0,7,28,5,false,false,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L194:200,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L326:332,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx#L444:450,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/RemovePoint.tsx#L89:95,src/hooks/features/useRenderPoints.ts#L44:50"
7 lines occurring 4 times in 4 files,HIGH,RAW,2026-06-10,19,7,21,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/CoordinatesInput.tsx#L12:18,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step2/index.tsx#L29:35,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/UpdateBtn.tsx#L16:22,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/useCoordinatesWatcher.ts#L9:15"
7 lines occurring 4 times in 4 files,HIGH,RAW,2026-06-29,0,7,21,4,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/index.tsx#L31:37,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/index.tsx#L37:43,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/SelectButtons.tsx#L20:26,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/SelectButtons.tsx#L26:32"
