Source,Target,Type,Description,Status,Count,Count (Before),Undesirable
src/api-hooks/points/usePointLookupQueries.ts,src/api/fetchApi.ts,Code call,typescript.call,new,2,,
src/api-hooks/templateFlights/useTemplateFlights.ts,src/api/fetchApi.ts,Code call,typescript.call,recurring,1,1,
src/api-hooks/consts/useActiviteitenQuery.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/consts/useLuchtvaartuigQuery.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/consts/useOrganisatiesQuery.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/consts/usePilotenQuery.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/consts/useRegiosQuery.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/consts/useWaarnemersQuery.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/finishedPlans/useFinishedPlanPath.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/finishedPlans/usePartialFinishedPlans.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/finishedPlans/useSingleFinishedPlan.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/flightPlans/useFlightPlansList.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/flightPlans/useFullPreparedFlightPlans.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/flightPlans/usePointFlightPlans.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/flightPlans/usePrepreparedFlightPlans.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/flightPlans/useSearchedFlightPlans.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/flightPlans/useUnPreparedPlans.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/flightPlans/useVluchtnummerExists.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/points/useDuplicateOmschrijvingCount.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/api-hooks/points/useSearchedPoints.ts,src/api/fetchApi.ts,Code call,typescript.call,removed,0,1,
src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PlansList.tsx,src/helpers/ArcGISHelpers/flightPlanMapActions.ts,Code call,typescript.call,new,2,,
src/Components/HomePage/Body/Bottom/ClickedTableFunctions/usePointsListActions.ts,src/helpers/tableExports/csvExportCore.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Bottom/ClickedTableFunctions/usePointsListActions.ts,src/helpers/tableExports/shapefileExportCore.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Bottom/ClickedTableFunctions/usePointsListActions.ts,src/helpers/tableExports/xlsxExportCore.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Bottom/ClickedTableFunctions/zoomMapToPointsTable.ts,src/helpers/ArcGISHelpers/validateMapView.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Bottom/PlansView/TabsComp.tsx,src/helpers/classNames.ts,Code call,typescript.call,recurring,1,1,
src/Components/HomePage/Body/Bottom/PointsView/FlightPlansTable/index.tsx,src/helpers/ArcGISHelpers/planStarGraphicsCore.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Bottom/PointsView/common/components/TabButtons.tsx,src/helpers/classNames.ts,Code call,typescript.call,recurring,2,2,
src/Components/HomePage/Body/Bottom/PointsView/common/hooks/syncTableTabGraphics.ts,src/helpers/ArcGISHelpers/geometryMapGraphicActionsCore.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Bottom/PointsView/common/hooks/syncTableTabGraphics.ts,src/helpers/ArcGISHelpers/pointMapGraphicActionsCore.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Bottom/PointsView/common/hooks/syncTableTabGraphics.ts,src/helpers/ArcGISHelpers/validateMapView.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Common/EditPoint/editPointMapClickCoords.ts,src/helpers/ArcGISHelpers/createPoint.ts,Code call,typescript.call,new,1,,
src/Components/HomePage/Body/Common/EditPoint/editPointMapClickCoords.ts,src/helpers/ArcGISHelpers/getTransformedCoordinates.ts,Code call,typescript.call,new,1,,
