ID,Path,Component,Lines of code,Duplication percentage,Start line,End line
effed425-d54d-40b5-b505-f8588a6ccfd0,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,10,21.276596,24,33
effed425-d54d-40b5-b505-f8588a6ccfd0,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,10,10.3092785,43,52
effed425-d54d-40b5-b505-f8588a6ccfd0,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,10,21.276596,44,53
effed425-d54d-40b5-b505-f8588a6ccfd0,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/Buttons.tsx,HomePage,10,16.666666,57,66
effed425-d54d-40b5-b505-f8588a6ccfd0,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Buttons.tsx,HomePage,10,12.658228,58,67
effed425-d54d-40b5-b505-f8588a6ccfd0,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,10,10.3092785,89,98
effed425-d54d-40b5-b505-f8588a6ccfd0,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx,HomePage,10,18.867924,94,103
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/Buttons.tsx,HomePage,9,14.754098,18,26
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/Buttons.tsx,HomePage,9,15,24,32
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,9,19.148935,25,33
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Buttons.tsx,HomePage,9,11.3924055,29,37
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/Buttons.tsx,HomePage,9,14.754098,38,46
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,9,9.278351,44,52
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,9,19.148935,45,53
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/Buttons.tsx,HomePage,9,15,58,66
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Buttons.tsx,HomePage,9,11.3924055,59,67
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,9,9.278351,90,98
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx,HomePage,9,19.148935,32,40
91772961-4c71-4942-987b-d9d5b63935ba,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx,HomePage,9,16.981133,95,103
5ebe067e-caf4-48a5-961e-7a172306f069,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,11,23.404255,43,53
5ebe067e-caf4-48a5-961e-7a172306f069,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/Buttons.tsx,HomePage,11,18.333334,56,66
5ebe067e-caf4-48a5-961e-7a172306f069,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,11,11.340206,88,98
5ebe067e-caf4-48a5-961e-7a172306f069,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx,HomePage,11,20.754717,93,103
