Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
"3 parameters for unit reportZipHelpers.ts.addProcessedItemsToZip(InstanceType,any,ProcessedItem[])",LOW,RAW,2026-07-17,1,"reportZipHelpers.ts.addProcessedItemsToZip(InstanceType,any,ProcessedItem[])",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/reportZipHelpers.ts#L34:51,TypeScript,13,5,3
"3 parameters for unit patchPlanWithUpdatedPoint.ts.patchPlanWithUpdatedPoint(FinishedFlightPlanType,FinishedPointType,any)",LOW,RAW,2026-07-18,0,"patchPlanWithUpdatedPoint.ts.patchPlanWithUpdatedPoint(FinishedFlightPlanType,FinishedPointType,any)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/patchPlanWithUpdatedPoint.ts#L7:28,TypeScript,13,1,3
"3 parameters for unit deleteGeometryCascade.ts.deleteGeometryPointChildren(PoolClient,number[],Promise)",LOW,RAW,2026-07-18,0,"deleteGeometryCascade.ts.deleteGeometryPointChildren(PoolClient,number[],Promise)",backend/src/routes/geometries/deleteGeometryCascade.ts#L3:22,TypeScript,12,2,3
"4 parameters for unit resolveSelectedPathPoint.ts.buildSelectedPathPoint(NonNullable,any,any,FinishedFlightPlanType)",LOW,RAW,2026-07-18,0,"resolveSelectedPathPoint.ts.buildSelectedPathPoint(NonNullable,any,any,FinishedFlightPlanType)",src/hooks/hover-click-handlers/resolveSelectedPathPoint.ts#L4:18,TypeScript,12,11,4
"3 parameters for unit grantHelpers.ts.attemptPasswordGrant(any,any,PasswordGrantParams)",LOW,RAW,2026-07-13,5,"grantHelpers.ts.attemptPasswordGrant(any,any,PasswordGrantParams)",backend/src/routes/auth2/grantHelpers.ts#L22:36,TypeScript,11,2,3
"3 parameters for unit AttachmentMeta.fetchOnePointAttachment(string,number,AttachmentMeta)",LOW,RAW,2026-07-18,0,"AttachmentMeta.fetchOnePointAttachment(string,number,AttachmentMeta)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/attachmentFetch.ts#L30:44,TypeScript,11,2,3
"3 parameters for unit installersHandlers.ts.handleInstallerUploadMiddleware(Request,Response,void)",LOW,RAW,2026-07-17,1,"installersHandlers.ts.handleInstallerUploadMiddleware(Request,Response,void)",backend/src/routes/installersHandlers.ts#L13:27,TypeScript,11,3,3
"4 parameters for unit AttachmentUpdateInput.applyFinishedPlanAttachmentIds(PoolClient,number,number,number[])",LOW,RAW,2026-07-18,0,"AttachmentUpdateInput.applyFinishedPlanAttachmentIds(PoolClient,number,number,number[])",backend/src/helpers/queries/finished-plans/updateFinishedPointAttachmentsTx.ts#L31:46,TypeScript,11,1,4
"3 parameters for unit useSyncEditUserForm.ts.useSyncEditUserForm(any,any,React.Dispatch<React.SetStateAction<EditUserFormData>>)",LOW,RAW,2026-07-18,0,"useSyncEditUserForm.ts.useSyncEditUserForm(any,any,React.Dispatch<React.SetStateAction<EditUserFormData>>)",src/Components/DashboardPage/EditUser/useSyncEditUserForm.ts#L4:20,TypeScript,10,5,3
"3 parameters for unit requireSessionAuth.ts.RequestHandler(any,any,any)",LOW,RAW,2026-07-13,5,"requireSessionAuth.ts.RequestHandler(any,any,any)",backend/src/helpers/auth/requireSessionAuth.ts#L4:15,TypeScript,10,3,3
"3 parameters for unit buildFinishedPlansWithPointsHelpers.ts.appendFinishedDateRange(string,unknown[],any)",LOW,RAW,2026-07-18,0,"buildFinishedPlansWithPointsHelpers.ts.appendFinishedDateRange(string,unknown[],any)",backend/src/helpers/queries/finished-plans/buildFinishedPlansWithPointsHelpers.ts#L21:34,TypeScript,10,2,3
"3 parameters for unit planBoundingBoxGeometry.ts.getPlanBoundingBoxExtents(PlanBoundingBoxPoint[],any,any)",LOW,RAW,2026-07-17,1,"planBoundingBoxGeometry.ts.getPlanBoundingBoxExtents(PlanBoundingBoxPoint[],any,any)",src/helpers/ArcGISHelpers/planBoundingBoxGeometry.ts#L29:41,TypeScript,10,2,3
"3 parameters for unit stepContentFilters.ts.matchesHerhalenValue(Geometry[""herhalen""],any,boolean)",LOW,RAW,2026-07-17,1,"stepContentFilters.ts.matchesHerhalenValue(Geometry[""herhalen""],any,boolean)",src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/stepContentFilters.ts#L3:15,TypeScript,10,4,3
"3 parameters for unit planBoundingBoxGeometry.ts.getValidPlanPoints(PlanBoundingBoxPoint[],any,any)",LOW,RAW,2026-07-17,1,"planBoundingBoxGeometry.ts.getValidPlanPoints(PlanBoundingBoxPoint[],any,any)",src/helpers/ArcGISHelpers/planBoundingBoxGeometry.ts#L14:26,TypeScript,10,5,3
"3 parameters for unit editPointMapClickHelpers.ts.createEditedPointValues(any,number,number)",LOW,RAW,2026-07-14,4,"editPointMapClickHelpers.ts.createEditedPointValues(any,number,number)",src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/editPointMapClickHelpers.ts#L5:18,TypeScript,10,1,3
"3 parameters for unit isPointInPolygon.ts.pointInRingRayCast(number,number,number[])",LOW,RAW,2026-07-17,1,"isPointInPolygon.ts.pointInRingRayCast(number,number,number[])",src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/isPointInPolygon.ts#L22:38,TypeScript,10,4,3
"3 parameters for unit spoedReportSendHelpers.ts.respondSpoedReportError(Response,unknown,string)",LOW,RAW,2026-07-18,0,"spoedReportSendHelpers.ts.respondSpoedReportError(Response,unknown,string)",backend/src/routes/emails/spoedReportSendHelpers.ts#L68:82,TypeScript,10,5,3
"3 parameters for unit timesliderGeometryHighlightFactory.ts.highlightAttrs(FinishedFlightPlanType,PlanGeometry,any)",LOW,RAW,2026-07-18,0,"timesliderGeometryHighlightFactory.ts.highlightAttrs(FinishedFlightPlanType,PlanGeometry,any)",src/helpers/timeslider/timesliderGeometryHighlightFactory.ts#L27:39,TypeScript,9,1,3
"4 parameters for unit filterValidAttachments.ts.filterValidAttachments(any,any,any,any)",LOW,RAW,2026-06-06,42,"filterValidAttachments.ts.filterValidAttachments(any,any,any,any)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/filterValidAttachments.ts#L3:13,TypeScript,9,6,4
"3 parameters for unit wizardButtonHelpers.ts.createWizardLogStep(ReturnType,any,string)",LOW,RAW,2026-07-17,1,"wizardButtonHelpers.ts.createWizardLogStep(ReturnType,any,string)",src/hooks/wizard/wizardButtonHelpers.ts#L4:15,TypeScript,9,2,3
"3 parameters for unit isNearExistingPoint.ts.isNearExistingPoint(number,number,EnrichedPointType[])",LOW,RAW,2026-07-18,0,"isNearExistingPoint.ts.isNearExistingPoint(number,number,EnrichedPointType[])",src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/isNearExistingPoint.ts#L4:16,TypeScript,9,1,3
