WorkPackageID,Category,Status,Severity,Description,File,Unit,LOC,Complexity,Parameters,FanIn
MAINT-01,Unit size,RAW,LOW,"17 lines of code for unit verify-regio-apis.ts.assertPlanRegiosWithDb(Pool,string,Array<{ id?: number; regio_id?: string }>,string,any,any)",backend/scripts/verify-regio-apis.ts,"verify-regio-apis.ts.assertPlanRegiosWithDb(Pool,string,Array<{ id?: number; regio_id?: string }>,string,any,any)",17,3,6,
MAINT-01,Unit size,RAW,LOW,"17 lines of code for unit updateFlightPlanStatus.ts.updateFlightPlanStatus(Request,Response)",backend/src/routes/flightPlans/updateFlightPlanStatus.ts,"updateFlightPlanStatus.ts.updateFlightPlanStatus(Request,Response)",17,1,2,
MAINT-08,Unit size,RAW,LOW,17 lines of code for unit useUpdateData.ts.useUpdateData(string),src/utils/useUpdateData.ts,useUpdateData.ts.useUpdateData(string),17,4,1,
MAINT-01,Unit size,RAW,LOW,17 lines of code for unit buildPointSearchQuery.ts.buildPointSearchQuery(PointSearchFilter),backend/src/helpers/queries/buildPointSearchQuery.ts,buildPointSearchQuery.ts.buildPointSearchQuery(PointSearchFilter),17,2,1,
MAINT-03,Unit size,RAW,LOW,16 lines of code for unit index.tsx.Step1(),src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step1/index.tsx,index.tsx.Step1(),16,3,0,
MAINT-02,Unit size,RAW,LOW,16 lines of code for unit handlePrevious(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Buttons.tsx,handlePrevious(),16,4,0,
MAINT-02,Unit size,RAW,LOW,16 lines of code for unit Buttons.tsx.Buttons(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Buttons.tsx,Buttons.tsx.Buttons(any),16,1,1,
MAINT-02,Unit size,RAW,LOW,16 lines of code for unit CreateImageBtn.tsx.CreateImageBtn(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/CreateImageBtn.tsx,CreateImageBtn.tsx.CreateImageBtn(any),16,4,1,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit goToPoint(),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/ClickedPlan.tsx,goToPoint(),16,4,0,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit toggleStarPlan(FlightPlanType),src/Components/HomePage/Body/Bottom/PointsView/FlightPlansTable/index.tsx,toggleStarPlan(FlightPlanType),16,4,1,
MAINT-01,Unit size,RAW,LOW,"16 lines of code for unit getSingleFinishedFlightPlan.ts.getSingleFinishedFlightPlan(Request,Response)",backend/src/routes/finished_plans/getSingleFinishedFlightPlan.ts,"getSingleFinishedFlightPlan.ts.getSingleFinishedFlightPlan(Request,Response)",16,3,2,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit zoomToPoint(),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/ClickedPlan.tsx,zoomToPoint(),16,4,0,
MAINT-03,Unit size,RAW,LOW,16 lines of code for unit handleNext(),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/Buttons.tsx,handleNext(),16,2,0,
MAINT-08,Unit size,RAW,LOW,"16 lines of code for unit PointsFilters.loadPoints(PointsFilters,Partial<PointsState>,any)",src/hooks/features/usePointsStore.ts,"PointsFilters.loadPoints(PointsFilters,Partial<PointsState>,any)",16,7,3,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit DeletePointFormFields.pickDeletePointFormFields(DeletePoint),src/hooks/zustand/tools/useDeletePointState.ts,DeletePointFormFields.pickDeletePointFormFields(DeletePoint),16,1,1,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit showTable.ts,src/helpers/ZustandStates/showTable.ts,showTable.ts,16,1,0,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit index.tsx.AddUser(),src/Components/DashboardPage/AddUser/index.tsx,index.tsx.AddUser(),16,2,0,
MAINT-02,Unit size,RAW,LOW,16 lines of code for unit handleSubmit(),src/Components/HomePage/Body/Left/Nabewerking/ChangeFlightPlanStatus/ConfirmModal.tsx,handleSubmit(),16,1,0,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit listView(),src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx,listView(),16,2,0,
MAINT-06,Unit size,RAW,LOW,16 lines of code for unit index.tsx.InstallationsPage(),src/Components/InstallationsPage/index.tsx,index.tsx.InstallationsPage(),16,2,0,
MAINT-07,Unit size,RAW,LOW,16 lines of code for unit PlansFilterSection.tsx.PlansFilterSection(Props),src/Components/TimesliderItemDetailPage/sections/PlansFilterSection.tsx,PlansFilterSection.tsx.PlansFilterSection(Props),16,1,1,
MAINT-02,Unit size,RAW,LOW,16 lines of code for unit index.tsx.VliegrouteExporteren(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/VliegrouteExporteren/index.tsx,index.tsx.VliegrouteExporteren(any),16,2,1,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit exportCsv(),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx,exportCsv(),16,1,0,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit ChevronButton.tsx.ChevronButton(any),src/Components/HomePage/Body/Common/ChevronButton.tsx,ChevronButton.tsx.ChevronButton(any),16,2,1,
MAINT-03,Unit size,RAW,LOW,16 lines of code for unit Filter.tsx.Filter(any),src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/Filter.tsx,Filter.tsx.Filter(any),16,1,1,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit buildPointUpdatePayload.ts.pickPointCoreLogData(EnrichedPointType),src/helpers/points/buildPointUpdatePayload.ts,buildPointUpdatePayload.ts.pickPointCoreLogData(EnrichedPointType),16,1,1,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit renderTabContent(),src/Components/HomePage/Body/Bottom/PlansView/index.tsx,renderTabContent(),16,6,0,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit exportCsv(),src/Components/HomePage/Body/Left/Common/ResultTab/ListPointsFunctions/index.tsx,exportCsv(),16,1,0,
MAINT-01,Unit size,RAW,LOW,16 lines of code for unit verify-regio-apis.ts.main(),backend/scripts/verify-regio-apis.ts,verify-regio-apis.ts.main(),16,2,0,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit types.ts.geometryToDraft(Geometry),src/Components/HomePage/Body/Left/Tools/EditGeometry/EditForm/helpers/types.ts,types.ts.geometryToDraft(Geometry),16,11,1,
MAINT-03,Unit size,RAW,LOW,16 lines of code for unit cleanupSketch(),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/index.tsx,cleanupSketch(),16,4,0,
MAINT-01,Unit size,RAW,LOW,16 lines of code for unit verify-regio-apis.ts.runPointsQuery(string|undefined),backend/scripts/verify-regio-apis.ts,verify-regio-apis.ts.runPointsQuery(string|undefined),16,3,1,
MAINT-01,Unit size,RAW,LOW,"16 lines of code for unit getAllEmails.ts.getAllEmails(Request,Response)",backend/src/routes/emails/getAllEmails.ts,"getAllEmails.ts.getAllEmails(Request,Response)",16,3,2,
MAINT-02,Unit size,RAW,LOW,16 lines of code for unit Buttons.tsx.Buttons(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step1/Content/Buttons.tsx,Buttons.tsx.Buttons(),16,2,0,
MAINT-05,Unit size,RAW,LOW,"16 lines of code for unit createPoint.ts.createPoint(number,number)",src/helpers/ArcGISHelpers/createPoint.ts,"createPoint.ts.createPoint(number,number)",16,1,2,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit selectAll(),src/Components/HomePage/Body/Left/Common/ResultTab/ListPointsFunctions/index.tsx,selectAll(),16,2,0,
MAINT-07,Unit size,RAW,LOW,16 lines of code for unit LoginRequiredModal.tsx.LoginRequiredModal(Props),src/Components/TimesliderItemDetailPage/sections/LoginRequiredModal.tsx,LoginRequiredModal.tsx.LoginRequiredModal(Props),16,2,1,
MAINT-08,Unit size,RAW,LOW,16 lines of code for unit exportCsv(),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx,exportCsv(),16,1,0,
MAINT-01,Unit size,RAW,LOW,"16 lines of code for unit updateUser.ts.updateUser(string,any,Request)",backend/src/routes/keycloak/management/users/updateUser.ts,"updateUser.ts.updateUser(string,any,Request)",16,2,3,
MAINT-08,Unit size,RAW,LOW,"16 lines of code for unit handleClick(FinishedFlightPlanType,void)",src/hooks/hover-click-handlers/useFinishedPlanMapHighlight.ts,"handleClick(FinishedFlightPlanType,void)",16,3,2,
MAINT-01,Unit size,RAW,LOW,"16 lines of code for unit getPlanPath.ts.getPlanPath(Request,Response)",backend/src/routes/finished_plans/getPlanPath.ts,"getPlanPath.ts.getPlanPath(Request,Response)",16,2,2,
MAINT-03,Unit size,RAW,LOW,16 lines of code for unit index.tsx.Step2(any),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/index.tsx,index.tsx.Step2(any),16,1,1,
MAINT-01,Unit size,RAW,LOW,16 lines of code for unit flightPlanFields.ts.normalizeFlightPlanUpdateFields(FlightPlanBodySource),backend/src/helpers/queries/flightPlanFields.ts,flightPlanFields.ts.normalizeFlightPlanUpdateFields(FlightPlanBodySource),16,1,1,
MAINT-08,Unit size,RAW,LOW,"16 lines of code for unit update(T,void,void)",src/utils/useUpdateData.ts,"update(T,void,void)",16,6,3,
MAINT-01,Unit size,RAW,LOW,16 lines of code for unit resolveRegioFilter.ts.getSessionRealmRoles(Request),backend/src/helpers/resolveRegioFilter.ts,resolveRegioFilter.ts.getSessionRealmRoles(Request),16,9,1,
MAINT-03,Unit size,RAW,LOW,16 lines of code for unit PointsList.tsx.PointsList(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/PointsList.tsx,PointsList.tsx.PointsList(any),16,1,1,
MAINT-02,Unit complexity,RAW,HIGH,McCabe complexity of 46 for unit index.tsx.EditPointCoordinates(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx,index.tsx.EditPointCoordinates(any),225,46,1,
MAINT-02,Unit complexity,RAW,HIGH,"McCabe complexity of 26 for unit generatePdfReport.ts.generatePdfReport(PDFPointDataType,ImageData,ImageData,any,any,string)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts,"generatePdfReport.ts.generatePdfReport(PDFPointDataType,ImageData,ImageData,any,any,string)",205,26,6,
MAINT-03,Unit complexity,RAW,HIGH,McCabe complexity of 54 for unit index.tsx.SelectFromSource(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx,index.tsx.SelectFromSource(any),200,54,1,
MAINT-01,Unit complexity,RAW,HIGH,"McCabe complexity of 72 for unit createFinishedPlan.ts.createFinishedPlan(Request,Response)",backend/src/routes/finished_plans/createFinishedPlan.ts,"createFinishedPlan.ts.createFinishedPlan(Request,Response)",174,72,2,
MAINT-01,Unit complexity,RAW,HIGH,"McCabe complexity of 37 for unit createPointFromImport.ts.createPointFromImport(Request,Response)",backend/src/routes/points/createPointFromImport.ts,"createPointFromImport.ts.createPointFromImport(Request,Response)",166,37,2,
MAINT-04,Unit complexity,RAW,HIGH,McCabe complexity of 37 for unit MapComp.tsx.MapComp(any),src/Components/HomePage/Body/MapViewComp/MapComp.tsx,MapComp.tsx.MapComp(any),153,37,1,
MAINT-03,Unit complexity,RAW,HIGH,McCabe complexity of 39 for unit onload(any),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/ImportVluchtPlan.tsx,onload(any),140,39,1,
MAINT-07,Unit complexity,RAW,HIGH,McCabe complexity of 46 for unit useTimesliderImagePageData.ts.useTimesliderImagePageData(),src/Components/TimesliderItemDetailPage/useTimesliderImagePageData.ts,useTimesliderImagePageData.ts.useTimesliderImagePageData(),96,46,0,
MAINT-03,Unit complexity,RAW,HIGH,McCabe complexity of 29 for unit GeometriesList.tsx.GeometriesList(any),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometriesList.tsx,GeometriesList.tsx.GeometriesList(any),94,29,1,
MAINT-07,Unit complexity,RAW,HIGH,McCabe complexity of 45 for unit index.tsx.TimesliderItemDetailPage(),src/Components/TimesliderItemDetailPage/index.tsx,index.tsx.TimesliderItemDetailPage(),73,45,0,
MAINT-01,Unit complexity,RAW,HIGH,McCabe complexity of 39 for unit arcgis.ts.initArcgisToken(ArcgisTokenConfig),backend/src/services/arcgis.ts,arcgis.ts.initArcgisToken(ArcgisTokenConfig),60,39,1,
MAINT-01,Unit complexity,RAW,HIGH,"McCabe complexity of 33 for unit meHandler.ts.meHandler(any,any)",backend/src/routes/auth/authKeycloak/meHandler.ts,"meHandler.ts.meHandler(any,any)",37,33,2,
MAINT-01,Unit complexity,RAW,HIGH,"McCabe complexity of 31 for unit PointCorePayload.normalizePointCoreFields(PointCoreSource,Partial<Record<PointCoreColumn, unknown>>,any)",backend/src/helpers/queries/pointFields.ts,"PointCorePayload.normalizePointCoreFields(PointCoreSource,Partial<Record<PointCoreColumn, unknown>>,any)",21,31,3,
MAINT-01,Unit complexity,RAW,MEDIUM,McCabe complexity of 13 for unit verify-regio-apis.ts.testDatabaseQueries(),backend/scripts/verify-regio-apis.ts,verify-regio-apis.ts.testDatabaseQueries(),187,13,0,
MAINT-02,Unit complexity,RAW,MEDIUM,McCabe complexity of 12 for unit handleSubmit(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/index.tsx,handleSubmit(),132,12,0,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 14 for unit Step2Sub1.tsx.Step2Sub1(any),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub1.tsx,Step2Sub1.tsx.Step2Sub1(any),119,14,1,
MAINT-02,Unit complexity,RAW,MEDIUM,McCabe complexity of 16 for unit processGeometry.ts.processGeometry(ProcessGeometryParams),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts,processGeometry.ts.processGeometry(ProcessGeometryParams),110,16,1,
MAINT-01,Unit complexity,RAW,MEDIUM,"McCabe complexity of 12 for unit updateGeometry.ts.updateGeometry(Request,Response)",backend/src/routes/geometries/updateGeometry.ts,"updateGeometry.ts.updateGeometry(Request,Response)",108,12,2,
MAINT-02,Unit complexity,RAW,MEDIUM,McCabe complexity of 12 for unit processPoint.ts.processPoint(ProcessPointParams),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts,processPoint.ts.processPoint(ProcessPointParams),105,12,1,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 14 for unit StepContent.tsx.StepContent(StepContentProps),src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/StepContent.tsx,StepContent.tsx.StepContent(StepContentProps),104,14,1,
MAINT-07,Unit complexity,RAW,MEDIUM,McCabe complexity of 11 for unit HeadButtonsTimeslider.tsx.HeadButtonsTimeslider(),src/Components/HomePage/Head/HeadButtonsTimeslider.tsx,HeadButtonsTimeslider.tsx.HeadButtonsTimeslider(),97,11,0,
MAINT-07,Unit complexity,RAW,MEDIUM,"McCabe complexity of 14 for unit flightPlansYellowHighlights.ts.drawSelectedPlansYellowHighlights(__esri.GraphicsLayer,FinishedFlightPlanType[],number",src/helpers/timeslider/flightPlansYellowHighlights.ts,"flightPlansYellowHighlights.ts.drawSelectedPlansYellowHighlights(__esri.GraphicsLayer,FinishedFlightPlanType[],number[])",90,14,3,
MAINT-01,Unit complexity,RAW,MEDIUM,"McCabe complexity of 14 for unit deleteFlightPlan.ts.deleteFlightPlan(Request,Response)",backend/src/routes/flightPlans/deleteFlightPlan.ts,"deleteFlightPlan.ts.deleteFlightPlan(Request,Response)",90,14,2,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 13 for unit index.tsx.AddPointToPlan(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/index.tsx,index.tsx.AddPointToPlan(),88,13,0,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 14 for unit usePopupController.ts.usePopupController(void),src/hooks/popUpModal/usePopupController.ts,usePopupController.ts.usePopupController(void),84,14,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 17 for unit useRenderGeometries.ts.useRenderGeometries(),src/hooks/features/useRenderGeometries.ts,useRenderGeometries.ts.useRenderGeometries(),83,17,0,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 13 for unit handleSubmit(),src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx,handleSubmit(),81,13,0,
MAINT-01,Unit complexity,RAW,MEDIUM,"McCabe complexity of 21 for unit getPoints.ts.getPoints(Request,Response)",backend/src/routes/points/getPoints.ts,"getPoints.ts.getPoints(Request,Response)",81,21,2,
MAINT-01,Unit complexity,RAW,MEDIUM,"McCabe complexity of 13 for unit createUser.ts.createUser(any,Request)",backend/src/routes/keycloak/management/users/createUser.ts,"createUser.ts.createUser(any,Request)",80,13,2,
MAINT-02,Unit complexity,RAW,MEDIUM,"McCabe complexity of 15 for unit useRenderGeometries.ts.useRenderGeometries(FinishedFlightPlanType|null,number[])",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts,"useRenderGeometries.ts.useRenderGeometries(FinishedFlightPlanType|null,number[])",75,15,2,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 23 for unit updateLabels(),src/hooks/hover-click-handlers/useFeatureLayerLabels.ts,updateLabels(),75,23,0,
MAINT-01,Unit complexity,RAW,MEDIUM,"McCabe complexity of 22 for unit postProxyHandler.ts.arcgisPostProxyHandler(Request,Response)",backend/src/routes/arcgis/postProxyHandler.ts,"postProxyHandler.ts.arcgisPostProxyHandler(Request,Response)",74,22,2,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 22 for unit useFeatureLayerPopup.ts.useFeatureLayerPopup(),src/hooks/hover-click-handlers/useFeatureLayerPopup.ts,useFeatureLayerPopup.ts.useFeatureLayerPopup(),74,22,0,
MAINT-02,Unit complexity,RAW,MEDIUM,McCabe complexity of 14 for unit handleStep2(),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/index.ts,handleStep2(),74,14,0,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 13 for unit index.tsx.Main(),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/Main/index.tsx,index.tsx.Main(),73,13,0,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 11 for unit useRenderPoints.ts.useRenderPoints(),src/hooks/features/useRenderPoints.ts,useRenderPoints.ts.useRenderPoints(),72,11,0,
MAINT-05,Unit complexity,RAW,MEDIUM,"McCabe complexity of 20 for unit createGeometryGraphic.ts.createGeometryGraphic(BaseGeometryData,CreateGeometryGraphicOptions)",src/helpers/ArcGISHelpers/createGeometryGraphic.ts,"createGeometryGraphic.ts.createGeometryGraphic(BaseGeometryData,CreateGeometryGraphicOptions)",72,20,2,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 25 for unit usePathPointHandlerClick.ts.usePathPointHandlerClick(),src/hooks/hover-click-handlers/usePathPointHandlerClick.ts,usePathPointHandlerClick.ts.usePathPointHandlerClick(),71,25,0,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 13 for unit handleDrawingTool(string),src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step1/Options.tsx,handleDrawingTool(string),69,13,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 25 for unit useDrawPath.ts.useDrawPath(boolean),src/hooks/hover-click-handlers/useDrawPath.ts,useDrawPath.ts.useDrawPath(boolean),66,25,1,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 16 for unit index.tsx.ViewPlan(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/index.tsx,index.tsx.ViewPlan(any),63,16,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 11 for unit useFeatureLayerLabels.ts.useFeatureLayerLabels(),src/hooks/hover-click-handlers/useFeatureLayerLabels.ts,useFeatureLayerLabels.ts.useFeatureLayerLabels(),59,11,0,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 14 for unit handleSubmit(React.FormEvent),src/Components/DashboardPage/EditUser/index.tsx,handleSubmit(React.FormEvent),58,14,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 15 for unit PointItemCheckBox.tsx.PointItemCheckBox(any),src/Components/HomePage/Body/Left/Common/PointItemCheckBox.tsx,PointItemCheckBox.tsx.PointItemCheckBox(any),58,15,1,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 12 for unit index.tsx.Step2(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx,index.tsx.Step2(any),57,12,1,
MAINT-02,Unit complexity,RAW,MEDIUM,"McCabe complexity of 11 for unit attachments.ts.safeFetchPointAttachments(string,FinishedPointType)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/attachments.ts,"attachments.ts.safeFetchPointAttachments(string,FinishedPointType)",57,11,2,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 12 for unit useMapGraphics.ts.useMapGraphics(UseMapGraphicsParams),src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useMapGraphics.ts,useMapGraphics.ts.useMapGraphics(UseMapGraphicsParams),56,12,1,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 16 for unit PointsList.tsx.PointsList(any),src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/PointsList.tsx,PointsList.tsx.PointsList(any),53,16,1,
MAINT-08,Unit complexity,RAW,MEDIUM,"McCabe complexity of 20 for unit filterPoints(boolean,void)",src/hooks/filters/useFilterPoints.ts,"filterPoints(boolean,void)",48,20,2,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 17 for unit useHoverPointsAndGeometries.ts.useHoverPointsAndGeometries(UseHoverPointsAndGeometriesOptions),src/hooks/features/useHoverPointsAndGeometries.ts,useHoverPointsAndGeometries.ts.useHoverPointsAndGeometries(UseHoverPointsAndGeometriesOptions),46,17,1,
MAINT-05,Unit complexity,RAW,MEDIUM,"McCabe complexity of 12 for unit deleteArcgisAttachment.ts.deleteArcgisPointAttachment(string,number|null)",src/helpers/arcgis/deleteArcgisAttachment.ts,"deleteArcgisAttachment.ts.deleteArcgisPointAttachment(string,number|null)",46,12,2,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 11 for unit useDebouncedRedPointFromInputs.ts.useDebouncedRedPointFromInputs(any),src/Components/HomePage/Body/Left/Tools/EditGeometry/EditForm/EditGeometryPointPanel/useDebouncedRedPointFromInputs.ts,useDebouncedRedPointFromInputs.ts.useDebouncedRedPointFromInputs(any),45,11,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 22 for unit LegendSection.tsx.LegendSection(LegendSectionProps),src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Common/LegendSection.tsx,LegendSection.tsx.LegendSection(LegendSectionProps),44,22,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 18 for unit index.tsx.FeatureLayerPopup(),src/Components/HomePage/Body/Common/FeatureLayerPopup/index.tsx,index.tsx.FeatureLayerPopup(),44,18,0,
MAINT-05,Unit complexity,RAW,MEDIUM,"McCabe complexity of 12 for unit createPointGraphic.ts.createPointGraphic(PointData,CreatePointGraphicOptions)",src/helpers/ArcGISHelpers/createPointGraphic.ts,"createPointGraphic.ts.createPointGraphic(PointData,CreatePointGraphicOptions)",44,12,2,
MAINT-01,Unit complexity,RAW,MEDIUM,"McCabe complexity of 11 for unit db.ts.applyAgentReport(string,AgentReportBody,DeviceCommand|null)",backend/src/routes/devices-updates/db.ts,"db.ts.applyAgentReport(string,AgentReportBody,DeviceCommand|null)",42,11,3,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 17 for unit exportExcel(FlightPlanType),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/SinglePlan.tsx,exportExcel(FlightPlanType),40,17,1,
MAINT-08,Unit complexity,RAW,MEDIUM,"McCabe complexity of 13 for unit setupClickListener.ts.setupClickListener(__esri.MapView,void,void,__esri.GraphicsLayer,boolean,__esri.GraphicsLayer|n",src/hooks/popUpModal/setupClickListener.ts,"setupClickListener.ts.setupClickListener(__esri.MapView,void,void,__esri.GraphicsLayer,boolean,__esri.GraphicsLayer|null,boolean)",40,13,7,
MAINT-01,Unit complexity,RAW,MEDIUM,"McCabe complexity of 11 for unit reportAgentStatus.ts.RequestHandler(any,any)",backend/src/routes/devices-updates/agent/reportAgentStatus.ts,"reportAgentStatus.ts.RequestHandler(any,any)",40,11,2,
MAINT-08,Unit complexity,RAW,MEDIUM,"McCabe complexity of 11 for unit handleEditSave(GeometryEditDraft,GeometryPointRow[])",src/Components/HomePage/Body/Left/Tools/EditGeometry/index.tsx,"handleEditSave(GeometryEditDraft,GeometryPointRow[])",39,11,2,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 11 for unit useNearestPointClick.ts.useNearestPointClick(UseNearestPointClickOptions),src/hooks/hover-click-handlers/useNearestPointClick.ts,useNearestPointClick.ts.useNearestPointClick(UseNearestPointClickOptions),36,11,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 11 for unit useGetFlightTimesDistance.ts.useGetFlightTimesDistance(any),src/hooks/useGetFlightTimesDistance.ts,useGetFlightTimesDistance.ts.useGetFlightTimesDistance(any),36,11,1,
MAINT-08,Unit complexity,RAW,MEDIUM,"McCabe complexity of 13 for unit filterGeometries(boolean,void)",src/hooks/filters/useFilterGeometries.ts,"filterGeometries(boolean,void)",34,13,2,
MAINT-02,Unit complexity,RAW,MEDIUM,McCabe complexity of 11 for unit uploadZip(),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step3/hooks/useUploadZip.ts,uploadZip(),34,11,0,
MAINT-03,Unit complexity,RAW,MEDIUM,McCabe complexity of 11 for unit patchCoords(any),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/Step2Sub2.tsx,patchCoords(any),33,11,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 12 for unit index.tsx.formatValue(any),src/Components/HomePage/Body/Common/FeatureLayerPopup/index.tsx,index.tsx.formatValue(any),32,12,1,
MAINT-07,Unit complexity,RAW,MEDIUM,McCabe complexity of 14 for unit useTimesliderImagePageData.ts.parseQuery(URLSearchParams),src/Components/TimesliderItemDetailPage/useTimesliderImagePageData.ts,useTimesliderImagePageData.ts.parseQuery(URLSearchParams),31,14,1,
MAINT-08,Unit complexity,RAW,MEDIUM,McCabe complexity of 12 for unit index.tsx.Details(),src/Components/HomePage/Body/Bottom/PlansView/Details/index.tsx,index.tsx.Details(),31,12,0,
