WorkPackageID,Category,Status,Severity,Description,File,Unit,LOC,Complexity,Parameters,FanIn
MAINT-02,Unit size,RAW,LOW,29 lines of code for unit index.tsx.Step1(any),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/index.tsx,index.tsx.Step1(any),29,3,1,
MAINT-01,Unit size,RAW,LOW,"29 lines of code for unit formatPlanGeometries.ts.fetchGeometryDataMap(Pool,number[])",backend/src/helpers/queries/formatPlanGeometries.ts,"formatPlanGeometries.ts.fetchGeometryDataMap(Pool,number[])",29,2,2,
MAINT-08,Unit size,RAW,LOW,29 lines of code for unit handleDelete(),src/Components/HomePage/Body/Left/Tools/EditGeometry/index.tsx,handleDelete(),29,3,0,
MAINT-01,Unit size,RAW,LOW,"28 lines of code for unit helpers.ts.getUserRoles(string,string,string)",backend/src/routes/keycloak/management/users/helpers.ts,"helpers.ts.getUserRoles(string,string,string)",28,3,3,
MAINT-06,Unit size,RAW,LOW,28 lines of code for unit index.tsx.DevicesUpdatesPage(),src/Components/DevicesUpdatesPage/index.tsx,index.tsx.DevicesUpdatesPage(),28,5,0,
MAINT-03,Unit size,RAW,LOW,28 lines of code for unit index.tsx.Step1(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/index.tsx,index.tsx.Step1(any),28,6,1,
MAINT-08,Unit size,RAW,LOW,28 lines of code for unit index.tsx.SearchedResultsTab(),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/index.tsx,index.tsx.SearchedResultsTab(),28,5,0,
MAINT-08,Unit size,RAW,LOW,28 lines of code for unit index.tsx.StepNo(),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/AddToPlan/StepNo/index.tsx,index.tsx.StepNo(),28,3,0,
MAINT-08,Unit size,RAW,LOW,28 lines of code for unit useReuseFlightPlan.ts,src/hooks/zustand/useReuseFlightPlan.ts,useReuseFlightPlan.ts,28,1,0,
MAINT-03,Unit size,RAW,LOW,28 lines of code for unit NewGeometriesList.tsx.NewGeometriesList(),src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/NewGeometriesList.tsx,NewGeometriesList.tsx.NewGeometriesList(),28,5,0,
MAINT-08,Unit size,RAW,LOW,28 lines of code for unit useTableScrollWidth.ts.useTableScrollWidth(UseTableScrollWidthParams),src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useTableScrollWidth.ts,useTableScrollWidth.ts.useTableScrollWidth(UseTableScrollWidthParams),28,3,1,
MAINT-01,Unit size,RAW,LOW,"28 lines of code for unit db.ts.mapRow(Record<string, unknown>)",backend/src/routes/devices-updates/db.ts,"db.ts.mapRow(Record<string, unknown>)",28,11,1,
MAINT-01,Unit size,RAW,LOW,28 lines of code for unit finishedPlan.ts.validateFinishedPlan(unknown),backend/src/helpers/validators/finishedPlan.ts,finishedPlan.ts.validateFinishedPlan(unknown),28,12,1,
MAINT-03,Unit size,RAW,LOW,28 lines of code for unit index.tsx.Step1(),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/index.tsx,index.tsx.Step1(),28,1,0,
MAINT-01,Unit size,RAW,LOW,"28 lines of code for unit registerAgent.ts.RequestHandler(any,any)",backend/src/routes/devices-updates/agent/registerAgent.ts,"registerAgent.ts.RequestHandler(any,any)",28,8,2,
MAINT-08,Unit size,RAW,LOW,28 lines of code for unit PointsList.tsx.PointsList(),src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx,PointsList.tsx.PointsList(),28,1,0,
MAINT-01,Unit size,RAW,LOW,"27 lines of code for unit updateSingleEmail.ts.editSingleEmail(Request,Response)",backend/src/routes/emails/updateSingleEmail.ts,"updateSingleEmail.ts.editSingleEmail(Request,Response)",27,4,2,
MAINT-03,Unit size,RAW,LOW,27 lines of code for unit index.tsx.Step2(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step2/index.tsx,index.tsx.Step2(any),27,2,1,
MAINT-08,Unit size,RAW,LOW,27 lines of code for unit useGeometryClick.ts.useGeometryClick(UseGeometryClickOptions),src/hooks/hover-click-handlers/useGeometryClick.ts,useGeometryClick.ts.useGeometryClick(UseGeometryClickOptions),27,9,1,
MAINT-07,Unit size,RAW,LOW,"27 lines of code for unit selectedPlansPointsList.ts.collectSelectedData(FinishedFlightPlanType[],number[])",src/helpers/timeslider/selectedPlansPointsList.ts,"selectedPlansPointsList.ts.collectSelectedData(FinishedFlightPlanType[],number[])",27,10,2,
MAINT-02,Unit size,RAW,LOW,27 lines of code for unit handleDelete(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/DeletePoint/index.tsx,handleDelete(),27,1,0,
MAINT-08,Unit size,RAW,LOW,"27 lines of code for unit filterPlansByPeriod.ts.filterPlansByPeriod(T[],string,string,string,string)",src/hooks/filters/filterPlansByPeriod.ts,"filterPlansByPeriod.ts.filterPlansByPeriod(T[],string,string,string,string)",27,13,5,
MAINT-03,Unit size,RAW,LOW,27 lines of code for unit handleSubmit(),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/index.tsx,handleSubmit(),27,3,0,
MAINT-01,Unit size,RAW,LOW,"27 lines of code for unit keycloakAdminClient.ts.fetchClientRoleDefinitions(string,string)",backend/src/routes/keycloak/management/users/keycloakAdminClient.ts,"keycloakAdminClient.ts.fetchClientRoleDefinitions(string,string)",27,5,2,
MAINT-01,Unit size,RAW,LOW,27 lines of code for unit getAllUsers.ts.getAllUsers(Request),backend/src/routes/keycloak/management/users/getAllUsers.ts,getAllUsers.ts.getAllUsers(Request),27,3,1,
MAINT-03,Unit size,RAW,LOW,27 lines of code for unit GeometriesList.tsx.GeometryItemCheckBox(any),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometriesList.tsx,GeometriesList.tsx.GeometryItemCheckBox(any),27,7,1,
MAINT-01,Unit size,RAW,LOW,27 lines of code for unit geometryJson.ts,backend/src/helpers/queries/geometryJson.ts,geometryJson.ts,27,1,0,
MAINT-01,Unit size,RAW,LOW,"27 lines of code for unit deleteUser.ts.handleDeleteUser(Request,Response)",backend/src/routes/keycloak/management/users/deleteUser.ts,"deleteUser.ts.handleDeleteUser(Request,Response)",27,6,2,
MAINT-03,Unit size,RAW,LOW,27 lines of code for unit handleUpdate(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step2/index.tsx,handleUpdate(),27,4,0,
MAINT-01,Unit size,RAW,LOW,"27 lines of code for unit createPoint.ts.createPoint(Request,Response)",backend/src/routes/points/createPoint.ts,"createPoint.ts.createPoint(Request,Response)",27,3,2,
MAINT-01,Unit size,RAW,LOW,"27 lines of code for unit deleteSingleEmail.ts.deleteSingleEmail(Request,Response)",backend/src/routes/emails/deleteSingleEmail.ts,"deleteSingleEmail.ts.deleteSingleEmail(Request,Response)",27,4,2,
MAINT-02,Unit size,RAW,LOW,27 lines of code for unit index.tsx.Form(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Form/index.tsx,index.tsx.Form(any),27,6,1,
MAINT-03,Unit size,RAW,LOW,26 lines of code for unit Buttons.tsx.Buttons(any),src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/Buttons.tsx,Buttons.tsx.Buttons(any),26,1,1,
MAINT-02,Unit size,RAW,LOW,26 lines of code for unit mapImage.ts,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/mapImage.ts,mapImage.ts,26,1,0,
MAINT-03,Unit size,RAW,LOW,26 lines of code for unit Form.tsx.Form(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Form.tsx,Form.tsx.Form(any),26,1,1,
MAINT-01,Unit size,RAW,LOW,"26 lines of code for unit getFlightPlanById.ts.getFlightPlanById(Request,Response)",backend/src/routes/flightPlans/getFlightPlanById.ts,"getFlightPlanById.ts.getFlightPlanById(Request,Response)",26,3,2,
MAINT-03,Unit size,RAW,LOW,26 lines of code for unit SinglePlan.tsx.SinglePlan(any),src/Components/HomePage/Body/Left/Voorbereiding/RemoveFlightPlan/SinglePlan.tsx,SinglePlan.tsx.SinglePlan(any),26,5,1,
MAINT-01,Unit size,RAW,LOW,"26 lines of code for unit createTemplateName.ts.createTemplateName(Request,Response)",backend/src/routes/template_plans/createTemplateName.ts,"createTemplateName.ts.createTemplateName(Request,Response)",26,4,2,
MAINT-03,Unit size,RAW,LOW,26 lines of code for unit handleSubmit(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/Submit.tsx,handleSubmit(),26,2,0,
MAINT-08,Unit size,RAW,LOW,26 lines of code for unit PointDetails.tsx.PointDetails(any),src/Components/HomePage/Body/Left/Common/ResultTab/PointDetails.tsx,PointDetails.tsx.PointDetails(any),26,1,1,
MAINT-05,Unit size,RAW,LOW,"26 lines of code for unit bufferGraphics.ts.bufferFlightPlansOnLayer(FlightPlanType[],number,any,GraphicsLayer)",src/helpers/ArcGISHelpers/bufferGraphics.ts,"bufferGraphics.ts.bufferFlightPlansOnLayer(FlightPlanType[],number,any,GraphicsLayer)",26,7,4,
MAINT-02,Unit size,RAW,LOW,26 lines of code for unit index.tsx.Form(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Form/index.tsx,index.tsx.Form(any),26,8,1,
MAINT-01,Unit size,RAW,LOW,"26 lines of code for unit createUser.ts.handleCreateUser(Request,Response)",backend/src/routes/keycloak/management/users/createUser.ts,"createUser.ts.handleCreateUser(Request,Response)",26,5,2,
MAINT-08,Unit size,RAW,LOW,26 lines of code for unit SinglePoint.tsx.SinglePoint(any),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/Main/SinglePoint.tsx,SinglePoint.tsx.SinglePoint(any),26,1,1,
MAINT-03,Unit size,RAW,LOW,26 lines of code for unit index.tsx.TemplateFlight(any),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx,index.tsx.TemplateFlight(any),26,1,1,
MAINT-08,Unit size,RAW,LOW,26 lines of code for unit zoomToPoints(),src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx,zoomToPoints(),26,4,0,
MAINT-08,Unit size,RAW,LOW,26 lines of code for unit handleSubmit(),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Buttons.tsx,handleSubmit(),26,4,0,
MAINT-02,Unit size,RAW,LOW,26 lines of code for unit useUploadZip.ts.useUploadZip(),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step3/hooks/useUploadZip.ts,useUploadZip.ts.useUploadZip(),26,4,0,
MAINT-08,Unit size,RAW,LOW,25 lines of code for unit toggleStarPlan(FlightPlanType),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/List.tsx,toggleStarPlan(FlightPlanType),25,4,1,
MAINT-01,Unit size,RAW,LOW,"25 lines of code for unit middleware.ts.RequestHandler(any,any,any)",backend/src/routes/devices-updates/middleware.ts,"middleware.ts.RequestHandler(any,any,any)",25,6,3,
MAINT-08,Unit size,RAW,LOW,25 lines of code for unit exportShp(),src/Components/HomePage/Body/Left/Common/ResultTab/ListPointsFunctions/index.tsx,exportShp(),25,1,0,
MAINT-08,Unit size,RAW,LOW,"25 lines of code for unit getBboxPolygon(any,any)",src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/GroupFunctions.tsx,"getBboxPolygon(any,any)",25,1,2,
MAINT-08,Unit size,RAW,LOW,25 lines of code for unit ArcGISUserToken.ts.fetchAndRegister(),src/helpers/tokens/ArcGISUserToken.ts,ArcGISUserToken.ts.fetchAndRegister(),25,5,0,
MAINT-03,Unit size,RAW,LOW,"25 lines of code for unit isPointInPolygon(__esri.Point,number[])",src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/index.tsx,"isPointInPolygon(__esri.Point,number[])",25,13,2,
MAINT-01,Unit size,RAW,LOW,"25 lines of code for unit createGeometryGroup(any,any)",backend/src/helpers/queries/formatPlanGeometries.ts,"createGeometryGroup(any,any)",25,12,2,
MAINT-02,Unit size,RAW,LOW,"25 lines of code for unit imageDataToJpegDataUrl(ImageData,number,number,number)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts,"imageDataToJpegDataUrl(ImageData,number,number,number)",25,2,4,
MAINT-02,Unit size,RAW,LOW,25 lines of code for unit SinglePoint.tsx.SinglePoint(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/SinglePoint.tsx,SinglePoint.tsx.SinglePoint(any),25,1,1,
MAINT-01,Unit size,RAW,LOW,"25 lines of code for unit commandGuard.ts.queueDeviceCommandWhenIdle(string,DeviceCommand,Response,string,string)",backend/src/routes/devices-updates/commandGuard.ts,"commandGuard.ts.queueDeviceCommandWhenIdle(string,DeviceCommand,Response,string,string)",25,5,5,
MAINT-08,Unit size,RAW,LOW,25 lines of code for unit handleConfirmDelete(),src/Components/DashboardPage/AllUsersTable/index.tsx,handleConfirmDelete(),25,6,0,
MAINT-08,Unit size,RAW,LOW,25 lines of code for unit handleSubmit(),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/index.tsx,handleSubmit(),25,4,0,
MAINT-01,Unit size,RAW,LOW,"25 lines of code for unit getPreparedFlightPlans.ts.getPreparedFlightPlans(Request,Response)",backend/src/routes/flightPlans/getPreparedFlightPlans.ts,"getPreparedFlightPlans.ts.getPreparedFlightPlans(Request,Response)",25,2,2,
MAINT-03,Unit size,RAW,LOW,24 lines of code for unit Images.tsx.Images(any),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/ViewPlans/Images.tsx,Images.tsx.Images(any),24,14,1,
MAINT-03,Unit size,RAW,LOW,24 lines of code for unit Buttons.tsx.Buttons(any),src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step3/Buttons.tsx,Buttons.tsx.Buttons(any),24,2,1,
MAINT-01,Unit size,RAW,LOW,"24 lines of code for unit getFlighPlansNummer.ts.getFlighPlansNummer(Request,Response)",backend/src/routes/flightPlans/getFlighPlansNummer.ts,"getFlighPlansNummer.ts.getFlighPlansNummer(Request,Response)",24,5,2,
MAINT-08,Unit size,RAW,LOW,24 lines of code for unit FlightPlanPickerList.tsx.FlightPlanPickerList(any),src/Components/HomePage/Body/Common/EditPoint/FlightPlanPickerList.tsx,FlightPlanPickerList.tsx.FlightPlanPickerList(any),24,4,1,
MAINT-05,Unit size,RAW,LOW,24 lines of code for unit calculateCenterAndZoom.ts,src/helpers/ArcGISHelpers/calculateCenterAndZoom.ts,calculateCenterAndZoom.ts,24,14,0,
MAINT-05,Unit size,RAW,LOW,"24 lines of code for unit createNewPointEvent.ts.createNewPointEvent(__esri.ViewClickEvent,__esri.GraphicsLayer,void,void,void,void,void)",src/helpers/ArcGISHelpers/createNewPointEvent.ts,"createNewPointEvent.ts.createNewPointEvent(__esri.ViewClickEvent,__esri.GraphicsLayer,void,void,void,void,void)",24,4,7,
MAINT-08,Unit size,RAW,LOW,24 lines of code for unit exportXlsx(),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx,exportXlsx(),24,1,0,
MAINT-08,Unit size,RAW,LOW,24 lines of code for unit ArcGISAuthProvider.tsx.ArcGISAuthProvider(Props),src/Components/Common/ArcGISAuthProvider.tsx,ArcGISAuthProvider.tsx.ArcGISAuthProvider(Props),24,4,1,
MAINT-08,Unit size,RAW,LOW,24 lines of code for unit PointsListEdit.tsx.PointsListEdit(any),src/Components/HomePage/Body/Left/Common/ResultTab/PointsListEdit.tsx,PointsListEdit.tsx.PointsListEdit(any),24,1,1,
MAINT-01,Unit size,RAW,LOW,"24 lines of code for unit createUser.ts.createUser(Request,Response)",backend/src/routes/users/createUser.ts,"createUser.ts.createUser(Request,Response)",24,6,2,
MAINT-03,Unit size,RAW,LOW,24 lines of code for unit submitStep2(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,submitStep2(),24,1,0,
MAINT-03,Unit size,RAW,LOW,24 lines of code for unit Buttons.tsx.Buttons(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Buttons.tsx,Buttons.tsx.Buttons(any),24,4,1,
MAINT-03,Unit size,RAW,LOW,24 lines of code for unit Buttons.tsx.Buttons(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,Buttons.tsx.Buttons(any),24,1,1,
MAINT-07,Unit size,RAW,LOW,24 lines of code for unit useTimesliderState.ts,src/helpers/ZustandStates/useTimesliderState.ts,useTimesliderState.ts,24,2,0,
MAINT-08,Unit size,RAW,LOW,24 lines of code for unit patchCoords(any),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub2.tsx,patchCoords(any),24,7,1,
ARCH-01,Unit size,RAW,LOW,24 lines of code for unit useLogAction.ts.useLogAction(),src/hooks/useLogAction.ts,useLogAction.ts.useLogAction(),24,5,0,
ARCH-01,Unit size,RAW,LOW,24 lines of code for unit logAction(any),src/hooks/useLogAction.ts,logAction(any),24,16,1,
MAINT-08,Unit size,RAW,LOW,24 lines of code for unit loadUsers(),src/Components/DashboardPage/AllUsersTable/index.tsx,loadUsers(),24,5,0,
MAINT-08,Unit size,RAW,LOW,24 lines of code for unit Step2Sub2.tsx.Step2Sub2(any),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub2.tsx,Step2Sub2.tsx.Step2Sub2(any),24,1,1,
MAINT-05,Unit size,RAW,LOW,"24 lines of code for unit computeFlightPlanCentroid.ts.computeFlightPlanCentroid(FlightPlanCentroidPoint[],any,any)",src/helpers/ArcGISHelpers/computeFlightPlanCentroid.ts,"computeFlightPlanCentroid.ts.computeFlightPlanCentroid(FlightPlanCentroidPoint[],any,any)",24,6,3,
MAINT-03,Unit size,RAW,LOW,24 lines of code for unit index.tsx.EditPoint(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/index.tsx,index.tsx.EditPoint(),24,2,0,
MAINT-01,Unit size,RAW,LOW,"24 lines of code for unit fetchConstLookup.ts.fetchConstLookup(Request,Response,FetchConstLookupOptions)",backend/src/helpers/queries/fetchConstLookup.ts,"fetchConstLookup.ts.fetchConstLookup(Request,Response,FetchConstLookupOptions)",24,5,3,
MAINT-08,Unit size,RAW,LOW,24 lines of code for unit index.tsx.PointsTable(any),src/Components/HomePage/Body/Bottom/PointsView/PointsTable/index.tsx,index.tsx.PointsTable(any),24,2,1,
MAINT-03,Unit size,RAW,LOW,23 lines of code for unit index.tsx.Step2(),src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step2/index.tsx,index.tsx.Step2(),23,1,0,
MAINT-08,Unit size,RAW,LOW,23 lines of code for unit index.tsx.GeometriesTable(any),src/Components/HomePage/Body/Bottom/PointsView/GeometriesTable/index.tsx,index.tsx.GeometriesTable(any),23,2,1,
MAINT-08,Unit size,RAW,LOW,"23 lines of code for unit invalidateAfterMutation.ts.invalidateRelatedQueries(QueryClient,string)",src/lib/invalidateAfterMutation.ts,"invalidateAfterMutation.ts.invalidateRelatedQueries(QueryClient,string)",23,9,2,
MAINT-01,Unit size,RAW,LOW,23 lines of code for unit verify-regio-apis.ts.runGeometriesQuery(string|undefined),backend/scripts/verify-regio-apis.ts,verify-regio-apis.ts.runGeometriesQuery(string|undefined),23,4,1,
MAINT-05,Unit size,RAW,LOW,"23 lines of code for unit bufferGraphics.ts.bufferPointsOnLayer(EnrichedPointType[],number,any,GraphicsLayer,MapView)",src/helpers/ArcGISHelpers/bufferGraphics.ts,"bufferGraphics.ts.bufferPointsOnLayer(EnrichedPointType[],number,any,GraphicsLayer,MapView)",23,1,5,
MAINT-08,Unit size,RAW,LOW,23 lines of code for unit handleToggle(React.ChangeEvent<HTMLInputElement>),src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Common/LayerItem.tsx,handleToggle(React.ChangeEvent<HTMLInputElement>),23,5,1,
MAINT-03,Unit size,RAW,LOW,23 lines of code for unit index.tsx.Step3(),src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step3/index.tsx,index.tsx.Step3(),23,1,0,
MAINT-01,Unit size,RAW,LOW,"23 lines of code for unit logoutHandler.ts.RequestHandler(any,any)",backend/src/routes/auth/authKeycloak/logoutHandler.ts,"logoutHandler.ts.RequestHandler(any,any)",23,7,2,
MAINT-02,Unit size,RAW,LOW,"23 lines of code for unit useFilterAndSortPlans.ts.useFilterAndSortPlans(FinishedFlightPlanType[],any,string)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterAndSortPlans.ts,"useFilterAndSortPlans.ts.useFilterAndSortPlans(FinishedFlightPlanType[],any,string)",23,3,3,
MAINT-08,Unit size,RAW,LOW,23 lines of code for unit useCoordinateSystemSync.ts.useCoordinateSystemSync(any),src/hooks/editPoint/useCoordinateSystemSync.ts,useCoordinateSystemSync.ts.useCoordinateSystemSync(any),23,3,1,
MAINT-05,Unit size,RAW,LOW,"23 lines of code for unit createPointGraphic.ts.getPointCoordinates(PointData,boolean)",src/helpers/ArcGISHelpers/createPointGraphic.ts,"createPointGraphic.ts.getPointCoordinates(PointData,boolean)",23,8,2,
MAINT-03,Unit size,RAW,LOW,23 lines of code for unit selectTargetGeometry(number),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx,selectTargetGeometry(number),23,7,1,
MAINT-08,Unit size,RAW,LOW,23 lines of code for unit fetchTimeRange(),src/hooks/useTimeRange.ts,fetchTimeRange(),23,8,0,
MAINT-06,Unit size,RAW,LOW,"23 lines of code for unit queueAction(string,any)",src/Components/DevicesUpdatesPage/index.tsx,"queueAction(string,any)",23,6,2,
MAINT-06,Unit size,RAW,LOW,"23 lines of code for unit startPolling(string,any)",src/Components/DevicesUpdatesPage/index.tsx,"startPolling(string,any)",23,6,2,
MAINT-01,Unit size,RAW,LOW,"23 lines of code for unit editPointStatus.ts.editPointStatus(Request,Response)",backend/src/routes/points/editPointStatus.ts,"editPointStatus.ts.editPointStatus(Request,Response)",23,1,2,
MAINT-03,Unit size,RAW,LOW,"23 lines of code for unit drawYellowPlanGraphics.ts.drawYellowGeometries(Geometry[],__esri.GraphicsLayer|null)",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/drawYellowPlanGraphics.ts,"drawYellowPlanGraphics.ts.drawYellowGeometries(Geometry[],__esri.GraphicsLayer|null)",23,5,2,
MAINT-01,Unit size,RAW,LOW,"23 lines of code for unit createEmail.ts.createEmail(Request,Response)",backend/src/routes/emails/createEmail.ts,"createEmail.ts.createEmail(Request,Response)",23,3,2,
MAINT-03,Unit size,RAW,LOW,23 lines of code for unit SinglePlan.tsx.SinglePlan(any),src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step1/SinglePlan.tsx,SinglePlan.tsx.SinglePlan(any),23,1,1,
MAINT-03,Unit size,RAW,LOW,"22 lines of code for unit useDrawingToolLifecycle.ts.useDrawingToolStep1Lifecycle(MapView|null,string,SketchViewModel|null,void,void)",src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/helpers/useDrawingToolLifecycle.ts,"useDrawingToolLifecycle.ts.useDrawingToolStep1Lifecycle(MapView|null,string,SketchViewModel|null,void,void)",22,2,5,
MAINT-08,Unit size,RAW,LOW,"22 lines of code for unit useResizableSidebar.ts.useResizableSidebar(number,ResizeHandleSide)",src/hooks/layout/useResizableSidebar.ts,"useResizableSidebar.ts.useResizableSidebar(number,ResizeHandleSide)",22,2,2,
MAINT-01,Unit size,RAW,LOW,"22 lines of code for unit formatPlanGeometries.ts.splitPointsByGeometry(RawPoint[],SplitPointsOptions<T>)",backend/src/helpers/queries/formatPlanGeometries.ts,"formatPlanGeometries.ts.splitPointsByGeometry(RawPoint[],SplitPointsOptions<T>)",22,3,2,
MAINT-02,Unit size,RAW,LOW,22 lines of code for unit SinglePoints.tsx.SinglePoint(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/ChangePoint/SinglePoints.tsx,SinglePoints.tsx.SinglePoint(any),22,1,1,
MAINT-06,Unit size,RAW,LOW,22 lines of code for unit resetDevice(string),src/Components/DevicesUpdatesPage/index.tsx,resetDevice(string),22,6,1,
MAINT-03,Unit size,RAW,LOW,22 lines of code for unit templateFlightStates.ts,src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts,templateFlightStates.ts,22,1,0,
MAINT-08,Unit size,RAW,LOW,22 lines of code for unit handleSubmitPoint(React.FormEvent),src/Components/HomePage/Body/Left/Tools/EditGeometry/EditForm/index.tsx,handleSubmitPoint(React.FormEvent),22,5,1,
MAINT-08,Unit size,RAW,LOW,22 lines of code for unit useDrawingStore.ts,src/hooks/zustand/useDrawingStore.ts,useDrawingStore.ts,22,1,0,
MAINT-01,Unit size,RAW,LOW,22 lines of code for unit flightPlanFields.ts.buildFlightPlanInsertParams(FlightPlanBodySource),backend/src/helpers/queries/flightPlanFields.ts,flightPlanFields.ts.buildFlightPlanInsertParams(FlightPlanBodySource),22,5,1,
MAINT-03,Unit size,RAW,LOW,22 lines of code for unit Buttons.tsx.Buttons(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/Buttons.tsx,Buttons.tsx.Buttons(any),22,4,1,
MAINT-01,Unit size,RAW,LOW,"22 lines of code for unit buildHtml.ts.htmlDiv(string,string)",backend/src/helpers/html/buildHtml.ts,"buildHtml.ts.htmlDiv(string,string)",22,1,2,
MAINT-03,Unit size,RAW,LOW,22 lines of code for unit Buttons(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx,Buttons(any),22,3,1,
MAINT-06,Unit size,RAW,LOW,22 lines of code for unit handleDeleteLatest(),src/Components/InstallationsPage/index.tsx,handleDeleteLatest(),22,6,0,
MAINT-02,Unit size,RAW,LOW,22 lines of code for unit SinglePlan.tsx.SinglePlan(any),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step1/Content/SinglePlan.tsx,SinglePlan.tsx.SinglePlan(any),22,1,1,
MAINT-08,Unit size,RAW,LOW,22 lines of code for unit EditFormBody.tsx,src/Components/HomePage/Body/Left/Tools/EditGeometry/EditForm/EditFormBody.tsx,EditFormBody.tsx,22,1,0,
MAINT-01,Unit size,RAW,LOW,22 lines of code for unit proxyShared.ts.extractTargetUrlFromRequest(any),backend/src/routes/arcgis/proxyShared.ts,proxyShared.ts.extractTargetUrlFromRequest(any),22,12,1,
MAINT-01,Unit size,RAW,LOW,22 lines of code for unit flightPlanFields.ts.buildFlightPlanInsertSql(),backend/src/helpers/queries/flightPlanFields.ts,flightPlanFields.ts.buildFlightPlanInsertSql(),22,1,0,
