ID,Path,Component,Lines of code,Duplication percentage,Start line,End line
1a8e545a-2f73-4708-a5ee-39b790363603,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/FormElements.tsx,HomePage,18,38.29787,19,36
1a8e545a-2f73-4708-a5ee-39b790363603,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx,HomePage,18,50,19,36
1a8e545a-2f73-4708-a5ee-39b790363603,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/index.tsx,HomePage,18,69.23077,18,35
0f71b5a8-10cd-4ad8-ba7c-5aa9e5ccfaaa,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/Buttons.tsx,HomePage,9,14.754098,18,26
0f71b5a8-10cd-4ad8-ba7c-5aa9e5ccfaaa,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/Buttons.tsx,HomePage,9,15,23,31
0f71b5a8-10cd-4ad8-ba7c-5aa9e5ccfaaa,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,9,19.148935,24,32
0f71b5a8-10cd-4ad8-ba7c-5aa9e5ccfaaa,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Buttons.tsx,HomePage,9,11.3924055,29,37
0f71b5a8-10cd-4ad8-ba7c-5aa9e5ccfaaa,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/Buttons.tsx,HomePage,9,14.754098,38,46
0f71b5a8-10cd-4ad8-ba7c-5aa9e5ccfaaa,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,9,9.278351,43,51
0f71b5a8-10cd-4ad8-ba7c-5aa9e5ccfaaa,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Buttons.tsx,HomePage,9,11.3924055,59,67
0f71b5a8-10cd-4ad8-ba7c-5aa9e5ccfaaa,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx,HomePage,9,19.148935,34,42
0929a9d1-c1a7-4d00-afbf-44f47c3e144d,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,10,21.276596,42,51
