Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
"3 parameters for unit createPin.ts.createPin(EnrichedPointType|FinishedPointType,__esri.MapView,string)",LOW,RAW,2026-06-04,27,"createPin.ts.createPin(EnrichedPointType|FinishedPointType,__esri.MapView,string)",src/helpers/ArcGISHelpers/createPin.ts#L8:62,TypeScript,44,3,3
"3 parameters for unit navigateToLocation.ts.navigateToLocation(string|null|undefined,MapView|null|undefined,GraphicsLayer|null|undefined)",LOW,RAW,2026-06-06,25,"navigateToLocation.ts.navigateToLocation(string|null|undefined,MapView|null|undefined,GraphicsLayer|null|undefined)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/navigateToLocation.ts#L7:60,TypeScript,42,7,3
"4 parameters for unit selectedPlansPointsList.ts.drawHoverPin(__esri.GraphicsLayer,number,number,number)",LOW,RAW,2026-06-04,27,"selectedPlansPointsList.ts.drawHoverPin(__esri.GraphicsLayer,number,number,number)",src/helpers/timeslider/selectedPlansPointsList.ts#L115:161,TypeScript,39,1,4
"4 parameters for unit syncAttachmentsInPlan.ts.syncGeometryAttachmentsInPlan(FinishedFlightPlanType,FinishedGeometryType,number,AttachmentType[])",LOW,RAW,2026-06-06,25,"syncAttachmentsInPlan.ts.syncGeometryAttachmentsInPlan(FinishedFlightPlanType,FinishedGeometryType,number,AttachmentType[])",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/syncAttachmentsInPlan.ts#L31:72,TypeScript,29,5,4
"4 parameters for unit useDrawingToolLifecycle.ts.useDrawingToolStep2Lifecycle(MapView|null,string,number,void)",LOW,RAW,2026-06-10,21,"useDrawingToolLifecycle.ts.useDrawingToolStep2Lifecycle(MapView|null,string,number,void)",src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/helpers/useDrawingToolLifecycle.ts#L66:105,TypeScript,29,6,4
"4 parameters for unit bufferGraphics.ts.bufferFlightPlansOnLayer(FlightPlanType[],number,any,GraphicsLayer)",LOW,RAW,2026-06-29,2,"bufferGraphics.ts.bufferFlightPlansOnLayer(FlightPlanType[],number,any,GraphicsLayer)",src/helpers/ArcGISHelpers/bufferGraphics.ts#L55:82,TypeScript,26,7,4
"3 parameters for unit middleware.ts.RequestHandler(any,any,any)",LOW,RAW,2026-06-04,27,"middleware.ts.RequestHandler(any,any,any)",backend/src/routes/devices-updates/middleware.ts#L29:56,TypeScript,25,6,3
"4 parameters for unit imageDataToJpegDataUrl(ImageData,number,number,number)",LOW,RAW,2026-06-04,27,"imageDataToJpegDataUrl(ImageData,number,number,number)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts#L182:212,TypeScript,25,2,4
"3 parameters for unit computeFlightPlanCentroid.ts.computeFlightPlanCentroid(FlightPlanCentroidPoint[],any,any)",LOW,RAW,2026-06-06,25,"computeFlightPlanCentroid.ts.computeFlightPlanCentroid(FlightPlanCentroidPoint[],any,any)",src/helpers/ArcGISHelpers/computeFlightPlanCentroid.ts#L12:41,TypeScript,24,6,3
"3 parameters for unit useFilterAndSortPlans.ts.useFilterAndSortPlans(FinishedFlightPlanType[],any,string)",LOW,RAW,2026-06-04,27,"useFilterAndSortPlans.ts.useFilterAndSortPlans(FinishedFlightPlanType[],any,string)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterAndSortPlans.ts#L10:38,TypeScript,23,3,3
"3 parameters for unit utils.ts.fetchWithRetry(string,RequestInit,any)",LOW,RAW,2026-06-04,27,"utils.ts.fetchWithRetry(string,RequestInit,any)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/utils.ts#L3:28,TypeScript,22,7,3
"4 parameters for unit useTableLayout.ts.useTableLayout(number,number,number,number)",LOW,RAW,2026-06-04,27,"useTableLayout.ts.useTableLayout(number,number,number,number)",src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useTableLayout.ts#L1:27,TypeScript,21,6,4
"4 parameters for unit create(T,void,any,any)",LOW,RAW,2026-06-04,27,"create(T,void,any,any)",src/utils/useCreateData.ts#L50:79,TypeScript,21,9,4
"4 parameters for unit buildUpdatedPlanFromForm.ts.buildUpdatedPlanFromForm(FlightPlanType,ViewPlanFormFields,EnrichedPointType[],Geometry[])",LOW,RAW,2026-06-04,27,"buildUpdatedPlanFromForm.ts.buildUpdatedPlanFromForm(FlightPlanType,ViewPlanFormFields,EnrichedPointType[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L30:54,TypeScript,20,1,4
"4 parameters for unit getTransformedCoordinates.ts.getTransformedCoordinates(any,any,number,number)",LOW,RAW,2026-06-04,27,"getTransformedCoordinates.ts.getTransformedCoordinates(any,any,number,number)",src/helpers/ArcGISHelpers/getTransformedCoordinates.ts#L3:30,TypeScript,19,7,4
"3 parameters for unit buildPointUpdatePayload.ts.buildPointUpdatePayload(PointUpdateFormFields,number,string)",LOW,RAW,2026-06-29,2,"buildPointUpdatePayload.ts.buildPointUpdatePayload(PointUpdateFormFields,number,string)",src/helpers/points/buildPointUpdatePayload.ts#L18:39,TypeScript,18,2,3
"4 parameters for unit createPlanBoundingBoxGraphic.ts.createPlanBoundingBoxGraphic(PlanBoundingBoxPoint[],any,any,CreatePlanBoundingBoxGraphicOptions)",LOW,RAW,2026-06-06,25,"createPlanBoundingBoxGraphic.ts.createPlanBoundingBoxGraphic(PlanBoundingBoxPoint[],any,any,CreatePlanBoundingBoxGraphicOptions)",src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L136:158,TypeScript,17,8,4
"3 parameters for unit finishedPlanMapGraphics.ts.addFinishedPlanGeometryCentroidMarkers(__esri.GraphicsLayer,FinishedFlightPlanType,SimpleMarkerSymbol)",LOW,RAW,2026-06-06,25,"finishedPlanMapGraphics.ts.addFinishedPlanGeometryCentroidMarkers(__esri.GraphicsLayer,FinishedFlightPlanType,SimpleMarkerSymbol)",src/helpers/ArcGISHelpers/finishedPlanMapGraphics.ts#L40:61,TypeScript,17,4,3
"3 parameters for unit verify-regio-apis.ts.assertPlanRegios(string,Array<{ id?: number; regio_id?: string }>,string)",LOW,RAW,2026-06-10,21,"verify-regio-apis.ts.assertPlanRegios(string,Array<{ id?: number; regio_id?: string }>,string)",backend/scripts/verify-regio-apis.ts#L111:131,TypeScript,17,4,3
"3 parameters for unit createPlanBoundingBoxGraphic.ts.createPlanBoundingBoxPolygon(PlanBoundingBoxPoint[],any,any)",LOW,RAW,2026-06-06,25,"createPlanBoundingBoxGraphic.ts.createPlanBoundingBoxPolygon(PlanBoundingBoxPoint[],any,any)",src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L111:131,TypeScript,17,2,3
"3 parameters for unit filterFinishedPlansForItem.ts.getItemDisplayTitle(FinishedFlightPlanType[],any,number)",LOW,RAW,2026-06-04,27,"filterFinishedPlansForItem.ts.getItemDisplayTitle(FinishedFlightPlanType[],any,number)",src/helpers/timeslider/filterFinishedPlansForItem.ts#L17:37,TypeScript,17,9,3
"4 parameters for unit reportUpload.ts.uploadErrorHandler(any,any,any,any)",LOW,RAW,2026-06-04,27,"reportUpload.ts.uploadErrorHandler(any,any,any,any)",backend/src/routes/reportUpload.ts#L121:137,TypeScript,17,4,4
"3 parameters for unit PointsFilters.loadPoints(PointsFilters,Partial<PointsState>,any)",LOW,RAW,2026-06-04,27,"PointsFilters.loadPoints(PointsFilters,Partial<PointsState>,any)",src/hooks/features/usePointsStore.ts#L39:66,TypeScript,16,7,3
"3 parameters for unit update(T,void,void)",LOW,RAW,2026-06-04,27,"update(T,void,void)",src/utils/useUpdateData.ts#L40:60,TypeScript,16,6,3
"3 parameters for unit GeometryFilters.loadGeometries(GeometryFilters,Partial<GeometriesState>,any)",LOW,RAW,2026-06-04,27,"GeometryFilters.loadGeometries(GeometryFilters,Partial<GeometriesState>,any)",src/hooks/features/useGeometriesStore.ts#L29:48,TypeScript,15,5,3
"4 parameters for unit syncScrollPositions.ts.syncScrollPositions(any,RefObject<HTMLDivElement>,RefObject<HTMLDivElement>,RefObject<boolean>)",LOW,RAW,2026-06-04,27,"syncScrollPositions.ts.syncScrollPositions(any,RefObject<HTMLDivElement>,RefObject<HTMLDivElement>,RefObject<boolean>)",src/Components/HomePage/Body/Bottom/PointsView/common/functions/syncScrollPositions.ts#L3:24,TypeScript,15,6,4
"3 parameters for unit usePlanPointAttachments.ts.usePlanPointAttachments(number|undefined,number|undefined,boolean)",LOW,RAW,2026-06-04,27,"usePlanPointAttachments.ts.usePlanPointAttachments(number|undefined,number|undefined,boolean)",src/api-hooks/finishedPlans/usePlanPointAttachments.ts#L6:24,TypeScript,15,9,3
"4 parameters for unit filterPlans.ts.filterPlans(FlightPlanType[],string,string,string)",LOW,RAW,2026-06-04,27,"filterPlans.ts.filterPlans(FlightPlanType[],string,string,string)",src/helpers/filterPlans.ts#L3:22,TypeScript,14,5,4
"4 parameters for unit calculateCenterAndZoom.ts.haversineDistance(number,number,number,number)",LOW,RAW,2026-06-04,27,"calculateCenterAndZoom.ts.haversineDistance(number,number,number,number)",src/helpers/ArcGISHelpers/calculateCenterAndZoom.ts#L60:79,TypeScript,14,1,4
"4 parameters for unit oidc.ts.buildClient(string,string,string,string)",LOW,RAW,2026-06-04,27,"oidc.ts.buildClient(string,string,string,string)",backend/src/routes/auth/oidc.ts#L18:39,TypeScript,14,1,4
"3 parameters for unit requirePassword.ts.requirePassword(express.Request,express.Response,express.NextFunction)",LOW,RAW,2026-07-01,0,"requirePassword.ts.requirePassword(express.Request,express.Response,express.NextFunction)",backend/src/helpers/auth/requirePassword.ts#L21:39,TypeScript,14,4,3
"4 parameters for unit useDrawingToolLifecycle.ts.useDrawingToolRootLifecycle(MapView|null,string,void,void)",LOW,RAW,2026-06-10,21,"useDrawingToolLifecycle.ts.useDrawingToolRootLifecycle(MapView|null,string,void,void)",src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/helpers/useDrawingToolLifecycle.ts#L15:34,TypeScript,14,2,4
"3 parameters for unit syncAttachmentsInPlan.ts.syncPointAttachmentsInPlan(FinishedFlightPlanType,FinishedPointType,AttachmentType[])",LOW,RAW,2026-06-06,25,"syncAttachmentsInPlan.ts.syncPointAttachmentsInPlan(FinishedFlightPlanType,FinishedPointType,AttachmentType[])",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/syncAttachmentsInPlan.ts#L8:29,TypeScript,13,2,3
"3 parameters for unit useTemplateFlights.ts.useTemplateFlights(string|number|undefined,number|undefined,any)",LOW,RAW,2026-06-04,27,"useTemplateFlights.ts.useTemplateFlights(string|number|undefined,number|undefined,any)",src/api-hooks/templateFlights/useTemplateFlights.ts#L7:23,TypeScript,13,7,3
"3 parameters for unit planSelection.ts.resolvePointsByIds(number[],EnrichedPointType[],Geometry[])",LOW,RAW,2026-06-04,27,"planSelection.ts.resolvePointsByIds(number[],EnrichedPointType[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/planSelection.ts#L44:62,TypeScript,13,5,3
"3 parameters for unit fileDownloadHelpers.ts.resolveDownloadFilename(Request,Response,void)",LOW,RAW,2026-07-01,0,"fileDownloadHelpers.ts.resolveDownloadFilename(Request,Response,void)",backend/src/helpers/downloads/fileDownloadHelpers.ts#L3:21,TypeScript,12,4,3
"4 parameters for unit planSelection.ts.mergeGeometries(Geometry[],any,number[],Geometry[])",LOW,RAW,2026-06-04,27,"planSelection.ts.mergeGeometries(Geometry[],any,number[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/planSelection.ts#L19:37,TypeScript,12,6,4
"3 parameters for unit verify-regio-apis.ts.runQuery(string,string,unknown[])",LOW,RAW,2026-06-10,21,"verify-regio-apis.ts.runQuery(string,string,unknown[])",backend/scripts/verify-regio-apis.ts#L205:220,TypeScript,12,2,3
"3 parameters for unit findSpecificPoint.ts.findSpecificPoint(__esri.MapView|null,number,number)",LOW,RAW,2026-06-04,27,"findSpecificPoint.ts.findSpecificPoint(__esri.MapView|null,number,number)",src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/findSpecificPoint.ts#L1:17,TypeScript,12,4,3
"4 parameters for unit haversine.ts.haversine(number,number,number,number)",LOW,RAW,2026-06-04,27,"haversine.ts.haversine(number,number,number,number)",src/helpers/haversine.ts#L1:6,TypeScript,12,1,4
"4 parameters for unit planSelection.ts.buildUniquePointIds(FlightPlanType,number[],number[],Geometry[])",LOW,RAW,2026-06-04,27,"planSelection.ts.buildUniquePointIds(FlightPlanType,number[],number[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/planSelection.ts#L79:96,TypeScript,12,1,4
"4 parameters for unit deleteData(string|number,T,void,void)",LOW,RAW,2026-06-04,27,"deleteData(string|number,T,void,void)",src/utils/useDeleteData.ts#L47:63,TypeScript,11,4,4
"3 parameters for unit verify-regio-apis.ts.mockReq(string[],Record<string, string>,any)",LOW,RAW,2026-06-10,21,"verify-regio-apis.ts.mockReq(string[],Record<string, string>,any)",backend/scripts/verify-regio-apis.ts#L40:49,TypeScript,10,1,3
"3 parameters for unit createPlanBoundingBoxGraphic.ts.getValidPlanPoints(PlanBoundingBoxPoint[],any,any)",LOW,RAW,2026-06-06,25,"createPlanBoundingBoxGraphic.ts.getValidPlanPoints(PlanBoundingBoxPoint[],any,any)",src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L76:88,TypeScript,10,5,3
"4 parameters for unit getDistanceMeters.ts.getDistanceMeters(number,number,number,number)",LOW,RAW,2026-06-04,27,"getDistanceMeters.ts.getDistanceMeters(number,number,number,number)",src/helpers/getDistanceMeters.ts#L1:7,TypeScript,10,1,4
"4 parameters for unit getDistanceInMeters(number,number,number,number)",LOW,RAW,2026-06-04,27,"getDistanceInMeters(number,number,number,number)",src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L39:45,TypeScript,10,1,4
"3 parameters for unit createPlanBoundingBoxGraphic.ts.getPlanBoundingBoxExtents(PlanBoundingBoxPoint[],any,any)",LOW,RAW,2026-06-06,25,"createPlanBoundingBoxGraphic.ts.getPlanBoundingBoxExtents(PlanBoundingBoxPoint[],any,any)",src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L93:105,TypeScript,10,2,3
"4 parameters for unit getDistanceInMeters.ts.getDistanceInMeters(number,number,number,number)",LOW,RAW,2026-06-04,27,"getDistanceInMeters.ts.getDistanceInMeters(number,number,number,number)",src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/getDistanceInMeters.ts#L1:7,TypeScript,10,1,4
"3 parameters for unit requireSessionAuth.ts.requireSessionAuth(any,any,any)",LOW,RAW,2026-07-01,0,"requireSessionAuth.ts.requireSessionAuth(any,any,any)",backend/src/helpers/auth/requireSessionAuth.ts#L3:12,TypeScript,9,2,3
"4 parameters for unit filterValidAttachments.ts.filterValidAttachments(any,any,any,any)",LOW,RAW,2026-06-06,25,"filterValidAttachments.ts.filterValidAttachments(any,any,any,any)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/filterValidAttachments.ts#L3:13,TypeScript,9,6,4
"3 parameters for unit usePlanStarGraphic.ts.addPlanStarGraphic(FlightPlanType,__esri.GraphicsLayer,PlanStarGraphicVariant)",LOW,RAW,2026-06-06,25,"usePlanStarGraphic.ts.addPlanStarGraphic(FlightPlanType,__esri.GraphicsLayer,PlanStarGraphicVariant)",src/hooks/hover-click-handlers/usePlanStarGraphic.ts#L19:32,TypeScript,9,2,3
"3 parameters for unit resetSketchSession.ts.destroySketchViewModel(SketchViewModel|null,void,MapView|null)",LOW,RAW,2026-06-10,21,"resetSketchSession.ts.destroySketchViewModel(SketchViewModel|null,void,MapView|null)",src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/helpers/resetSketchSession.ts#L59:72,TypeScript,8,3,3
"3 parameters for unit useClickOutside.ts.useClickOutside(RefObject<HTMLDivElement>,void,void)",LOW,RAW,2026-06-04,27,"useClickOutside.ts.useClickOutside(RefObject<HTMLDivElement>,void,void)",src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useClickOutside.ts#L3:8,TypeScript,8,1,3
"3 parameters for unit installers.ts.fileFilter(any,any,any)",LOW,RAW,2026-06-04,27,"installers.ts.fileFilter(any,any,any)",backend/src/routes/installers.ts#L83:90,TypeScript,8,3,3
"3 parameters for unit filterFinishedPlansForItem.ts.filterFinishedPlansContainingItem(FinishedFlightPlanType[],any,number)",LOW,RAW,2026-06-04,27,"filterFinishedPlansForItem.ts.filterFinishedPlansContainingItem(FinishedFlightPlanType[],any,number)",src/helpers/timeslider/filterFinishedPlansForItem.ts#L3:14,TypeScript,8,4,3
"3 parameters for unit useFlightPlansList.ts.useFlightPlansList(string|number|undefined,number|undefined,any)",LOW,RAW,2026-06-04,27,"useFlightPlansList.ts.useFlightPlansList(string|number|undefined,number|undefined,any)",src/api-hooks/flightPlans/useFlightPlansList.ts#L9:20,TypeScript,8,4,3
"4 parameters for unit createNewPoint.ts.createNewPoint(__esri.GraphicsLayer,void,number,number)",LOW,RAW,2026-06-04,27,"createNewPoint.ts.createNewPoint(__esri.GraphicsLayer,void,number,number)",src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/createNewPoint.ts#L3:17,TypeScript,8,1,4
"3 parameters for unit utils.ts.runWithConcurrency(any,any,number)",LOW,RAW,2026-06-04,27,"utils.ts.runWithConcurrency(any,any,number)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/utils.ts#L30:36,TypeScript,7,1,3
"3 parameters for unit normalizePointCoreFields.ts.normalizePointCoreFields(PointCoreSource,Partial<Record<PointCoreColumn, unknown>>,any)",LOW,RAW,2026-06-30,1,"normalizePointCoreFields.ts.normalizePointCoreFields(PointCoreSource,Partial<Record<PointCoreColumn, unknown>>,any)",backend/src/helpers/queries/points/normalizePointCoreFields.ts#L32:43,TypeScript,7,2,3
"3 parameters for unit normalizePointCoreFields.ts.resolvePointCoreColumn(PointCoreColumn,PointCoreSource,Partial<Record<PointCoreColumn, unknown>>)",LOW,RAW,2026-06-30,1,"normalizePointCoreFields.ts.resolvePointCoreColumn(PointCoreColumn,PointCoreSource,Partial<Record<PointCoreColumn, unknown>>)",backend/src/helpers/queries/points/normalizePointCoreFields.ts#L20:30,TypeScript,7,2,3
"3 parameters for unit installers.ts.requireAdminUpload(any,any,any)",LOW,RAW,2026-06-04,27,"installers.ts.requireAdminUpload(any,any,any)",backend/src/routes/installers.ts#L43:49,TypeScript,7,2,3
"3 parameters for unit middleware.ts.requireAdmin(any,any,any)",LOW,RAW,2026-06-04,27,"middleware.ts.requireAdmin(any,any,any)",backend/src/routes/devices-updates/middleware.ts#L21:27,TypeScript,7,2,3
"3 parameters for unit reportUpload.ts.filename(any,any,any)",LOW,RAW,2026-06-04,27,"reportUpload.ts.filename(any,any,any)",backend/src/routes/reportUpload.ts#L16:21,TypeScript,6,4,3
"3 parameters for unit withLog(string,void,unknown)",LOW,RAW,2026-06-10,21,"withLog(string,void,unknown)",src/hooks/wizard/useWizardButtons.ts#L20:26,TypeScript,6,1,3
"3 parameters for unit scrollHorizontally.ts.scrollHorizontally(any,RefObject<HTMLDivElement>,RefObject<HTMLDivElement>)",LOW,RAW,2026-06-04,27,"scrollHorizontally.ts.scrollHorizontally(any,RefObject<HTMLDivElement>,RefObject<HTMLDivElement>)",src/Components/HomePage/Body/Bottom/PointsView/common/functions/scrollHorizontally.ts#L3:12,TypeScript,6,4,3
"3 parameters for unit ImportPointsWriter.constructor(PoolClient,NormalizedImportRow[],unknown[])",LOW,RAW,2026-07-01,0,"ImportPointsWriter.constructor(PoolClient,NormalizedImportRow[],unknown[])",backend/src/helpers/points/createPointFromImportDb.ts#L78:86,TypeScript,5,1,3
"4 parameters for unit useWizardCleanup.ts.runWizardCleanup(Array,any,any,any)",LOW,RAW,2026-06-10,21,"useWizardCleanup.ts.runWizardCleanup(Array,any,any,any)",src/hooks/wizard/useWizardCleanup.ts#L1:7,TypeScript,5,2,4
