Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
88 lines of code for unit index.tsx.AddPointToPlan(),HIGH,RAW,2026-06-04,26,index.tsx.AddPointToPlan(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/index.tsx#L23:165,TypeScript,88,13,0
87 lines of code for unit handleUpdate(),HIGH,RAW,2026-06-04,26,handleUpdate(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Form/index.tsx#L47:148,TypeScript,87,10,0
86 lines of code for unit createMapView.ts.createMapView(RefObject<HTMLDivElement>),HIGH,RAW,2026-06-04,26,createMapView.ts.createMapView(RefObject<HTMLDivElement>),src/helpers/ArcGISHelpers/createMapView.ts#L10:106,TypeScript,86,3,1
84 lines of code for unit removePoint(string),HIGH,RAW,2026-06-04,26,removePoint(string),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/RemovePoint.tsx#L21:117,TypeScript,84,3,1
84 lines of code for unit usePopupController.ts.usePopupController(void),HIGH,RAW,2026-06-04,26,usePopupController.ts.usePopupController(void),src/hooks/popUpModal/usePopupController.ts#L13:132,TypeScript,84,14,1
83 lines of code for unit useRenderGeometries.ts.useRenderGeometries(),HIGH,RAW,2026-06-04,26,useRenderGeometries.ts.useRenderGeometries(),src/hooks/features/useRenderGeometries.ts#L15:114,TypeScript,83,17,0
"83 lines of code for unit sendEmail.ts.RequestHandler(any,any)",HIGH,RAW,2026-06-04,26,"sendEmail.ts.RequestHandler(any,any)",backend/src/routes/emails/sendEmail.ts#L17:113,TypeScript,83,19,2
81 lines of code for unit handleSubmit(),HIGH,RAW,2026-06-04,26,handleSubmit(),src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L40:163,TypeScript,81,13,0
"81 lines of code for unit getPoints.ts.getPoints(Request,Response)",HIGH,RAW,2026-06-04,26,"getPoints.ts.getPoints(Request,Response)",backend/src/routes/points/getPoints.ts#L5:109,TypeScript,81,21,2
"80 lines of code for unit createUser.ts.createUser(any,Request)",HIGH,RAW,2026-06-04,26,"createUser.ts.createUser(any,Request)",backend/src/routes/keycloak/management/users/createUser.ts#L8:111,TypeScript,80,13,2
