Description,Severity,Status,First Seen,Issue age,Lines of code,Redundant lines of code,Occurrences,Same file,Same component,Technology,Locations
8 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/reportGenerationPipeline.ts#L16:23,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/reportPdfCommon.ts#L15:22"
8 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-10,34,8,8,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step2/index.tsx#L28:35,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/UpdateBtn.tsx#L15:22"
6 lines occurring 3 times,HIGH,RAW,2026-07-04,10,6,12,3,true,true,TypeScript,"backend/scripts/verifyRegioFlightPlanCases.ts#L164:169,backend/scripts/verifyRegioFlightPlanCases.ts#L218:223,backend/scripts/verifyRegioFlightPlanCases.ts#L244:249"
8 lines occurring 2 times,HIGH,RAW,2026-07-13,1,8,8,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/pdfReportTables.ts#L51:59,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/pdfReportTables.ts#L91:99"
6 lines occurring 3 times in 3 files,HIGH,RAW,2026-07-13,1,6,12,3,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L5:12,src/hooks/zustand/useAddPointStates.ts#L5:12,src/hooks/zustand/voorbereiding/useFlightPlanState.ts#L13:18"
6 lines occurring 3 times in 2 files,HIGH,RAW,2026-07-04,10,6,12,3,false,true,TypeScript,"src/helpers/tokens/ArcGISUserToken.ts#L58:63,src/helpers/refreshToken.ts#L11:16,src/helpers/refreshToken.ts#L25:30"
8 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,8,8,2,false,true,TypeScript,"src/helpers/tokens/ArcGISUserToken.ts#L34:41,src/helpers/refreshToken.ts#L10:17"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-01,13,6,6,2,false,true,TypeScript,"backend/src/routes/timeslider/getGeometryPlanImages.ts#L5:10,backend/src/routes/timeslider/getPointPlanImages.ts#L5:10"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx#L63:68,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L59:64"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step1/Content/Buttons.tsx#L41:49,src/Components/HomePage/Body/Left/Tools/EditGeometry/editGeometryHelpers.ts#L51:59"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,6,6,2,false,true,TypeScript,"src/helpers/ArcGISHelpers/createPin.ts#L25:30,src/helpers/timeslider/selectedPlansPointsList.ts#L135:140"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/PointsList.tsx#L5:12,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/PointsList.tsx#L9:16"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,6,6,2,false,true,TypeScript,"backend/src/routes/template_plans/createTemplateFlightPlan.ts#L11:29,backend/src/routes/template_plans/createTemplateName.ts#L10:25"
6 lines occurring 2 times,HIGH,RAW,2026-07-13,1,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/buildReportProcessingTasks.ts#L33:38,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/buildReportProcessingTasks.ts#L52:57"
6 lines occurring 2 times,HIGH,RAW,2026-07-04,10,6,6,2,true,true,TypeScript,"backend/scripts/verifyRegioPointsGeometries.ts#L14:19,backend/scripts/verifyRegioPointsGeometries.ts#L38:43"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx#L76:82,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L68:74"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-10,34,6,6,2,false,false,TypeScript,"src/helpers/ArcGISHelpers/createGeometryMapGraphics.ts#L54:60,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L120:126"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,false,Angular Templates,"index.html#L6:11,public/index.html#L6:11"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-04,40,7,7,2,false,true,TypeScript,"src/hooks/filters/usePlansFilterStore.ts#L9:18,src/hooks/filters/usePointsFilterStore.ts#L12:21"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/BottomTabs/KaartlagenlijstTab.tsx#L6:14,src/Components/HomePage/Body/Left/Common/BottomTabs/SearchedTab.tsx#L6:15"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L46:53,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L35:42"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-01,13,6,6,2,false,true,TypeScript,"backend/src/routes/emails/deleteSingleEmail.ts#L23:30,backend/src/routes/emails/updateSingleEmail.ts#L23:30"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L5:11,src/hooks/flightPlan/pickFlightPlanCreateFields.ts#L5:11"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L46:54,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L33:41"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,7,7,2,false,false,TypeScript,"src/helpers/points/buildPointUpdatePayload.ts#L4:10,backend/src/helpers/validators/finishedPlan.ts#L38:44"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L19:25,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/useSelectFromSourceData.ts#L57:63"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/PointDetails.tsx#L7:14,src/Components/HomePage/Body/Left/Common/ResultTab/PointDetails.tsx#L8:15"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-04,40,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/index.tsx#L28:37,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterPlanPoints.ts#L13:22"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-10,34,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/Step2Sub2.tsx#L8:15,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub2.tsx#L9:16"
6 lines occurring 2 times,HIGH,RAW,2026-07-01,13,6,6,2,true,true,TypeScript,"backend/src/helpers/queries/finished-plans/buildFinishedPlanQuery.ts#L66:71,backend/src/helpers/queries/finished-plans/buildFinishedPlanQuery.ts#L105:110"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-01,13,6,6,2,false,true,TypeScript,"backend/src/routes/consts/getLuchtvaartuig.ts#L5:10,backend/src/routes/consts/getOrganisaties.ts#L5:10"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L34:40,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts#L16:22"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/Buttons.tsx#L11:17,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/Buttons.tsx#L15:21"
6 lines occurring 2 times,HIGH,RAW,2026-07-13,1,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/MapViewComp/useMapHoverHighlight.ts#L9:14,src/Components/HomePage/Body/MapViewComp/useMapHoverHighlight.ts#L44:49"
7 lines occurring 2 times,HIGH,RAW,2026-07-13,1,7,7,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L34:40,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L75:81"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"backend/src/routes/auth/authKeycloak/mapDirectLoginError.ts#L17:22,backend/src/routes/auth2/mapLoginError.ts#L128:133"
6 lines occurring 2 times,HIGH,RAW,2026-07-13,1,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Buttons.tsx#L34:39,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Buttons.tsx#L45:50"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/hooks/popUpModal/setupClickListener.ts#L17:22,src/hooks/popUpModal/usePopupMapClickEffect.ts#L26:31"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-05,39,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/drawYellowPlanGraphics.ts#L61:69,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L77:85"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-04,40,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/ChangeFlightPlanStatus/FlightPlan.tsx#L24:32,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step1/SinglePlan.tsx#L26:34"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/PointsView/common/hooks/syncTableTabGraphics.ts#L109:114,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useMapGraphics.ts#L9:14"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/CurrentGeometriesList.tsx#L45:67,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/NewGeometriesList.tsx#L38:56"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section2.tsx#L7:14,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section4.tsx#L9:16"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,false,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L22:27,src/api-hooks/templateFlights/types.ts#L4:9"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Form.tsx#L23:28,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx#L56:61"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,15,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/FiltersSection/FilterInput.tsx#L10:15,src/Components/HomePage/Body/Left/Common/FormComponents/InputComp.tsx#L11:16"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Form/index.tsx#L13:20,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Form/index.tsx#L14:21"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx#L36:43,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L63:70"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L46:52,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L48:54"
6 lines occurring 2 times,HIGH,RAW,2026-06-04,40,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/types.ts#L34:39,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/types.ts#L51:56"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,15,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/EditGeometry/ActionButtons.tsx#L5:11,src/Components/HomePage/Body/Left/Tools/EditGeometry/SingleGeometry.tsx#L8:14"
6 lines occurring 2 times,HIGH,RAW,2026-07-13,1,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L22:27,src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L63:68"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx#L58:63,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx#L21:26"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,7,7,2,false,false,TypeScript,"src/Types/installer.ts#L1:7,backend/src/routes/installersStorage.ts#L4:10"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L15:21,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/Buttons.tsx#L17:23"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-04,40,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step2/index.tsx#L21:26,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step3/index.tsx#L21:26"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,6,6,2,false,true,TypeScript,"src/helpers/ArcGISHelpers/createPin.ts#L21:28,src/helpers/ArcGISHelpers/createYellowBorder.ts#L10:17"
7 lines occurring 2 times,HIGH,RAW,2026-07-04,10,7,7,2,true,true,TypeScript,"backend/src/routes/fileDownload.ts#L65:74,backend/src/routes/fileDownload.ts#L92:101"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Form/Buttons.tsx#L6:13,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Buttons.tsx#L6:13"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-06,38,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/PointsView/FlightPlansTable/index.tsx#L106:117,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/List.tsx#L55:66"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometryItemCheckBox.tsx#L27:33,src/Components/HomePage/Body/Left/Common/PointItemCheckBox.tsx#L104:110"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Buttons.tsx#L29:37,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/index.tsx#L36:44"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,15,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/FiltersSection/FilterInput.tsx#L2:7,src/Components/HomePage/Body/Left/Common/FormComponents/InputComp.tsx#L4:9"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,10,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/drawYellowPlanGraphics.ts#L32:38,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/helpers/selectFromSourceGraphics.ts#L107:113"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,1,7,7,2,false,true,TypeScript,"src/helpers/timeslider/selectedPlansPointsList.ts#L173:182,src/helpers/timeslider/timesliderHighlightGraphics.ts#L69:78"
6 lines occurring 2 times,HIGH,RAW,2026-07-04,10,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L44:49,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L70:75"
