Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
"5 parameters for unit verify-regio-apis.ts.assertPlanRegiosWithDb(Pool,string,Array<{ id?: number; regio_id?: string }>,string,any)",MEDIUM,RAW,2026-06-10,19,"verify-regio-apis.ts.assertPlanRegiosWithDb(Pool,string,Array<{ id?: number; regio_id?: string }>,string,any)",backend/scripts/verify-regio-apis.ts#L133:156,TypeScript,16,3,5
5 parameters for unit verify-regio-apis.js:assertPlanRegiosWithDb,MEDIUM,RAW,2026-06-10,19,verify-regio-apis.js:assertPlanRegiosWithDb,backend/scripts/verify-regio-apis.js#L103:115,React,13,3,5
"6 parameters for unit buildReusePlanPointIds.ts.buildReuseFlightPlanPointIds(number[],number[],number[],number[],Geometry[],Geometry[])",MEDIUM,RAW,2026-06-04,25,"buildReusePlanPointIds.ts.buildReuseFlightPlanPointIds(number[],number[],number[],number[],Geometry[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/helpers/buildReusePlanPointIds.ts#L4:18,TypeScript,12,1,6
"5 parameters for unit columnDragHandlers.ts.handleDrop(string,string|null,string[],void,void)",MEDIUM,RAW,2026-06-04,25,"columnDragHandlers.ts.handleDrop(string,string|null,string[],void,void)",src/Components/HomePage/Body/Bottom/PointsView/common/functions/columnDragHandlers.ts#L11:26,TypeScript,10,3,5
"5 parameters for unit useFotoMapClickHandler.ts.useFotoMapClickHandler(MapView|null|undefined,GraphicsLayer|null|undefined,AttachmentType[],void,void)",MEDIUM,RAW,2026-06-06,23,"useFotoMapClickHandler.ts.useFotoMapClickHandler(MapView|null|undefined,GraphicsLayer|null|undefined,AttachmentType[],void,void)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/useFotoMapClickHandler.ts#L6:15,TypeScript,9,4,5
"5 parameters for unit regioFilter.ts.appendRegioFilter(string,unknown[],unknown,any,RegioFilterOptions)",MEDIUM,RAW,2026-06-10,19,"regioFilter.ts.appendRegioFilter(string,unknown[],unknown,any,RegioFilterOptions)",backend/src/helpers/queries/regioFilter.ts#L55:72,TypeScript,9,3,5
"5 parameters for unit regioFilter.ts.buildRegioWhereClause(unknown,unknown[],string,RegioFilterOptions,any)",MEDIUM,RAW,2026-06-10,19,"regioFilter.ts.buildRegioWhereClause(unknown,unknown[],string,RegioFilterOptions,any)",backend/src/helpers/queries/regioFilter.ts#L74:91,TypeScript,9,3,5
"5 parameters for unit attachmentUploadHelpers.ts.buildAttachmentFromUploadResponse(number,number,string,number,number)",MEDIUM,RAW,2026-06-06,23,"attachmentUploadHelpers.ts.buildAttachmentFromUploadResponse(number,number,string,number,number)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/attachmentUploadHelpers.ts#L20:34,TypeScript,9,1,5
"5 parameters for unit Buttons.tsx.clearTemplateSelectionGraphics(MapView|null,Graphic[],void,Graphic|null,void)",MEDIUM,RAW,2026-06-10,19,"Buttons.tsx.clearTemplateSelectionGraphics(MapView|null,Graphic[],void,Graphic|null,void)",src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step3/Buttons.tsx#L16:30,TypeScript,8,2,5
"5 parameters for unit finishedPlan.ts.finishedPlanFail(Response,number,string,string,unknown)",MEDIUM,RAW,2026-06-10,19,"finishedPlan.ts.finishedPlanFail(Response,number,string,string,unknown)",backend/src/helpers/validators/finishedPlan.ts#L7:15,TypeScript,3,1,5
"4 parameters for unit useImageMarkersOnMap.ts.useImageMarkersOnMap(FinishedPointType|null,AttachmentType[],MapView|null|undefined,GraphicsLayer|null|undefined)",LOW,RAW,2026-06-06,23,"useImageMarkersOnMap.ts.useImageMarkersOnMap(FinishedPointType|null,AttachmentType[],MapView|null|undefined,GraphicsLayer|null|undefined)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/useImageMarkersOnMap.ts#L10:129,TypeScript,98,10,4
"3 parameters for unit flightPlansYellowHighlights.ts.drawSelectedPlansYellowHighlights(__esri.GraphicsLayer,FinishedFlightPlanType[],number[])",LOW,RAW,2026-06-04,25,"flightPlansYellowHighlights.ts.drawSelectedPlansYellowHighlights(__esri.GraphicsLayer,FinishedFlightPlanType[],number[])",src/helpers/timeslider/flightPlansYellowHighlights.ts#L32:136,TypeScript,90,14,3
"3 parameters for unit timesliderPlanImages.ts.fetchTimesliderPlanImages(Request,Response,FetchTimesliderPlanImagesOptions)",LOW,RAW,2026-06-29,0,"timesliderPlanImages.ts.fetchTimesliderPlanImages(Request,Response,FetchTimesliderPlanImagesOptions)",backend/src/helpers/queries/timesliderPlanImages.ts#L87:145,TypeScript,49,5,3
"3 parameters for unit createPin.ts.createPin(EnrichedPointType|FinishedPointType,__esri.MapView,string)",LOW,RAW,2026-06-04,25,"createPin.ts.createPin(EnrichedPointType|FinishedPointType,__esri.MapView,string)",src/helpers/ArcGISHelpers/createPin.ts#L8:62,TypeScript,44,3,3
"3 parameters for unit navigateToLocation.ts.navigateToLocation(string|null|undefined,MapView|null|undefined,GraphicsLayer|null|undefined)",LOW,RAW,2026-06-06,23,"navigateToLocation.ts.navigateToLocation(string|null|undefined,MapView|null|undefined,GraphicsLayer|null|undefined)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/navigateToLocation.ts#L7:60,TypeScript,42,7,3
"3 parameters for unit db.ts.applyAgentReport(string,AgentReportBody,DeviceCommand|null)",LOW,RAW,2026-06-04,25,"db.ts.applyAgentReport(string,AgentReportBody,DeviceCommand|null)",backend/src/routes/devices-updates/db.ts#L292:341,TypeScript,42,11,3
"4 parameters for unit selectedPlansPointsList.ts.drawHoverPin(__esri.GraphicsLayer,number,number,number)",LOW,RAW,2026-06-04,25,"selectedPlansPointsList.ts.drawHoverPin(__esri.GraphicsLayer,number,number,number)",src/helpers/timeslider/selectedPlansPointsList.ts#L115:161,TypeScript,39,1,4
"3 parameters for unit updateUserRoles.ts.updateUserRoles(string,string[],Request)",LOW,RAW,2026-06-04,25,"updateUserRoles.ts.updateUserRoles(string,string[],Request)",backend/src/routes/keycloak/management/users/updateUserRoles.ts#L7:80,TypeScript,34,9,3
"3 parameters for unit fetchFlightPlanList.ts.fetchFlightPlanList(Request,Response,FetchFlightPlanListOptions)",LOW,RAW,2026-06-29,0,"fetchFlightPlanList.ts.fetchFlightPlanList(Request,Response,FetchFlightPlanListOptions)",backend/src/helpers/queries/fetchFlightPlanList.ts#L21:60,TypeScript,31,7,3
"3 parameters for unit keycloakAdminClient.ts.fetchClientRoleNamesForUser(string,string,string)",LOW,RAW,2026-06-29,0,"keycloakAdminClient.ts.fetchClientRoleNamesForUser(string,string,string)",backend/src/routes/keycloak/management/users/keycloakAdminClient.ts#L55:93,TypeScript,30,5,3
"3 parameters for unit flightPlanColumns.ts.buildFlightPlanSelectColumns(FlightPlanColumnPreset,string,string)",LOW,RAW,2026-06-10,19,"flightPlanColumns.ts.buildFlightPlanSelectColumns(FlightPlanColumnPreset,string,string)",backend/src/helpers/queries/flightPlanColumns.ts#L26:63,TypeScript,30,2,3
"4 parameters for unit syncAttachmentsInPlan.ts.syncGeometryAttachmentsInPlan(FinishedFlightPlanType,FinishedGeometryType,number,AttachmentType[])",LOW,RAW,2026-06-06,23,"syncAttachmentsInPlan.ts.syncGeometryAttachmentsInPlan(FinishedFlightPlanType,FinishedGeometryType,number,AttachmentType[])",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/syncAttachmentsInPlan.ts#L31:72,TypeScript,29,5,4
"4 parameters for unit useDrawingToolLifecycle.ts.useDrawingToolStep2Lifecycle(MapView|null,string,number,void)",LOW,RAW,2026-06-10,19,"useDrawingToolLifecycle.ts.useDrawingToolStep2Lifecycle(MapView|null,string,number,void)",src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/helpers/useDrawingToolLifecycle.ts#L66:105,TypeScript,29,6,4
"3 parameters for unit helpers.ts.getUserRoles(string,string,string)",LOW,RAW,2026-06-04,25,"helpers.ts.getUserRoles(string,string,string)",backend/src/routes/keycloak/management/users/helpers.ts#L10:46,TypeScript,28,3,3
"3 parameters for unit middleware.ts.RequestHandler(any,any,any)",LOW,RAW,2026-06-04,25,"middleware.ts.RequestHandler(any,any,any)",backend/src/routes/devices-updates/middleware.ts#L29:56,TypeScript,25,6,3
"4 parameters for unit imageDataToJpegDataUrl(ImageData,number,number,number)",LOW,RAW,2026-06-04,25,"imageDataToJpegDataUrl(ImageData,number,number,number)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/generatePdfReport.ts#L182:212,TypeScript,25,2,4
"3 parameters for unit fetchConstLookup.ts.fetchConstLookup(Request,Response,FetchConstLookupOptions)",LOW,RAW,2026-06-29,0,"fetchConstLookup.ts.fetchConstLookup(Request,Response,FetchConstLookupOptions)",backend/src/helpers/queries/fetchConstLookup.ts#L13:43,TypeScript,24,5,3
"3 parameters for unit computeFlightPlanCentroid.ts.computeFlightPlanCentroid(FlightPlanCentroidPoint[],any,any)",LOW,RAW,2026-06-06,23,"computeFlightPlanCentroid.ts.computeFlightPlanCentroid(FlightPlanCentroidPoint[],any,any)",src/helpers/ArcGISHelpers/computeFlightPlanCentroid.ts#L12:41,TypeScript,24,6,3
"3 parameters for unit useFilterAndSortPlans.ts.useFilterAndSortPlans(FinishedFlightPlanType[],any,string)",LOW,RAW,2026-06-04,25,"useFilterAndSortPlans.ts.useFilterAndSortPlans(FinishedFlightPlanType[],any,string)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterAndSortPlans.ts#L10:38,TypeScript,23,3,3
"4 parameters for unit runReturningUpdate.ts.runStatusUpdate(Response,unknown,Promise,StatusUpdateConfig)",LOW,RAW,2026-06-29,0,"runReturningUpdate.ts.runStatusUpdate(Response,unknown,Promise,StatusUpdateConfig)",backend/src/helpers/runReturningUpdate.ts#L59:88,TypeScript,22,7,4
"3 parameters for unit utils.ts.fetchWithRetry(string,RequestInit,any)",LOW,RAW,2026-06-04,25,"utils.ts.fetchWithRetry(string,RequestInit,any)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/utils.ts#L3:28,TypeScript,22,7,3
"4 parameters for unit runReturningUpdate.ts.runReturningUpdateById(Response,unknown,Promise,ReturningUpdateConfig)",LOW,RAW,2026-06-29,0,"runReturningUpdate.ts.runReturningUpdateById(Response,unknown,Promise,ReturningUpdateConfig)",backend/src/helpers/runReturningUpdate.ts#L21:50,TypeScript,22,6,4
"3 parameters for unit PointCorePayload.normalizePointCoreFields(PointCoreSource,Partial<Record<PointCoreColumn, unknown>>,any)",LOW,RAW,2026-06-29,0,"PointCorePayload.normalizePointCoreFields(PointCoreSource,Partial<Record<PointCoreColumn, unknown>>,any)",backend/src/helpers/queries/pointFields.ts#L22:45,TypeScript,21,31,3
"3 parameters for unit geometryRouteHelpers.ts.insertGeometryPoints(PoolClient,number,PointCoreSource[])",LOW,RAW,2026-06-29,0,"geometryRouteHelpers.ts.insertGeometryPoints(PoolClient,number,PointCoreSource[])",backend/src/helpers/queries/geometryRouteHelpers.ts#L54:80,TypeScript,21,2,3
"4 parameters for unit useTableLayout.ts.useTableLayout(number,number,number,number)",LOW,RAW,2026-06-04,25,"useTableLayout.ts.useTableLayout(number,number,number,number)",src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useTableLayout.ts#L1:27,TypeScript,21,6,4
"4 parameters for unit create(T,void,any,any)",LOW,RAW,2026-06-04,25,"create(T,void,any,any)",src/utils/useCreateData.ts#L50:79,TypeScript,21,9,4
"4 parameters for unit buildUpdatedPlanFromForm.ts.buildUpdatedPlanFromForm(FlightPlanType,ViewPlanFormFields,EnrichedPointType[],Geometry[])",LOW,RAW,2026-06-04,25,"buildUpdatedPlanFromForm.ts.buildUpdatedPlanFromForm(FlightPlanType,ViewPlanFormFields,EnrichedPointType[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/helpers/buildUpdatedPlanFromForm.ts#L30:54,TypeScript,20,1,4
"4 parameters for unit getTransformedCoordinates.ts.getTransformedCoordinates(any,any,number,number)",LOW,RAW,2026-06-04,25,"getTransformedCoordinates.ts.getTransformedCoordinates(any,any,number,number)",src/helpers/ArcGISHelpers/getTransformedCoordinates.ts#L3:30,TypeScript,19,7,4
"3 parameters for unit buildPointUpdatePayload.ts.buildPointUpdatePayload(PointUpdateFormFields,number,string)",LOW,RAW,2026-06-29,0,"buildPointUpdatePayload.ts.buildPointUpdatePayload(PointUpdateFormFields,number,string)",src/helpers/points/buildPointUpdatePayload.ts#L18:39,TypeScript,18,2,3
"4 parameters for unit createPlanBoundingBoxGraphic.ts.createPlanBoundingBoxGraphic(PlanBoundingBoxPoint[],any,any,CreatePlanBoundingBoxGraphicOptions)",LOW,RAW,2026-06-06,23,"createPlanBoundingBoxGraphic.ts.createPlanBoundingBoxGraphic(PlanBoundingBoxPoint[],any,any,CreatePlanBoundingBoxGraphicOptions)",src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L136:158,TypeScript,17,8,4
"3 parameters for unit finishedPlanMapGraphics.ts.addFinishedPlanGeometryCentroidMarkers(__esri.GraphicsLayer,FinishedFlightPlanType,SimpleMarkerSymbol)",LOW,RAW,2026-06-06,23,"finishedPlanMapGraphics.ts.addFinishedPlanGeometryCentroidMarkers(__esri.GraphicsLayer,FinishedFlightPlanType,SimpleMarkerSymbol)",src/helpers/ArcGISHelpers/finishedPlanMapGraphics.ts#L40:61,TypeScript,17,4,3
"3 parameters for unit verify-regio-apis.ts.assertPlanRegios(string,Array<{ id?: number; regio_id?: string }>,string)",LOW,RAW,2026-06-10,19,"verify-regio-apis.ts.assertPlanRegios(string,Array<{ id?: number; regio_id?: string }>,string)",backend/scripts/verify-regio-apis.ts#L111:131,TypeScript,17,4,3
"3 parameters for unit createPlanBoundingBoxGraphic.ts.createPlanBoundingBoxPolygon(PlanBoundingBoxPoint[],any,any)",LOW,RAW,2026-06-06,23,"createPlanBoundingBoxGraphic.ts.createPlanBoundingBoxPolygon(PlanBoundingBoxPoint[],any,any)",src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L111:131,TypeScript,17,2,3
"3 parameters for unit filterFinishedPlansForItem.ts.getItemDisplayTitle(FinishedFlightPlanType[],any,number)",LOW,RAW,2026-06-04,25,"filterFinishedPlansForItem.ts.getItemDisplayTitle(FinishedFlightPlanType[],any,number)",src/helpers/timeslider/filterFinishedPlansForItem.ts#L17:37,TypeScript,17,9,3
"3 parameters for unit PointsFilters.loadPoints(PointsFilters,Partial<PointsState>,any)",LOW,RAW,2026-06-04,25,"PointsFilters.loadPoints(PointsFilters,Partial<PointsState>,any)",src/hooks/features/usePointsStore.ts#L39:66,TypeScript,16,7,3
"3 parameters for unit update(T,void,void)",LOW,RAW,2026-06-04,25,"update(T,void,void)",src/utils/useUpdateData.ts#L40:60,TypeScript,16,6,3
"3 parameters for unit updateUser.ts.updateUser(string,any,Request)",LOW,RAW,2026-06-04,25,"updateUser.ts.updateUser(string,any,Request)",backend/src/routes/keycloak/management/users/updateUser.ts#L6:30,TypeScript,16,2,3
"3 parameters for unit GeometryFilters.loadGeometries(GeometryFilters,Partial<GeometriesState>,any)",LOW,RAW,2026-06-04,25,"GeometryFilters.loadGeometries(GeometryFilters,Partial<GeometriesState>,any)",src/hooks/features/useGeometriesStore.ts#L29:48,TypeScript,15,5,3
"4 parameters for unit syncScrollPositions.ts.syncScrollPositions(any,RefObject<HTMLDivElement>,RefObject<HTMLDivElement>,RefObject<boolean>)",LOW,RAW,2026-06-04,25,"syncScrollPositions.ts.syncScrollPositions(any,RefObject<HTMLDivElement>,RefObject<HTMLDivElement>,RefObject<boolean>)",src/Components/HomePage/Body/Bottom/PointsView/common/functions/syncScrollPositions.ts#L3:24,TypeScript,15,6,4
"3 parameters for unit usePlanPointAttachments.ts.usePlanPointAttachments(number|undefined,number|undefined,boolean)",LOW,RAW,2026-06-04,25,"usePlanPointAttachments.ts.usePlanPointAttachments(number|undefined,number|undefined,boolean)",src/api-hooks/finishedPlans/usePlanPointAttachments.ts#L6:24,TypeScript,15,9,3
"3 parameters for unit requirePassword.ts.requirePassword(express.Request,express.Response,express.NextFunction)",LOW,RAW,2026-06-04,25,"requirePassword.ts.requirePassword(express.Request,express.Response,express.NextFunction)",backend/src/helpers/requirePassword.ts#L21:39,TypeScript,14,4,3
"4 parameters for unit filterPlans.ts.filterPlans(FlightPlanType[],string,string,string)",LOW,RAW,2026-06-04,25,"filterPlans.ts.filterPlans(FlightPlanType[],string,string,string)",src/helpers/filterPlans.ts#L3:22,TypeScript,14,5,4
"4 parameters for unit calculateCenterAndZoom.ts.haversineDistance(number,number,number,number)",LOW,RAW,2026-06-04,25,"calculateCenterAndZoom.ts.haversineDistance(number,number,number,number)",src/helpers/ArcGISHelpers/calculateCenterAndZoom.ts#L60:79,TypeScript,14,1,4
"4 parameters for unit oidc.ts.buildClient(string,string,string,string)",LOW,RAW,2026-06-04,25,"oidc.ts.buildClient(string,string,string,string)",backend/src/routes/auth/oidc.ts#L18:39,TypeScript,14,1,4
3 parameters for unit verify-regio-apis.js:runQuery,LOW,RAW,2026-06-10,19,verify-regio-apis.js:runQuery,backend/scripts/verify-regio-apis.js#L157:170,React,14,2,3
"4 parameters for unit useDrawingToolLifecycle.ts.useDrawingToolRootLifecycle(MapView|null,string,void,void)",LOW,RAW,2026-06-10,19,"useDrawingToolLifecycle.ts.useDrawingToolRootLifecycle(MapView|null,string,void,void)",src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/helpers/useDrawingToolLifecycle.ts#L15:34,TypeScript,14,2,4
"3 parameters for unit syncAttachmentsInPlan.ts.syncPointAttachmentsInPlan(FinishedFlightPlanType,FinishedPointType,AttachmentType[])",LOW,RAW,2026-06-06,23,"syncAttachmentsInPlan.ts.syncPointAttachmentsInPlan(FinishedFlightPlanType,FinishedPointType,AttachmentType[])",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/syncAttachmentsInPlan.ts#L8:29,TypeScript,13,2,3
"3 parameters for unit useTemplateFlights.ts.useTemplateFlights(string|number|undefined,number|undefined,any)",LOW,RAW,2026-06-04,25,"useTemplateFlights.ts.useTemplateFlights(string|number|undefined,number|undefined,any)",src/api-hooks/templateFlights/useTemplateFlights.ts#L7:23,TypeScript,13,7,3
"3 parameters for unit planSelection.ts.resolvePointsByIds(number[],EnrichedPointType[],Geometry[])",LOW,RAW,2026-06-04,25,"planSelection.ts.resolvePointsByIds(number[],EnrichedPointType[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/planSelection.ts#L44:62,TypeScript,13,5,3
3 parameters for unit verify-regio-apis.js:assertPlanRegios,LOW,RAW,2026-06-10,19,verify-regio-apis.js:assertPlanRegios,backend/scripts/verify-regio-apis.js#L91:102,React,12,4,3
"4 parameters for unit planSelection.ts.mergeGeometries(Geometry[],any,number[],Geometry[])",LOW,RAW,2026-06-04,25,"planSelection.ts.mergeGeometries(Geometry[],any,number[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/planSelection.ts#L19:37,TypeScript,12,6,4
"3 parameters for unit verify-regio-apis.ts.runQuery(string,string,unknown[])",LOW,RAW,2026-06-10,19,"verify-regio-apis.ts.runQuery(string,string,unknown[])",backend/scripts/verify-regio-apis.ts#L199:214,TypeScript,12,2,3
"3 parameters for unit fileDownloadHelpers.ts.resolveDownloadFilename(Request,Response,void)",LOW,RAW,2026-06-29,0,"fileDownloadHelpers.ts.resolveDownloadFilename(Request,Response,void)",backend/src/helpers/fileDownloadHelpers.ts#L3:21,TypeScript,12,4,3
"3 parameters for unit findSpecificPoint.ts.findSpecificPoint(__esri.MapView|null,number,number)",LOW,RAW,2026-06-04,25,"findSpecificPoint.ts.findSpecificPoint(__esri.MapView|null,number,number)",src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/findSpecificPoint.ts#L1:17,TypeScript,12,4,3
"4 parameters for unit haversine.ts.haversine(number,number,number,number)",LOW,RAW,2026-06-04,25,"haversine.ts.haversine(number,number,number,number)",src/helpers/haversine.ts#L1:6,TypeScript,12,1,4
"4 parameters for unit planSelection.ts.buildUniquePointIds(FlightPlanType,number[],number[],Geometry[])",LOW,RAW,2026-06-04,25,"planSelection.ts.buildUniquePointIds(FlightPlanType,number[],number[],Geometry[])",src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/planSelection.ts#L79:96,TypeScript,12,1,4
"4 parameters for unit reportUpload.ts.uploadErrorHandler(any,any,any,any)",LOW,RAW,2026-06-04,25,"reportUpload.ts.uploadErrorHandler(any,any,any,any)",backend/src/routes/reportUpload.ts#L111:122,TypeScript,12,4,4
"3 parameters for unit entityDeleteHelpers.ts.sendDeleteError(Response,string,unknown)",LOW,RAW,2026-06-29,0,"entityDeleteHelpers.ts.sendDeleteError(Response,string,unknown)",backend/src/helpers/entityDeleteHelpers.ts#L47:62,TypeScript,11,2,3
"4 parameters for unit deleteData(string|number,T,void,void)",LOW,RAW,2026-06-04,25,"deleteData(string|number,T,void,void)",src/utils/useDeleteData.ts#L47:63,TypeScript,11,4,4
"3 parameters for unit verify-regio-apis.ts.mockReq(string[],Record<string, string>,any)",LOW,RAW,2026-06-10,19,"verify-regio-apis.ts.mockReq(string[],Record<string, string>,any)",backend/scripts/verify-regio-apis.ts#L40:49,TypeScript,10,1,3
"3 parameters for unit createPlanBoundingBoxGraphic.ts.getValidPlanPoints(PlanBoundingBoxPoint[],any,any)",LOW,RAW,2026-06-06,23,"createPlanBoundingBoxGraphic.ts.getValidPlanPoints(PlanBoundingBoxPoint[],any,any)",src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L76:88,TypeScript,10,5,3
"4 parameters for unit getDistanceMeters.ts.getDistanceMeters(number,number,number,number)",LOW,RAW,2026-06-04,25,"getDistanceMeters.ts.getDistanceMeters(number,number,number,number)",src/helpers/getDistanceMeters.ts#L1:7,TypeScript,10,1,4
"4 parameters for unit getDistanceInMeters(number,number,number,number)",LOW,RAW,2026-06-04,25,"getDistanceInMeters(number,number,number,number)",src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L39:45,TypeScript,10,1,4
"3 parameters for unit createPlanBoundingBoxGraphic.ts.getPlanBoundingBoxExtents(PlanBoundingBoxPoint[],any,any)",LOW,RAW,2026-06-06,23,"createPlanBoundingBoxGraphic.ts.getPlanBoundingBoxExtents(PlanBoundingBoxPoint[],any,any)",src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L93:105,TypeScript,10,2,3
"4 parameters for unit getDistanceInMeters.ts.getDistanceInMeters(number,number,number,number)",LOW,RAW,2026-06-04,25,"getDistanceInMeters.ts.getDistanceInMeters(number,number,number,number)",src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/getDistanceInMeters.ts#L1:7,TypeScript,10,1,4
"4 parameters for unit filterValidAttachments.ts.filterValidAttachments(any,any,any,any)",LOW,RAW,2026-06-06,23,"filterValidAttachments.ts.filterValidAttachments(any,any,any,any)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/filterValidAttachments.ts#L3:13,TypeScript,9,6,4
"3 parameters for unit requireSessionAuth.ts.requireSessionAuth(any,any,any)",LOW,RAW,2026-06-04,25,"requireSessionAuth.ts.requireSessionAuth(any,any,any)",backend/src/helpers/requireSessionAuth.ts#L3:12,TypeScript,9,2,3
