ID,Path,Component,Lines of code,Duplication percentage,Start line,End line
75948c00-d600-4433-9e8c-189050b41701,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/FormElements.tsx,HomePage,18,36.734695,19,36
75948c00-d600-4433-9e8c-189050b41701,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx,HomePage,18,47.36842,19,36
75948c00-d600-4433-9e8c-189050b41701,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/index.tsx,HomePage,18,69.23077,18,35
065fc904-ba67-4e0c-8dc0-c10e312930c5,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/PointsBuffer.tsx,HomePage,34,26.356588,66,115
065fc904-ba67-4e0c-8dc0-c10e312930c5,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/PointsBuffer.tsx,HomePage,34,26.356588,145,195
4000d195-644b-402b-8f55-4c65484f9079,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,10,21.276596,42,51
4000d195-644b-402b-8f55-4c65484f9079,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/Buttons.tsx,HomePage,10,16.666666,55,64
4000d195-644b-402b-8f55-4c65484f9079,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,10,10.3092785,87,96
4000d195-644b-402b-8f55-4c65484f9079,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx,HomePage,10,18.867924,89,98
ae085001-40e5-42ad-bc5d-6913d52da5b8,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/Buttons.tsx,HomePage,9,15,17,25
ae085001-40e5-42ad-bc5d-6913d52da5b8,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/Buttons.tsx,HomePage,9,15,23,31
ae085001-40e5-42ad-bc5d-6913d52da5b8,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,9,19.148935,24,32
ae085001-40e5-42ad-bc5d-6913d52da5b8,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Buttons.tsx,HomePage,9,11.3924055,29,37
ae085001-40e5-42ad-bc5d-6913d52da5b8,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,9,9.278351,43,51
ae085001-40e5-42ad-bc5d-6913d52da5b8,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Buttons.tsx,HomePage,9,11.3924055,59,67
ae085001-40e5-42ad-bc5d-6913d52da5b8,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx,HomePage,9,19.148935,34,42
8c1bf116-8510-4d15-b234-ff3d9a313497,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/index.tsx,HomePage,13,18.055555,72,87
8c1bf116-8510-4d15-b234-ff3d9a313497,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx,HomePage,13,5.098039,192,207
8c1bf116-8510-4d15-b234-ff3d9a313497,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/StepContent.tsx,HomePage,13,12.380953,120,135
dc2ddf90-0295-4f7a-83b8-a2b6f76efb58,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterPlans.ts,HomePage,25,86.206894,7,43
dc2ddf90-0295-4f7a-83b8-a2b6f76efb58,src/hooks/filters/useFilterPlans.ts,hooks,25,86.206894,7,43
57ce5baf-c0bf-4500-8097-af3d20b3b9e9,src/Components/HomePage/Body/Left/Common/ResultTab/PointsList.tsx,HomePage,25,40.322582,72,105
57ce5baf-c0bf-4500-8097-af3d20b3b9e9,src/Components/HomePage/Body/Left/Common/ResultTab/PointsListEdit.tsx,HomePage,25,54.347828,50,84
c89e6851-5b95-4bca-841b-df846bcea7db,src/Components/HomePage/Body/Bottom/PointsView/index.tsx,HomePage,12,14.457831,84,95
c89e6851-5b95-4bca-841b-df846bcea7db,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useMapGraphics.ts,HomePage,12,17.142857,27,38
c89e6851-5b95-4bca-841b-df846bcea7db,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useMapGraphics.ts,HomePage,12,17.142857,88,99
3e84bc93-d8f4-4b2f-b52c-2bf4b3c55acd,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/index.tsx,HomePage,12,30.76923,39,50
3e84bc93-d8f4-4b2f-b52c-2bf4b3c55acd,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step1.tsx,HomePage,12,20.689655,51,62
3e84bc93-d8f4-4b2f-b52c-2bf4b3c55acd,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step1.tsx,HomePage,12,20.689655,80,91
b9e51d56-3d02-4c2c-a240-b9b93af24c48,src/hooks/zustand/nabewerking/useFinishedPlansState.ts,hooks,23,25.274725,39,73
b9e51d56-3d02-4c2c-a240-b9b93af24c48,src/hooks/zustand/useReuseFlightPlan.ts,hooks,23,26.744186,35,69
1b6277aa-33c8-41ea-85ed-c3e1abeed11c,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/helpers/usePlanDuplicateState.ts,HomePage,23,31.944445,68,98
1b6277aa-33c8-41ea-85ed-c3e1abeed11c,src/hooks/zustand/voorbereiding/useViewPlanState.ts,hooks,23,25.274725,93,123
a6bc1efc-a500-4421-9723-2a612bab421d,src/Components/HomePage/Body/Left/Nabewerking/ChangeFlightPlanStatus/Filter.tsx,HomePage,11,68.75,6,16
a6bc1efc-a500-4421-9723-2a612bab421d,src/Components/HomePage/Body/Left/Common/PeriodFilter.tsx,HomePage,11,68.75,6,16
a6bc1efc-a500-4421-9723-2a612bab421d,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/PeriodFilter.tsx,HomePage,11,68.75,6,16
16b0d3a4-18bb-4be7-8d7b-2a7a2488e062,src/Components/DashboardPage/AllRoles/index.tsx,DashboardPage,11,24.444445,39,56
16b0d3a4-18bb-4be7-8d7b-2a7a2488e062,src/Components/DashboardPage/AddUser/index.tsx,DashboardPage,11,11.578947,59,76
16b0d3a4-18bb-4be7-8d7b-2a7a2488e062,src/Components/DashboardPage/EditUser/index.tsx,DashboardPage,11,10.185185,69,86
17822bca-a32c-4510-a503-f57b49ac66d5,src/Components/HomePage/Body/Left/Common/ResultTab/PointListBuffer.tsx,HomePage,11,27.5,30,44
17822bca-a32c-4510-a503-f57b49ac66d5,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/PointsBuffer.tsx,HomePage,11,8.527132,37,51
17822bca-a32c-4510-a503-f57b49ac66d5,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/PointsBuffer.tsx,HomePage,11,8.527132,118,132
230974d8-6378-440e-bb39-d51645b0dbf7,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx,HomePage,22,20.754717,144,177
230974d8-6378-440e-bb39-d51645b0dbf7,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/GroupFunctions.tsx,HomePage,22,12.290503,209,242
51ff7386-01a7-4aef-8b8e-089a93048dfe,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Form.tsx,HomePage,11,39.285713,21,31
51ff7386-01a7-4aef-8b8e-089a93048dfe,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/FormElements.tsx,HomePage,11,22.44898,19,29
51ff7386-01a7-4aef-8b8e-089a93048dfe,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx,HomePage,11,28.947369,19,29
5685796b-d394-4de3-a364-a7a449db87e3,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx,HomePage,11,23.404255,41,51
5685796b-d394-4de3-a364-a7a449db87e3,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx,HomePage,11,11.340206,86,96
5685796b-d394-4de3-a364-a7a449db87e3,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx,HomePage,11,20.754717,88,98
