Description,Severity,Status,First Seen,Issue age,Lines of code,Redundant lines of code,Occurrences,Same file,Same component,Technology,Locations
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-14,4,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/AandachtspuntDetailsFields.tsx#L43:48,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Form.tsx#L18:23"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-18,0,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/applyCoordsFromMapClick.ts#L7:18,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/applyEditPointMapClick.ts#L8:19"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,19,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/EditGeometry/ActionButtons.tsx#L5:11,src/Components/HomePage/Body/Left/Tools/EditGeometry/SingleGeometry.tsx#L8:14"
6 lines occurring 2 times,HIGH,RAW,2026-07-13,5,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L22:27,src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L63:68"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,14,7,7,2,false,false,TypeScript,"src/Types/installer.ts#L1:7,backend/src/routes/installersStorage.ts#L4:10"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,14,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L15:21,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/Buttons.tsx#L17:23"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,5,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Form/Buttons.tsx#L6:13,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Buttons.tsx#L6:13"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-18,0,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/handleEnrichedAddPointClick.ts#L12:18,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/registerEnrichedAddPointClick.ts#L9:15"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-18,0,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/handleDeletePointEmptyMapClick.ts#L7:12,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/useDeletePointMapClick.ts#L6:11"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-17,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx#L76:82,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L56:62"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-17,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step2/index.tsx#L43:48,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/UpdateBtn.tsx#L30:35"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-18,0,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Form/index.tsx#L14:21,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Form/index.tsx#L14:21"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-17,1,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/PointDetails.tsx#L7:14,src/Components/HomePage/Body/Left/Common/ResultTab/PointDetails.tsx#L8:15"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-14,4,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Buttons.tsx#L29:37,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/index.tsx#L36:44"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-18,0,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/BottomTabs/KaartlagenlijstTab.tsx#L6:14,src/Components/HomePage/Body/Left/Common/BottomTabs/SearchedTab.tsx#L6:15"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-18,0,6,6,2,false,true,TypeScript,"backend/src/routes/finished_plans/createAttachment.ts#L10:20,backend/src/routes/template_plans/createTemplateName.ts#L9:16"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-17,1,7,7,2,false,true,TypeScript,"src/api-hooks/flightPlans/index.ts#L1:7,src/api-hooks/flightPlans/useFlightPlanQuery.ts#L1:7"
