Description,Severity,Status,First Seen,Issue age,Lines of code,Redundant lines of code,Occurrences,Same file,Same component,Technology,Locations
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-15,1,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/ChangeFlightPlanStatus/FlightPlan.tsx#L23:31,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step1/SinglePlan.tsx#L25:33"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-14,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Common/AandachtspuntDetailsFields.tsx#L43:48,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Form.tsx#L18:23"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,3,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Buttons.tsx#L36:43,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L63:70"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-29,17,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/EditGeometry/ActionButtons.tsx#L5:11,src/Components/HomePage/Body/Left/Tools/EditGeometry/SingleGeometry.tsx#L8:14"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-15,1,6,6,2,false,true,TypeScript,"backend/src/routes/finished_plans/createAttachment.ts#L7:17,backend/src/routes/template_plans/createTemplateName.ts#L9:16"
6 lines occurring 2 times,HIGH,RAW,2026-07-13,3,6,6,2,true,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L22:27,src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L63:68"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,3,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/DuplicateFlightPlan/Step2/Form.tsx#L58:63,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx#L21:26"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,12,7,7,2,false,false,TypeScript,"src/Types/installer.ts#L1:7,backend/src/routes/installersStorage.ts#L4:10"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,12,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L15:21,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/Buttons.tsx#L17:23"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-06-04,42,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step2/index.tsx#L21:26,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step3/index.tsx#L21:26"
7 lines occurring 2 times,HIGH,RAW,2026-07-04,12,7,7,2,true,true,TypeScript,"backend/src/routes/fileDownload.ts#L65:74,backend/src/routes/fileDownload.ts#L92:101"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,3,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Form/Buttons.tsx#L6:13,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Buttons.tsx#L6:13"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-14,2,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Bottom/PointsView/PointsViewTables.tsx#L39:44,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/usePointsViewStateAndRefs.ts#L27:32"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-04,12,6,6,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/drawYellowPlanGraphics.ts#L32:38,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/helpers/selectFromSourceGraphics.ts#L107:113"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-13,3,7,7,2,false,true,TypeScript,"src/helpers/timeslider/selectedPlansPointsList.ts#L173:182,src/helpers/timeslider/timesliderHighlightGraphics.ts#L69:78"
7 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-14,2,7,7,2,false,true,TypeScript,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Buttons.tsx#L29:37,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/index.tsx#L36:44"
6 lines occurring 2 times in 2 files,HIGH,RAW,2026-07-15,1,6,6,2,false,true,TypeScript,"backend/src/routes/auth/authKeycloak/mapDirectLoginError.ts#L17:22,backend/src/routes/auth2/mapLoginError.ts#L139:144"
