WorkPackageID,Status,Severity,Description,Occurrences,RedundantLOC,Locations
DUP-01,RAW,HIGH,9 lines occurring 2 times in 2 files,2,9,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/Buttons.tsx#L28:38,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L225:233"
DUP-01,RAW,HIGH,9 lines occurring 2 times,2,9,"backend/src/routes/devices-updates/db.ts#L98:106,backend/src/routes/devices-updates/db.ts#L116:124"
DUP-01,RAW,HIGH,7 lines occurring 3 times in 3 files,3,14,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/getDistanceInMeters.ts#L9:17,src/helpers/getDistanceMeters.ts#L9:16,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L47:55"
DUP-01,RAW,HIGH,7 lines occurring 3 times in 3 files,3,14,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/index.tsx#L72:79,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L105:112,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/StepContent.tsx#L120:127"
DUP-01,RAW,HIGH,7 lines occurring 3 times in 3 files,3,14,"src/Types/finished_plans.ts#L30:36,backend/src/helpers/validators/finishedPlan.ts#L37:43,src/Types/index.ts#L4:10"
DUP-01,RAW,HIGH,6 lines occurring 4 times in 3 files,4,18,"backend/src/helpers/queries/geometries/geometryJson.ts#L13:18,src/helpers/points/pointColumnKeys.ts#L2:7,src/helpers/points/pointColumnKeys.ts#L18:23,backend/src/helpers/queries/points/pointCoreColumns.ts#L2:7"
DUP-01,RAW,HIGH,7 lines occurring 3 times in 3 files,3,14,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Common/Filter.tsx#L12:18,src/Components/HomePage/Body/Left/Voorbereiding/RemoveFlightPlan/Filter/index.tsx#L10:16,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Filter/index.tsx#L12:18"
DUP-08,RAW,HIGH,7 lines occurring 3 times in 2 files,3,14,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L104:110,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L183:189,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L213:219"
DUP-02,RAW,HIGH,6 lines occurring 4 times in 4 files,4,18,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/Form.tsx#L31:36,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/EditFlight/FormElements.tsx#L30:35,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/FormInputs.tsx#L29:34,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/index.tsx#L28:33"
DUP-01,RAW,HIGH,6 lines occurring 4 times in 4 files,4,18,"backend/src/routes/flightPlans/getAllFlightPlans.ts#L6:11,backend/src/routes/flightPlans/getFullPreparedFlightPlans.ts#L5:10,backend/src/routes/flightPlans/getPrepreparedFlightPlans.ts#L5:10,backend/src/routes/flightPlans/getUnPreparedPlans.ts#L5:10"
DUP-05,RAW,HIGH,6 lines occurring 4 times in 4 files,4,18,"src/Components/HomePage/Body/Left/Common/PeriodFilterPanel.tsx#L5:10,src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L24:31,src/hooks/zustand/nabewerking/useCreateReportState.ts#L33:40,src/hooks/zustand/nabewerking/useFinishedPlansState.ts#L29:36"
DUP-01,RAW,HIGH,7 lines occurring 3 times in 3 files,3,14,"src/helpers/ArcGISHelpers/createNewPointEvent.ts#L16:22,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L63:69,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L88:94"
DUP-01,RAW,HIGH,6 lines occurring 3 times in 3 files,3,12,"src/Components/HomePage/Body/Left/Common/AandachtspuntDetailsFields.tsx#L43:48,src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Form.tsx#L13:18,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Form.tsx#L18:23"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Types/devices.ts#L10:17,backend/src/routes/devices-updates/types.ts#L14:21"
DUP-08,RAW,HIGH,6 lines occurring 3 times in 3 files,3,12,"src/Components/HomePage/Body/Left/Common/ResultTab/PointsList.tsx#L33:38,src/Components/HomePage/Body/Left/Common/ResultTab/PointsListEdit.tsx#L44:49,src/hooks/resultTab/useResultTabStarredPointActions.ts#L35:40"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"backend/src/helpers/queries/points/pointSqlBuilders.ts#L29:36,backend/src/helpers/queries/geometries/updateGeometryPoints.ts#L30:37"
DUP-01,RAW,HIGH,6 lines occurring 3 times in 3 files,3,12,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/parsePointImportFile.ts#L24:29,src/helpers/ZustandStates/popUpState.ts#L6:11,src/hooks/zustand/tools/useDeletePointState.ts#L101:106"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/SelectButtons.tsx#L34:43,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/SelectButtons.tsx#L43:52"
DUP-01,RAW,HIGH,6 lines occurring 3 times in 3 files,3,12,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/helpers/getDistanceInMeters.ts#L2:7,src/helpers/getDistanceMeters.ts#L2:7,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L40:45"
DUP-01,RAW,HIGH,8 lines occurring 2 times,2,8,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/pointMapGraphics.ts#L90:98,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/pointMapGraphics.ts#L113:121"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/SelectButtons.tsx#L20:29,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/SelectButtons.tsx#L26:35"
DUP-01,RAW,HIGH,6 lines occurring 3 times,3,12,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/pdfReportTables.ts#L14:19,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/pdfReportTables.ts#L47:52,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/pdfReportTables.ts#L83:88"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L102:110,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L102:110"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Types/devices.ts#L1:8,backend/src/routes/devices-updates/types.ts#L1:8"
DUP-01,RAW,HIGH,8 lines occurring 2 times,2,8,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/pdfReportTables.ts#L47:55,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/pdfReportTables.ts#L83:91"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/index.tsx#L7:15,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/Submit.tsx#L7:15"
DUP-04,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/GroupFunctions.tsx#L22:30,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/PointsBuffer.tsx#L10:18"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/ViewPlans/PlanInformation.tsx#L5:14,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/ViewPlans/PlanInformation.tsx#L7:16"
DUP-08,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/PointsList.tsx#L54:62,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/PointsList.tsx#L54:62"
DUP-01,RAW,HIGH,6 lines occurring 3 times in 3 files,3,12,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L5:12,src/hooks/zustand/useAddPointStates.ts#L5:12,src/hooks/zustand/voorbereiding/useFlightPlanState.ts#L35:42"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step1/SinglePlan.tsx#L12:20,src/Components/HomePage/Body/Left/Voorbereiding/RemoveFlightPlan/SinglePlan.tsx#L19:28"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step3/index.tsx#L9:17,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Step2/index.tsx#L9:17"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"backend/src/routes/points/editPointStatus.ts#L6:14,backend/src/routes/flightPlans/updateFlightPlanStatus.ts#L6:14"
DUP-08,RAW,HIGH,8 lines occurring 2 times,2,8,"src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L182:189,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L212:219"
DUP-07,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/helpers/usePlanDuplicateState.ts#L56:63,src/hooks/zustand/voorbereiding/useViewPlanState.ts#L81:88"
DUP-01,RAW,HIGH,6 lines occurring 3 times,3,12,"backend/scripts/verifyRegioFlightPlanCases.ts#L164:169,backend/scripts/verifyRegioFlightPlanCases.ts#L218:223,backend/scripts/verifyRegioFlightPlanCases.ts#L244:249"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/parsePointImportFile.ts#L24:31,src/helpers/ZustandStates/popUpState.ts#L6:13"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/AddToPlan/Step1.tsx#L6:15,src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/Step1.tsx#L6:15"
DUP-01,RAW,HIGH,6 lines occurring 3 times in 3 files,3,12,"src/Components/HomePage/Body/Left/Common/AandachtspuntDetailsFields.tsx#L13:18,src/hooks/zustand/useDrawingStore.ts#L16:21,src/hooks/zustand/useEnrichedPointState.ts#L32:39"
DUP-01,RAW,HIGH,6 lines occurring 3 times in 2 files,3,12,"src/helpers/tokens/ArcGISUserToken.ts#L58:63,src/helpers/refreshToken.ts#L11:16,src/helpers/refreshToken.ts#L25:30"
DUP-01,RAW,HIGH,8 lines occurring 2 times,2,8,"src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useTableScrollWidth.ts#L15:22,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useTableScrollWidth.ts#L50:57"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step3/Form.tsx#L13:21,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step3/Form.tsx#L18:26"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/helpers/tokens/ArcGISUserToken.ts#L34:41,src/helpers/refreshToken.ts#L10:17"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L62:69,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L87:94"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/Steps/Step2/index.tsx#L28:35,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/UpdateBtn.tsx#L15:22"
DUP-01,RAW,HIGH,6 lines occurring 3 times in 3 files,3,12,"src/Types/index.ts#L31:36,src/hooks/flightPlan/populateFormFromPlan.ts#L4:9,src/hooks/flightPlan/usePopulateFlightPlanFormEffect.ts#L28:33"
DUP-08,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Right/SelectedPlansPointsList/Common/useGeometryPlanImages.ts#L19:29,src/Components/HomePage/Body/Right/SelectedPlansPointsList/Common/usePointPlanImages.ts#L28:38"
DUP-01,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/templateFlightStates.ts#L33:40,src/hooks/zustand/voorbereiding/useFlightPlanState.ts#L73:80"
DUP-06,RAW,HIGH,8 lines occurring 2 times in 2 files,2,8,"src/Components/DashboardPage/ResetPassword/index.tsx#L67:85,src/Components/DashboardPage/EditUser/index.tsx#L105:123"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"backend/src/routes/timeslider/getGeometryPlanImages.ts#L5:10,backend/src/routes/timeslider/getPointPlanImages.ts#L5:10"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/ClickedPlan.tsx#L18:25,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlanDetails/DropDown.tsx#L36:43"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometriesList.tsx#L159:166,src/hooks/viewPlan/useMapPointSelectionClick.ts#L24:33"
DUP-08,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L91:99,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L171:179"
DUP-08,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/PointsList.tsx#L36:47,src/hooks/viewPlan/useMapPointSelectionClick.ts#L28:39"
DUP-08,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/PointsList.tsx#L11:18,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/PointsList.tsx#L11:18"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"backend/src/routes/template_plans/createTemplateFlightPlan.ts#L11:29,backend/src/routes/template_plans/createTemplateName.ts#L10:25"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts#L34:44,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useRenderPlanGeometries.ts#L43:53"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L20:25,src/api-hooks/templateFlights/types.ts#L4:9"
DUP-01,RAW,HIGH,6 lines occurring 2 times,2,6,"backend/scripts/verifyRegioPointsGeometries.ts#L14:19,backend/scripts/verifyRegioPointsGeometries.ts#L38:43"
DUP-01,RAW,HIGH,6 lines occurring 2 times,2,6,"backend/src/routes/reportUpload.ts#L82:87,backend/src/routes/reportUpload.ts#L123:128"
DUP-01,RAW,HIGH,6 lines occurring 2 times,2,6,"src/hooks/popUpModal/usePopupController.ts#L34:40,src/hooks/popUpModal/usePopupController.ts#L60:66"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/helpers/ArcGISHelpers/createGeometryMapGraphics.ts#L54:60,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L120:126"
DUP-01,RAW,HIGH,6 lines occurring 2 times,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L20:25,src/Components/HomePage/Body/Left/Voorbereiding/DrawingTool/Step2/Buttons.tsx#L61:66"
DUP-08,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/helpers/ArcGISHelpers/createPin.ts#L25:30,src/helpers/timeslider/selectedPlansPointsList.ts#L130:135"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/GroupFunctions.tsx#L104:112,src/Components/HomePage/Body/Left/Common/ResultTab/ListPointsFunctions/index.tsx#L118:126"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/hooks/filters/usePlansFilterStore.ts#L9:18,src/hooks/filters/usePointsFilterStore.ts#L12:21"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Common/BottomTabs/KaartlagenlijstTab.tsx#L6:14,src/Components/HomePage/Body/Left/Common/BottomTabs/SearchedTab.tsx#L6:15"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"backend/src/routes/emails/deleteSingleEmail.ts#L23:30,backend/src/routes/emails/updateSingleEmail.ts#L23:30"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/helpers/points/buildPointUpdatePayload.ts#L4:10,backend/src/helpers/validators/finishedPlan.ts#L38:44"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L47:55,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/ListPointsFunctions/index.tsx#L31:39"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L26:32,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts#L22:28"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/hooks/popUpModal/setupClickListener.ts#L17:22,src/hooks/popUpModal/usePopupController.ts#L44:49"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/PointDetails.tsx#L7:14,src/Components/HomePage/Body/Left/Common/ResultTab/PointDetails.tsx#L8:15"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/index.tsx#L28:37,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/hooks/useFilterPlanPoints.ts#L13:22"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/hooks/zustand/nabewerking/useChangePlanStatusState.ts#L43:52,src/hooks/zustand/nabewerking/useCreateReportState.ts#L55:64"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section2.tsx#L7:14,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section4.tsx#L9:16"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/Step2Sub2.tsx#L8:15,src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub2.tsx#L9:16"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L44:50,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L49:55"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L127:135,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts#L114:122"
DUP-01,RAW,HIGH,6 lines occurring 2 times,2,6,"backend/src/helpers/queries/finished-plans/buildFinishedPlanQuery.ts#L66:71,backend/src/helpers/queries/finished-plans/buildFinishedPlanQuery.ts#L105:110"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometriesList.tsx#L41:47,src/Components/HomePage/Body/Left/Common/PointItemCheckBox.tsx#L104:110"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"backend/src/routes/consts/getLuchtvaartuig.ts#L5:10,backend/src/routes/consts/getOrganisaties.ts#L5:10"
DUP-01,RAW,HIGH,6 lines occurring 2 times,2,6,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts#L24:31,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts#L53:60"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/index.tsx#L59:67,src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/StepContent.tsx#L108:115"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/Form/index.tsx#L13:20,src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Form/index.tsx#L15:22"
DUP-08,RAW,HIGH,7 lines occurring 2 times,2,7,"src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L170:176,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L198:204"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/helpers/ArcGISHelpers/createPin.ts#L21:28,src/helpers/ArcGISHelpers/createYellowBorder.ts#L10:17"
DUP-06,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/DashboardPage/AddUser/index.tsx#L46:52,src/Components/DashboardPage/EditUser/index.tsx#L52:58"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L69:78,src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/Steps/Step2/NextBtn.tsx#L36:45"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step1/Content/Buttons.tsx#L45:50,src/Components/HomePage/Body/Left/Tools/EditGeometry/index.tsx#L81:86"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/helpers/drawYellowPlanGraphics.ts#L61:69,src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L77:85"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Nabewerking/ChangeFlightPlanStatus/FlightPlan.tsx#L24:32,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step1/SinglePlan.tsx#L26:34"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"index.html#L6:11,public/index.html#L6:11"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/CurrentGeometriesList.tsx#L45:67,src/Components/HomePage/Body/Left/Voorbereiding/ReuseFlightPlan/Steps/Step2/NewGeometriesList.tsx#L38:56"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Points/DropDown.tsx#L96:105,src/Components/HomePage/Body/Left/Common/SearchedResultsTab/FlightPlans/FlightPlansList/DropDown.tsx#L106:115"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Common/FiltersSection/FilterInput.tsx#L10:15,src/Components/HomePage/Body/Left/Common/FormComponents/InputComp.tsx#L11:16"
DUP-08,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/helpers/ArcGISHelpers/createPlanBoundingBoxGraphic.ts#L120:129,src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L50:59"
DUP-01,RAW,HIGH,6 lines occurring 2 times,2,6,"src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/types.ts#L34:39,src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/types.ts#L51:56"
DUP-08,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Common/ResultTab/PointsList.tsx#L48:54,src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useClickOutside.ts#L8:14"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Components/HomePage/Body/Left/Tools/EditGeometry/ActionButtons.tsx#L5:11,src/Components/HomePage/Body/Left/Tools/EditGeometry/SingleGeometry.tsx#L8:14"
DUP-06,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/DashboardPage/AllUsersTable/index.tsx#L10:16,src/Components/DashboardPage/shared/keycloakRoleTypes.ts#L12:18"
DUP-01,RAW,HIGH,6 lines occurring 2 times in 2 files,2,6,"src/Types/installer.ts#L2:7,backend/src/routes/installers.ts#L14:19"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/Steps/Step2/Buttons.tsx#L15:21,src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step2/Buttons.tsx#L17:23"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/utils/useCreateData.ts#L67:73,src/utils/useUpdateData.ts#L49:55"
DUP-01,RAW,HIGH,7 lines occurring 2 times in 2 files,2,7,"src/utils/useCreateData.ts#L88:94,src/utils/useUpdateData.ts#L69:75"
