Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
385 lines of code for unit nnederlandLayers.tsx,HIGH,RAW,2026-06-10,24,nnederlandLayers.tsx,src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/NNederland/nnederlandLayers.tsx#L1:427,TypeScript,385,1,0
153 lines of code for unit useEditPointCoordinates.ts.useEditPointCoordinates(void),HIGH,RAW,2026-07-04,0,useEditPointCoordinates.ts.useEditPointCoordinates(void),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/useEditPointCoordinates.ts#L19:181,TypeScript,153,34,1
153 lines of code for unit MapComp.tsx.MapComp(any),HIGH,RAW,2026-06-04,30,MapComp.tsx.MapComp(any),src/Components/HomePage/Body/MapViewComp/MapComp.tsx#L17:94,TypeScript,153,37,1
147 lines of code for unit constants.ts,HIGH,RAW,2026-06-04,30,constants.ts,src/Components/HomePage/Head/constants.ts#L1:201,TypeScript,147,1,0
118 lines of code for unit index.tsx.SelectFromSource(any),HIGH,RAW,2026-06-04,30,index.tsx.SelectFromSource(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointsFromPlan/SelectFromSource/index.tsx#L37:211,TypeScript,118,20,1
111 lines of code for unit Step2Sub1.tsx.Step2Sub1(any),HIGH,RAW,2026-06-04,30,Step2Sub1.tsx.Step2Sub1(any),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step2/Step2Sub1.tsx#L11:160,TypeScript,111,14,1
110 lines of code for unit processGeometry.ts.processGeometry(ProcessGeometryParams),HIGH,RAW,2026-06-04,30,processGeometry.ts.processGeometry(ProcessGeometryParams),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processGeometry.ts#L14:36,TypeScript,110,16,1
105 lines of code for unit processPoint.ts.processPoint(ProcessPointParams),HIGH,RAW,2026-06-04,30,processPoint.ts.processPoint(ProcessPointParams),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/processPoint.ts#L11:128,TypeScript,105,12,1
104 lines of code for unit StepContent.tsx.StepContent(StepContentProps),HIGH,RAW,2026-06-04,30,StepContent.tsx.StepContent(StepContentProps),src/Components/HomePage/Body/Left/Voorbereiding/AddPointsVluchtPlan/Common/StepContent.tsx#L28:198,TypeScript,104,14,1
"98 lines of code for unit useImageMarkersOnMap.ts.useImageMarkersOnMap(FinishedPointType|null,AttachmentType[],MapView|null|undefined,GraphicsLayer|null|undefined)",HIGH,RAW,2026-06-06,28,"useImageMarkersOnMap.ts.useImageMarkersOnMap(FinishedPointType|null,AttachmentType[],MapView|null|undefined,GraphicsLayer|null|undefined)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/useImageMarkersOnMap.ts#L10:129,TypeScript,98,10,4
97 lines of code for unit HeadButtonsTimeslider.tsx.HeadButtonsTimeslider(),HIGH,RAW,2026-06-04,30,HeadButtonsTimeslider.tsx.HeadButtonsTimeslider(),src/Components/HomePage/Head/HeadButtonsTimeslider.tsx#L100:179,TypeScript,97,11,0
"90 lines of code for unit flightPlansYellowHighlights.ts.drawSelectedPlansYellowHighlights(__esri.GraphicsLayer,FinishedFlightPlanType[],number[])",HIGH,RAW,2026-06-04,30,"flightPlansYellowHighlights.ts.drawSelectedPlansYellowHighlights(__esri.GraphicsLayer,FinishedFlightPlanType[],number[])",src/helpers/timeslider/flightPlansYellowHighlights.ts#L32:136,TypeScript,90,14,3
88 lines of code for unit index.tsx.PointsView(PointsViewProps),HIGH,RAW,2026-06-04,30,index.tsx.PointsView(PointsViewProps),src/Components/HomePage/Body/Bottom/PointsView/index.tsx#L31:207,TypeScript,88,3,1
88 lines of code for unit index.tsx.AddPointToPlan(),HIGH,RAW,2026-06-04,30,index.tsx.AddPointToPlan(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/index.tsx#L23:165,TypeScript,88,13,0
87 lines of code for unit Step2Sub1.tsx.Step2Sub1(any),HIGH,RAW,2026-06-04,30,Step2Sub1.tsx.Step2Sub1(any),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/Step2Sub1.tsx#L9:147,TypeScript,87,8,1
87 lines of code for unit handleUpdate(),HIGH,RAW,2026-06-04,30,handleUpdate(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Form/index.tsx#L47:148,TypeScript,87,10,0
86 lines of code for unit createMapView.ts.createMapView(RefObject<HTMLDivElement>),HIGH,RAW,2026-06-04,30,createMapView.ts.createMapView(RefObject<HTMLDivElement>),src/helpers/ArcGISHelpers/createMapView.ts#L10:106,TypeScript,86,3,1
84 lines of code for unit removePoint(string),HIGH,RAW,2026-06-04,30,removePoint(string),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/EditPoint/Buttons/RemovePoint.tsx#L21:117,TypeScript,84,3,1
"83 lines of code for unit sendEmail.ts.RequestHandler(any,any)",HIGH,RAW,2026-06-04,30,"sendEmail.ts.RequestHandler(any,any)",backend/src/routes/emails/sendEmail.ts#L17:113,TypeScript,83,19,2
81 lines of code for unit usePopupController.ts.usePopupController(void),HIGH,RAW,2026-06-04,30,usePopupController.ts.usePopupController(void),src/hooks/popUpModal/usePopupController.ts#L13:111,TypeScript,81,12,1
"75 lines of code for unit useRenderGeometries.ts.useRenderGeometries(FinishedFlightPlanType|null,number[])",HIGH,RAW,2026-06-04,30,"useRenderGeometries.ts.useRenderGeometries(FinishedFlightPlanType|null,number[])",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step2/hooks/useRenderGeometries.ts#L10:99,TypeScript,75,15,2
74 lines of code for unit handleStep2(),HIGH,RAW,2026-06-04,30,handleStep2(),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/index.ts#L49:191,TypeScript,74,14,0
73 lines of code for unit index.tsx.Main(),HIGH,RAW,2026-06-04,30,index.tsx.Main(),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/Main/index.tsx#L11:132,TypeScript,73,13,0
"72 lines of code for unit createGeometryGraphic.ts.createGeometryGraphic(BaseGeometryData,CreateGeometryGraphicOptions)",HIGH,RAW,2026-06-04,30,"createGeometryGraphic.ts.createGeometryGraphic(BaseGeometryData,CreateGeometryGraphicOptions)",src/helpers/ArcGISHelpers/createGeometryGraphic.ts#L162:255,TypeScript,72,20,2
"72 lines of code for unit createGeometry.ts.createGeometry(Request,Response)",HIGH,RAW,2026-06-04,30,"createGeometry.ts.createGeometry(Request,Response)",backend/src/routes/geometries/createGeometry.ts#L12:90,TypeScript,72,6,2
71 lines of code for unit index.tsx.SelectedPointDetails(),HIGH,RAW,2026-06-04,30,index.tsx.SelectedPointDetails(),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/SelectedPointDetails/index.tsx#L12:82,TypeScript,71,7,0
71 lines of code for unit createGeometryGraphic.ts,HIGH,RAW,2026-06-04,30,createGeometryGraphic.ts,src/helpers/ArcGISHelpers/createGeometryGraphic.ts#L1:154,TypeScript,71,9,0
70 lines of code for unit installers.ts,HIGH,RAW,2026-06-04,30,installers.ts,backend/src/routes/installers.ts#L1:32,TypeScript,70,8,0
70 lines of code for unit app.ts,HIGH,RAW,2026-06-04,30,app.ts,backend/src/app.ts#L1:43,TypeScript,70,6,0
70 lines of code for unit useEnrichedPointState.ts,HIGH,RAW,2026-06-04,30,useEnrichedPointState.ts,src/hooks/zustand/useEnrichedPointState.ts#L1:146,TypeScript,70,1,0
67 lines of code for unit index.tsx.EnrichedAddPoint(),HIGH,RAW,2026-06-04,30,index.tsx.EnrichedAddPoint(),src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L18:38,TypeScript,67,9,0
67 lines of code for unit handleSubmit(),HIGH,RAW,2026-06-04,30,handleSubmit(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointToPlan/Buttons.tsx#L45:122,TypeScript,67,4,0
66 lines of code for unit NotLoggedInWarning.tsx.NotLoggedInWarning(),HIGH,RAW,2026-06-04,30,NotLoggedInWarning.tsx.NotLoggedInWarning(),src/Components/HomePage/Body/Common/NotLoggedInWarning.tsx#L11:21,TypeScript,66,6,0
65 lines of code for unit useTimesliderImagePageData.ts.useTimesliderImagePageData(),HIGH,RAW,2026-06-04,30,useTimesliderImagePageData.ts.useTimesliderImagePageData(),src/Components/TimesliderItemDetailPage/useTimesliderImagePageData.ts#L19:147,TypeScript,65,34,0
65 lines of code for unit Form.tsx.Form(),HIGH,RAW,2026-06-04,30,Form.tsx.Form(),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/EditPointDetails/Steps/Step1/Form.tsx#L10:119,TypeScript,65,3,0
65 lines of code for unit index.tsx.AddPointStep(),HIGH,RAW,2026-06-04,30,index.tsx.AddPointStep(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L14:88,TypeScript,65,8,0
65 lines of code for unit verifyRegioFlightPlanCases.ts,HIGH,RAW,2026-07-04,0,verifyRegioFlightPlanCases.ts,backend/scripts/verifyRegioFlightPlanCases.ts#L1:15,TypeScript,65,1,0
63 lines of code for unit index.tsx.ViewPlan(any),HIGH,RAW,2026-06-04,30,index.tsx.ViewPlan(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/index.tsx#L24:69,TypeScript,63,16,1
62 lines of code for unit handleSubmit(),HIGH,RAW,2026-06-04,30,handleSubmit(),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx#L57:121,TypeScript,62,7,0
61 lines of code for unit Section4.tsx.Section4(any),HIGH,RAW,2026-06-04,30,Section4.tsx.Section4(any),src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Overig/Section4.tsx#L8:79,TypeScript,61,1,1
61 lines of code for unit GeometriesList.tsx.GeometriesList(any),HIGH,RAW,2026-06-04,30,GeometriesList.tsx.GeometriesList(any),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometriesList.tsx#L103:152,TypeScript,61,13,1
60 lines of code for unit exportShp(),MEDIUM,RAW,2026-06-04,30,exportShp(),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/GroupFunctions.tsx#L180:249,TypeScript,60,2,0
59 lines of code for unit dockerfile,MEDIUM,RAW,2026-06-04,30,dockerfile,backend/dockerfile#L1:86,Docker,59,-,-
58 lines of code for unit arcgisTokenConfig.ts.resolveArcgisTokenConfig(ArcgisTokenConfig),MEDIUM,RAW,2026-06-30,4,arcgisTokenConfig.ts.resolveArcgisTokenConfig(ArcgisTokenConfig),backend/src/services/arcgisTokenConfig.ts#L7:71,TypeScript,58,12,1
58 lines of code for unit PointItemCheckBox.tsx.PointItemCheckBox(any),MEDIUM,RAW,2026-06-04,30,PointItemCheckBox.tsx.PointItemCheckBox(any),src/Components/HomePage/Body/Left/Common/PointItemCheckBox.tsx#L9:160,TypeScript,58,15,1
58 lines of code for unit handleSubmit(React.FormEvent),MEDIUM,RAW,2026-06-04,30,handleSubmit(React.FormEvent),src/Components/DashboardPage/EditUser/index.tsx#L40:108,TypeScript,58,14,1
"58 lines of code for unit updateGeometry.ts.updateGeometry(Request,Response)",MEDIUM,RAW,2026-06-04,30,"updateGeometry.ts.updateGeometry(Request,Response)",backend/src/routes/geometries/updateGeometry.ts#L9:77,TypeScript,58,9,2
57 lines of code for unit exportCsv(),MEDIUM,RAW,2026-06-04,30,exportCsv(),src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L97:163,TypeScript,57,7,0
57 lines of code for unit queryKeys.ts,MEDIUM,RAW,2026-06-04,30,queryKeys.ts,src/lib/queryKeys.ts#L1:63,TypeScript,57,1,0
57 lines of code for unit index.tsx.Step2(any),MEDIUM,RAW,2026-06-04,30,index.tsx.Step2(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L18:95,TypeScript,57,12,1
"57 lines of code for unit attachments.ts.safeFetchPointAttachments(string,FinishedPointType)",MEDIUM,RAW,2026-06-04,30,"attachments.ts.safeFetchPointAttachments(string,FinishedPointType)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/attachments.ts#L51:121,TypeScript,57,11,2
57 lines of code for unit buildFlightPlanQuery.ts.buildFlightPlanQuery(BuildFlightPlanQueryOptions),MEDIUM,RAW,2026-06-30,4,buildFlightPlanQuery.ts.buildFlightPlanQuery(BuildFlightPlanQueryOptions),backend/src/helpers/queries/flight-plans/buildFlightPlanQuery.ts#L26:89,TypeScript,57,9,1
56 lines of code for unit setupClickListener.ts.setupClickListener(SetupClickListenerInput),MEDIUM,RAW,2026-07-04,0,setupClickListener.ts.setupClickListener(SetupClickListenerInput),src/hooks/popUpModal/setupClickListener.ts#L15:81,TypeScript,56,11,1
56 lines of code for unit verify-regio-apis.ts.testResolveRegioFilter(),MEDIUM,RAW,2026-06-10,24,verify-regio-apis.ts.testResolveRegioFilter(),backend/scripts/verify-regio-apis.ts#L56:114,TypeScript,56,5,0
56 lines of code for unit useMapGraphics.ts.useMapGraphics(UseMapGraphicsParams),MEDIUM,RAW,2026-06-04,30,useMapGraphics.ts.useMapGraphics(UseMapGraphicsParams),src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useMapGraphics.ts#L26:101,TypeScript,56,12,1
54 lines of code for unit exportFlightPath(),MEDIUM,RAW,2026-06-04,30,exportFlightPath(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/VliegrouteExporteren/index.tsx#L37:100,TypeScript,54,6,0
54 lines of code for unit getKeycloakAdminToken.ts.getKeycloakAdminToken(any),MEDIUM,RAW,2026-06-04,30,getKeycloakAdminToken.ts.getKeycloakAdminToken(any),backend/src/services/getKeycloakAdminToken.ts#L6:67,TypeScript,54,10,1
54 lines of code for unit uploadAttachment(),MEDIUM,RAW,2026-06-06,28,uploadAttachment(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/CreateImageBtn.tsx#L57:120,TypeScript,54,6,0
54 lines of code for unit index.tsx.MapViewComp(any),MEDIUM,RAW,2026-06-04,30,index.tsx.MapViewComp(any),src/Components/HomePage/Body/MapViewComp/index.tsx#L22:58,TypeScript,54,6,1
53 lines of code for unit exportXlsx(),MEDIUM,RAW,2026-06-04,30,exportXlsx(),src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L165:227,TypeScript,53,7,0
53 lines of code for unit useRenderGeometries.ts.useRenderGeometries(),MEDIUM,RAW,2026-06-04,30,useRenderGeometries.ts.useRenderGeometries(),src/hooks/features/useRenderGeometries.ts#L25:84,TypeScript,53,12,0
"53 lines of code for unit loginDirectHandler.ts.RequestHandler(any,any)",MEDIUM,RAW,2026-06-04,30,"loginDirectHandler.ts.RequestHandler(any,any)",backend/src/routes/auth/authKeycloak/loginDirectHandler.ts#L6:75,TypeScript,53,8,2
53 lines of code for unit PointsList.tsx.PointsList(any),MEDIUM,RAW,2026-06-04,30,PointsList.tsx.PointsList(any),src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/PointsList.tsx#L12:33,TypeScript,53,16,1
52 lines of code for unit arcgisTokenFetch.ts.fetchArcgisAdminTokenOnce(ResolvedArcgisTokenConfig),MEDIUM,RAW,2026-07-04,0,arcgisTokenFetch.ts.fetchArcgisAdminTokenOnce(ResolvedArcgisTokenConfig),backend/src/services/arcgisTokenFetch.ts#L85:143,TypeScript,52,8,1
52 lines of code for unit index.tsx.TimesliderItemDetailPage(),MEDIUM,RAW,2026-06-04,30,index.tsx.TimesliderItemDetailPage(),src/Components/TimesliderItemDetailPage/index.tsx#L16:155,TypeScript,52,23,0
"52 lines of code for unit createPointFromImport.ts.createPointFromImport(Request,Response)",MEDIUM,RAW,2026-06-04,30,"createPointFromImport.ts.createPointFromImport(Request,Response)",backend/src/routes/points/createPointFromImport.ts#L12:70,TypeScript,52,7,2
