Description,Severity,Status,First Seen,Issue age,Unit,File,Technology,Lines of code,McCabe complexity,Number of parameters
McCabe complexity of 13 for unit index.tsx.Main(),MEDIUM,RAW,2026-06-04,30,index.tsx.Main(),src/Components/HomePage/Body/Left/Tools/AandachtspuntenVerwijderen/Actions/Main/index.tsx#L11:132,TypeScript,73,13,0
"McCabe complexity of 20 for unit createGeometryGraphic.ts.createGeometryGraphic(BaseGeometryData,CreateGeometryGraphicOptions)",MEDIUM,RAW,2026-06-04,30,"createGeometryGraphic.ts.createGeometryGraphic(BaseGeometryData,CreateGeometryGraphicOptions)",src/helpers/ArcGISHelpers/createGeometryGraphic.ts#L162:255,TypeScript,72,20,2
McCabe complexity of 16 for unit index.tsx.ViewPlan(any),MEDIUM,RAW,2026-06-04,30,index.tsx.ViewPlan(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/index.tsx#L24:69,TypeScript,63,16,1
McCabe complexity of 13 for unit GeometriesList.tsx.GeometriesList(any),MEDIUM,RAW,2026-06-04,30,GeometriesList.tsx.GeometriesList(any),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/GeometriesList.tsx#L103:152,TypeScript,61,13,1
McCabe complexity of 12 for unit arcgisTokenConfig.ts.resolveArcgisTokenConfig(ArcgisTokenConfig),MEDIUM,RAW,2026-06-30,4,arcgisTokenConfig.ts.resolveArcgisTokenConfig(ArcgisTokenConfig),backend/src/services/arcgisTokenConfig.ts#L7:71,TypeScript,58,12,1
McCabe complexity of 14 for unit handleSubmit(React.FormEvent),MEDIUM,RAW,2026-06-04,30,handleSubmit(React.FormEvent),src/Components/DashboardPage/EditUser/index.tsx#L40:108,TypeScript,58,14,1
McCabe complexity of 15 for unit PointItemCheckBox.tsx.PointItemCheckBox(any),MEDIUM,RAW,2026-06-04,30,PointItemCheckBox.tsx.PointItemCheckBox(any),src/Components/HomePage/Body/Left/Common/PointItemCheckBox.tsx#L9:160,TypeScript,58,15,1
McCabe complexity of 12 for unit index.tsx.Step2(any),MEDIUM,RAW,2026-06-04,30,index.tsx.Step2(any),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step2/index.tsx#L18:95,TypeScript,57,12,1
"McCabe complexity of 11 for unit attachments.ts.safeFetchPointAttachments(string,FinishedPointType)",MEDIUM,RAW,2026-06-04,30,"attachments.ts.safeFetchPointAttachments(string,FinishedPointType)",src/Components/HomePage/Body/Left/Nabewerking/CreateReport/helpers/useHandleStep2/attachments.ts#L51:121,TypeScript,57,11,2
McCabe complexity of 12 for unit useMapGraphics.ts.useMapGraphics(UseMapGraphicsParams),MEDIUM,RAW,2026-06-04,30,useMapGraphics.ts.useMapGraphics(UseMapGraphicsParams),src/Components/HomePage/Body/Bottom/PointsView/common/hooks/useMapGraphics.ts#L26:101,TypeScript,56,12,1
McCabe complexity of 11 for unit setupClickListener.ts.setupClickListener(SetupClickListenerInput),MEDIUM,RAW,2026-07-04,0,setupClickListener.ts.setupClickListener(SetupClickListenerInput),src/hooks/popUpModal/setupClickListener.ts#L15:81,TypeScript,56,11,1
McCabe complexity of 16 for unit PointsList.tsx.PointsList(any),MEDIUM,RAW,2026-06-04,30,PointsList.tsx.PointsList(any),src/Components/HomePage/Body/Left/Voorbereiding/TemplateFlight/PointsList.tsx#L12:33,TypeScript,53,16,1
McCabe complexity of 12 for unit useRenderGeometries.ts.useRenderGeometries(),MEDIUM,RAW,2026-06-04,30,useRenderGeometries.ts.useRenderGeometries(),src/hooks/features/useRenderGeometries.ts#L25:84,TypeScript,53,12,0
McCabe complexity of 23 for unit index.tsx.TimesliderItemDetailPage(),MEDIUM,RAW,2026-06-04,30,index.tsx.TimesliderItemDetailPage(),src/Components/TimesliderItemDetailPage/index.tsx#L16:155,TypeScript,52,23,0
"McCabe complexity of 20 for unit filterPoints(boolean,void)",MEDIUM,RAW,2026-06-04,30,"filterPoints(boolean,void)",src/hooks/filters/useFilterPoints.ts#L11:65,TypeScript,48,20,2
"McCabe complexity of 12 for unit deleteArcgisAttachment.ts.deleteArcgisPointAttachment(string,number|null)",MEDIUM,RAW,2026-06-04,30,"deleteArcgisAttachment.ts.deleteArcgisPointAttachment(string,number|null)",src/helpers/arcgis/deleteArcgisAttachment.ts#L68:122,TypeScript,46,12,2
McCabe complexity of 11 for unit useDebouncedRedPointFromInputs.ts.useDebouncedRedPointFromInputs(any),MEDIUM,RAW,2026-06-04,30,useDebouncedRedPointFromInputs.ts.useDebouncedRedPointFromInputs(any),src/Components/HomePage/Body/Left/Tools/EditGeometry/EditForm/EditGeometryPointPanel/useDebouncedRedPointFromInputs.ts#L12:69,TypeScript,45,11,1
McCabe complexity of 22 for unit LegendSection.tsx.LegendSection(LegendSectionProps),MEDIUM,RAW,2026-06-10,24,LegendSection.tsx.LegendSection(LegendSectionProps),src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/Common/LegendSection.tsx#L48:132,TypeScript,44,22,1
McCabe complexity of 18 for unit index.tsx.FeatureLayerPopup(),MEDIUM,RAW,2026-06-04,30,index.tsx.FeatureLayerPopup(),src/Components/HomePage/Body/Common/FeatureLayerPopup/index.tsx#L6:108,TypeScript,44,18,0
"McCabe complexity of 12 for unit createPointGraphic.ts.createPointGraphic(PointData,CreatePointGraphicOptions)",MEDIUM,RAW,2026-06-04,30,"createPointGraphic.ts.createPointGraphic(PointData,CreatePointGraphicOptions)",src/helpers/ArcGISHelpers/createPointGraphic.ts#L90:147,TypeScript,44,12,2
McCabe complexity of 17 for unit exportExcel(FlightPlanType),MEDIUM,RAW,2026-06-04,30,exportExcel(FlightPlanType),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/SinglePlan.tsx#L30:32,TypeScript,40,17,1
"McCabe complexity of 11 for unit handleEditSave(GeometryEditDraft,GeometryPointRow[])",MEDIUM,RAW,2026-06-04,30,"handleEditSave(GeometryEditDraft,GeometryPointRow[])",src/Components/HomePage/Body/Left/Tools/EditGeometry/index.tsx#L109:155,TypeScript,39,11,2
McCabe complexity of 11 for unit useRenderPoints.ts.useRenderPoints(),MEDIUM,RAW,2026-06-04,30,useRenderPoints.ts.useRenderPoints(),src/hooks/features/useRenderPoints.ts#L15:56,TypeScript,37,11,0
McCabe complexity of 11 for unit useNearestPointClick.ts.useNearestPointClick(UseNearestPointClickOptions),MEDIUM,RAW,2026-06-04,30,useNearestPointClick.ts.useNearestPointClick(UseNearestPointClickOptions),src/hooks/hover-click-handlers/useNearestPointClick.ts#L17:72,TypeScript,36,11,1
McCabe complexity of 11 for unit useGetFlightTimesDistance.ts.useGetFlightTimesDistance(any),MEDIUM,RAW,2026-06-04,30,useGetFlightTimesDistance.ts.useGetFlightTimesDistance(any),src/hooks/useGetFlightTimesDistance.ts#L5:84,TypeScript,36,11,1
McCabe complexity of 18 for unit usePathPointHandlerClick.ts.usePathPointHandlerClick(),MEDIUM,RAW,2026-06-04,30,usePathPointHandlerClick.ts.usePathPointHandlerClick(),src/hooks/hover-click-handlers/usePathPointHandlerClick.ts#L16:60,TypeScript,36,18,0
"McCabe complexity of 13 for unit filterGeometries(boolean,void)",MEDIUM,RAW,2026-06-04,30,"filterGeometries(boolean,void)",src/hooks/filters/useFilterGeometries.ts#L10:58,TypeScript,34,13,2
McCabe complexity of 11 for unit uploadZip(),MEDIUM,RAW,2026-06-04,30,uploadZip(),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step3/hooks/useUploadZip.ts#L21:61,TypeScript,34,11,0
McCabe complexity of 11 for unit patchCoords(any),MEDIUM,RAW,2026-06-10,24,patchCoords(any),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/Step2Sub2.tsx#L42:76,TypeScript,33,11,1
McCabe complexity of 12 for unit index.tsx.formatValue(any),MEDIUM,RAW,2026-06-04,30,index.tsx.formatValue(any),src/Components/HomePage/Body/Common/FeatureLayerPopup/index.tsx#L119:158,TypeScript,32,12,1
"McCabe complexity of 17 for unit parsePointImportFile.ts.applyImportColumn(PointImportRow,string,unknown,string)",MEDIUM,RAW,2026-07-04,0,"parsePointImportFile.ts.applyImportColumn(PointImportRow,string,unknown,string)",src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/helpers/parsePointImportFile.ts#L102:144,TypeScript,32,17,4
McCabe complexity of 12 for unit index.tsx.Details(),MEDIUM,RAW,2026-06-04,30,index.tsx.Details(),src/Components/HomePage/Body/Bottom/PlansView/Details/index.tsx#L21:179,TypeScript,31,12,0
McCabe complexity of 14 for unit parseTimesliderImageQuery.ts.parseTimesliderImageQuery(URLSearchParams),MEDIUM,RAW,2026-07-04,0,parseTimesliderImageQuery.ts.parseTimesliderImageQuery(URLSearchParams),src/Components/TimesliderItemDetailPage/parseTimesliderImageQuery.ts#L12:49,TypeScript,31,14,1
McCabe complexity of 21 for unit TimesliderPageStatusInput.buildTimesliderPageStatus(TimesliderPageStatusInput),MEDIUM,RAW,2026-07-04,0,TimesliderPageStatusInput.buildTimesliderPageStatus(TimesliderPageStatusInput),src/Components/TimesliderItemDetailPage/timesliderPageStatus.ts#L13:43,TypeScript,28,21,1
McCabe complexity of 13 for unit filterPlansByPeriod.ts.filterPlansByPeriod(FilterPlansByPeriodInput<T>),MEDIUM,RAW,2026-07-04,0,filterPlansByPeriod.ts.filterPlansByPeriod(FilterPlansByPeriodInput<T>),src/hooks/filters/filterPlansByPeriod.ts#L14:47,TypeScript,28,13,1
"McCabe complexity of 13 for unit isPointInPolygon(__esri.Point,number[])",MEDIUM,RAW,2026-06-04,30,"isPointInPolygon(__esri.Point,number[])",src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/index.tsx#L77:113,TypeScript,25,13,2
McCabe complexity of 14 for unit Images.tsx.Images(any),MEDIUM,RAW,2026-06-04,30,Images.tsx.Images(any),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/ViewPlans/Images.tsx#L8:28,TypeScript,24,14,1
McCabe complexity of 16 for unit logAction(any),MEDIUM,RAW,2026-06-04,30,logAction(any),src/hooks/useLogAction.ts#L35:70,TypeScript,24,16,1
McCabe complexity of 14 for unit calculateCenterAndZoom.ts,MEDIUM,RAW,2026-06-04,30,calculateCenterAndZoom.ts,src/helpers/ArcGISHelpers/calculateCenterAndZoom.ts#L1:5,TypeScript,24,14,0
"McCabe complexity of 12 for unit buildTemplateGeometryGroup.ts.buildTemplateGeometryGroup(RawPoint,number,Map<number, Record<string, unknown>>)",MEDIUM,RAW,2026-07-04,0,"buildTemplateGeometryGroup.ts.buildTemplateGeometryGroup(RawPoint,number,Map<number, Record<string, unknown>>)",backend/src/helpers/queries/geometries/buildTemplateGeometryGroup.ts#L7:35,TypeScript,23,12,3
"McCabe complexity of 14 for unit geometryHerhalen.ts.sortGeometriesForSelection(Geometry[],number[])",MEDIUM,RAW,2026-07-04,0,"geometryHerhalen.ts.sortGeometriesForSelection(Geometry[],number[])",src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Common/geometryHerhalen.ts#L25:53,TypeScript,21,14,2
"McCabe complexity of 12 for unit sortPointsWithSelectionOrder.ts.sortPointsWithSelectionOrder(T[],number[])",MEDIUM,RAW,2026-06-29,5,"sortPointsWithSelectionOrder.ts.sortPointsWithSelectionOrder(T[],number[])",src/hooks/points/sortPointsWithSelectionOrder.ts#L4:15,TypeScript,21,12,2
"McCabe complexity of 12 for unit useSortedPointSelection.ts.useSortedPointSelection(EnrichedPointType[],number[])",MEDIUM,RAW,2026-06-10,24,"useSortedPointSelection.ts.useSortedPointSelection(EnrichedPointType[],number[])",src/hooks/viewPlan/useSortedPointSelection.ts#L4:16,TypeScript,20,12,2
McCabe complexity of 11 for unit EditPointTabs.tsx.EditPointTabs(),MEDIUM,RAW,2026-06-04,30,EditPointTabs.tsx.EditPointTabs(),src/Components/HomePage/Body/Left/Common/BottomTabs/EditPointTabs.tsx#L10:96,TypeScript,17,11,0
McCabe complexity of 11 for unit types.ts.geometryToDraft(Geometry),MEDIUM,RAW,2026-06-04,30,types.ts.geometryToDraft(Geometry),src/Components/HomePage/Body/Left/Tools/EditGeometry/EditForm/helpers/types.ts#L12:28,TypeScript,16,11,1
McCabe complexity of 14 for unit useDrawPath.ts.useDrawPath(boolean),MEDIUM,RAW,2026-06-04,30,useDrawPath.ts.useDrawPath(boolean),src/hooks/hover-click-handlers/useDrawPath.ts#L13:72,TypeScript,14,14,1
"McCabe complexity of 19 for unit populateFormFromPlan.ts.populateFormFromPlan(FlightPlanFormSource,FlightPlanFormFieldSetters)",MEDIUM,RAW,2026-06-29,5,"populateFormFromPlan.ts.populateFormFromPlan(FlightPlanFormSource,FlightPlanFormFieldSetters)",src/hooks/flightPlan/populateFormFromPlan.ts#L15:28,TypeScript,11,19,2
McCabe complexity of 11 for unit toJaNee(number),MEDIUM,RAW,2026-06-04,30,toJaNee(number),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/Step1/SinglePlan.tsx#L33:42,TypeScript,10,11,1
McCabe complexity of 11 for unit AandachtspuntDetailsFields.tsx.AandachtspuntDetailsFields(AandachtspuntDetailsFieldsProps),MEDIUM,RAW,2026-06-10,24,AandachtspuntDetailsFields.tsx.AandachtspuntDetailsFields(AandachtspuntDetailsFieldsProps),src/Components/HomePage/Body/Left/Common/AandachtspuntDetailsFields.tsx#L38:110,TypeScript,8,11,1
"McCabe complexity of 10 for unit useImageMarkersOnMap.ts.useImageMarkersOnMap(FinishedPointType|null,AttachmentType[],MapView|null|undefined,GraphicsLayer|null|undefined)",LOW,RAW,2026-06-06,28,"useImageMarkersOnMap.ts.useImageMarkersOnMap(FinishedPointType|null,AttachmentType[],MapView|null|undefined,GraphicsLayer|null|undefined)",src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/useImageMarkersOnMap.ts#L10:129,TypeScript,98,10,4
McCabe complexity of 10 for unit handleUpdate(),LOW,RAW,2026-06-04,30,handleUpdate(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditGeometryDetails/Actions/Form/index.tsx#L47:148,TypeScript,87,10,0
McCabe complexity of 8 for unit Step2Sub1.tsx.Step2Sub1(any),LOW,RAW,2026-06-04,30,Step2Sub1.tsx.Step2Sub1(any),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/EditPointDetails/Steps/Step2/Step2Sub1.tsx#L9:147,TypeScript,87,8,1
"McCabe complexity of 6 for unit createGeometry.ts.createGeometry(Request,Response)",LOW,RAW,2026-06-04,30,"createGeometry.ts.createGeometry(Request,Response)",backend/src/routes/geometries/createGeometry.ts#L12:90,TypeScript,72,6,2
McCabe complexity of 7 for unit index.tsx.SelectedPointDetails(),LOW,RAW,2026-06-04,30,index.tsx.SelectedPointDetails(),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/SelectedPointDetails/index.tsx#L12:82,TypeScript,71,7,0
McCabe complexity of 9 for unit createGeometryGraphic.ts,LOW,RAW,2026-06-04,30,createGeometryGraphic.ts,src/helpers/ArcGISHelpers/createGeometryGraphic.ts#L1:154,TypeScript,71,9,0
McCabe complexity of 6 for unit app.ts,LOW,RAW,2026-06-04,30,app.ts,backend/src/app.ts#L1:43,TypeScript,70,6,0
McCabe complexity of 8 for unit installers.ts,LOW,RAW,2026-06-04,30,installers.ts,backend/src/routes/installers.ts#L1:32,TypeScript,70,8,0
McCabe complexity of 9 for unit index.tsx.EnrichedAddPoint(),LOW,RAW,2026-06-04,30,index.tsx.EnrichedAddPoint(),src/Components/HomePage/Body/Left/Voorbereiding/EnrichedAddPoint/index.tsx#L18:38,TypeScript,67,9,0
McCabe complexity of 6 for unit NotLoggedInWarning.tsx.NotLoggedInWarning(),LOW,RAW,2026-06-04,30,NotLoggedInWarning.tsx.NotLoggedInWarning(),src/Components/HomePage/Body/Common/NotLoggedInWarning.tsx#L11:21,TypeScript,66,6,0
McCabe complexity of 8 for unit index.tsx.AddPointStep(),LOW,RAW,2026-06-04,30,index.tsx.AddPointStep(),src/Components/HomePage/Body/Left/Voorbereiding/ViewPlan/Steps/AddPointStep/index.tsx#L14:88,TypeScript,65,8,0
McCabe complexity of 7 for unit handleSubmit(),LOW,RAW,2026-07-04,0,handleSubmit(),src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step3/Buttons.tsx#L57:121,TypeScript,62,7,0
"McCabe complexity of 9 for unit updateGeometry.ts.updateGeometry(Request,Response)",LOW,RAW,2026-06-04,30,"updateGeometry.ts.updateGeometry(Request,Response)",backend/src/routes/geometries/updateGeometry.ts#L9:77,TypeScript,58,9,2
McCabe complexity of 7 for unit exportCsv(),LOW,RAW,2026-06-04,30,exportCsv(),src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L97:163,TypeScript,57,7,0
McCabe complexity of 9 for unit buildFlightPlanQuery.ts.buildFlightPlanQuery(BuildFlightPlanQueryOptions),LOW,RAW,2026-06-30,4,buildFlightPlanQuery.ts.buildFlightPlanQuery(BuildFlightPlanQueryOptions),backend/src/helpers/queries/flight-plans/buildFlightPlanQuery.ts#L26:89,TypeScript,57,9,1
McCabe complexity of 10 for unit getKeycloakAdminToken.ts.getKeycloakAdminToken(any),LOW,RAW,2026-06-04,30,getKeycloakAdminToken.ts.getKeycloakAdminToken(any),backend/src/services/getKeycloakAdminToken.ts#L6:67,TypeScript,54,10,1
McCabe complexity of 6 for unit exportFlightPath(),LOW,RAW,2026-06-04,30,exportFlightPath(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/VliegrouteExporteren/index.tsx#L37:100,TypeScript,54,6,0
McCabe complexity of 6 for unit uploadAttachment(),LOW,RAW,2026-06-06,28,uploadAttachment(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/common/Foto/CreateImageBtn.tsx#L57:120,TypeScript,54,6,0
McCabe complexity of 6 for unit index.tsx.MapViewComp(any),LOW,RAW,2026-06-04,30,index.tsx.MapViewComp(any),src/Components/HomePage/Body/MapViewComp/index.tsx#L22:58,TypeScript,54,6,1
McCabe complexity of 7 for unit exportXlsx(),LOW,RAW,2026-06-04,30,exportXlsx(),src/Components/HomePage/Body/Bottom/ClickedTableFunctions/PointsList.tsx#L165:227,TypeScript,53,7,0
"McCabe complexity of 8 for unit loginDirectHandler.ts.RequestHandler(any,any)",LOW,RAW,2026-06-04,30,"loginDirectHandler.ts.RequestHandler(any,any)",backend/src/routes/auth/authKeycloak/loginDirectHandler.ts#L6:75,TypeScript,53,8,2
McCabe complexity of 8 for unit arcgisTokenFetch.ts.fetchArcgisAdminTokenOnce(ResolvedArcgisTokenConfig),LOW,RAW,2026-07-04,0,arcgisTokenFetch.ts.fetchArcgisAdminTokenOnce(ResolvedArcgisTokenConfig),backend/src/services/arcgisTokenFetch.ts#L85:143,TypeScript,52,8,1
"McCabe complexity of 7 for unit createPointFromImport.ts.createPointFromImport(Request,Response)",LOW,RAW,2026-06-04,30,"createPointFromImport.ts.createPointFromImport(Request,Response)",backend/src/routes/points/createPointFromImport.ts#L12:70,TypeScript,52,7,2
McCabe complexity of 8 for unit handleSubmit(),LOW,RAW,2026-07-04,0,handleSubmit(),src/Components/HomePage/Body/Left/Nabewerking/VluchtenZoeken/Steps/Step2/Actions/Waarnemingen/EditPointDetails/Actions/EditPointCoordinates/useEditPointCoordinates.ts#L182:239,TypeScript,51,8,0
"McCabe complexity of 8 for unit deleteGeometry.ts.deleteGeometry(Request,Response)",LOW,RAW,2026-06-04,30,"deleteGeometry.ts.deleteGeometry(Request,Response)",backend/src/routes/geometries/deleteGeometry.ts#L10:71,TypeScript,51,8,2
"McCabe complexity of 8 for unit selectedPlansPointsList.ts.drawGeometryHoverSkyBlue(__esri.GraphicsLayer,FinishedGeometryType)",LOW,RAW,2026-06-04,30,"selectedPlansPointsList.ts.drawGeometryHoverSkyBlue(__esri.GraphicsLayer,FinishedGeometryType)",src/helpers/timeslider/selectedPlansPointsList.ts#L163:223,TypeScript,50,8,2
McCabe complexity of 10 for unit initPolygonDrawer(),LOW,RAW,2026-06-04,30,initPolygonDrawer(),src/Components/HomePage/Body/Left/Voorbereiding/SelectedPoint/AddToPlan/index.tsx#L115:179,TypeScript,50,10,0
"McCabe complexity of 7 for unit handleSubmit(number[],number[])",LOW,RAW,2026-06-04,30,"handleSubmit(number[],number[])",src/Components/HomePage/Body/Left/Voorbereiding/FlightPlan/Steps/Step1/TemplateFlights/index.tsx#L68:125,TypeScript,50,7,2
McCabe complexity of 7 for unit exportCsv(),LOW,RAW,2026-06-04,30,exportCsv(),src/Components/HomePage/Body/Left/Common/SearchedResultsTab/Functions/GroupFunctions.tsx#L45:99,TypeScript,50,7,0
McCabe complexity of 10 for unit handleCopyLink(),LOW,RAW,2026-06-04,30,handleCopyLink(),src/Components/HomePage/Body/Left/Nabewerking/CreateReport/Steps/Step3/hooks/useCopyLink.ts#L16:73,TypeScript,49,10,0
"McCabe complexity of 6 for unit updateGeometryPoints.ts.updateGeometryOwnedPoints(PoolClient,number,PointPayload[])",LOW,RAW,2026-07-04,0,"updateGeometryPoints.ts.updateGeometryOwnedPoints(PoolClient,number,PointPayload[])",backend/src/helpers/queries/geometries/updateGeometryPoints.ts#L6:63,TypeScript,48,6,3
McCabe complexity of 10 for unit FlightPlansListCheckbox.tsx.FlightPlansListCheckbox(),LOW,RAW,2026-06-04,30,FlightPlansListCheckbox.tsx.FlightPlansListCheckbox(),src/Components/HomePage/Body/Left/TimeSlider/FlightPlansListCheckbox.tsx#L17:149,TypeScript,48,10,0
McCabe complexity of 10 for unit Pages.tsx.Pages(),LOW,RAW,2026-06-04,30,Pages.tsx.Pages(),src/Components/HomePage/Head/Common/Pages.tsx#L17:88,TypeScript,48,10,0
"McCabe complexity of 6 for unit useLegendLayers.ts.useLegendLayers(LegendLayerDefinition[],UseLegendLayersOptions)",LOW,RAW,2026-06-10,24,"useLegendLayers.ts.useLegendLayers(LegendLayerDefinition[],UseLegendLayersOptions)",src/Components/HomePage/Body/Left/Common/KaartLegend/LayersList/helpers/useLegendLayers.ts#L37:96,TypeScript,47,6,2
McCabe complexity of 8 for unit index.tsx.EditGeometry(),LOW,RAW,2026-06-04,30,index.tsx.EditGeometry(),src/Components/HomePage/Body/Left/Tools/EditGeometry/index.tsx#L18:63,TypeScript,46,8,0
McCabe complexity of 7 for unit server.ts,LOW,RAW,2026-06-04,30,server.ts,backend/src/server.ts#L1:59,TypeScript,46,7,0
"McCabe complexity of 7 for unit loginUser.ts.loginUser(Request,Response)",LOW,RAW,2026-06-04,30,"loginUser.ts.loginUser(Request,Response)",backend/src/routes/auth/loginUser.ts#L15:67,TypeScript,46,7,2
McCabe complexity of 8 for unit handleSubmit(React.FormEvent),LOW,RAW,2026-06-04,30,handleSubmit(React.FormEvent),src/Components/DashboardPage/AddUser/index.tsx#L30:85,TypeScript,46,8,1
McCabe complexity of 7 for unit Data.tsx.Data(any),LOW,RAW,2026-06-04,30,Data.tsx.Data(any),src/Components/HomePage/Body/Bottom/PointsView/FlightPlansTable/Data.tsx#L7:78,TypeScript,46,7,1
